model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
knn,k-means,0.772,0.772,0.772,0.772,0.029,0.029,0.029,0.029,6.322,0.001,0.799,0.725,0.772,0.755,0.884,3e-05,original,0.1,7,,,,
xgb,ag,0.851,0.851,0.851,0.851,0.017,0.017,0.017,0.017,4.118,28.01,0.806,0.753,0.803,0.79,0.879,3e-06,original,0.1,7,,,,
rf,ag,0.849,0.849,0.849,0.849,0.019,0.019,0.019,0.019,13.481,1.624,0.816,0.762,0.81,0.798,0.894,3e-05,original,0.1,7,,,,
svc,ag,0.833,0.833,0.833,0.833,0.015,0.015,0.015,0.015,12.344,0.999,0.788,0.749,0.804,0.793,0.867,9e-05,original,0.1,7,,,,
logreg,ag,0.85,0.85,0.85,0.85,0.017,0.017,0.017,0.017,4.949,0.063,0.8,0.763,0.816,0.807,0.874,5e-06,original,0.1,7,,,,
mlp,ag,0.829,0.828,0.828,0.829,0.016,0.016,0.016,0.016,14.071,28.631,0.797,0.751,0.804,0.792,0.877,1.3e-05,original,0.1,7,,,,
naive_bayes,ag,0.716,0.708,0.708,0.716,0.014,0.015,0.015,0.014,4.248,0.003,0.722,0.626,0.671,0.645,0.807,1e-06,original,0.1,7,,,,
knn,ag,0.757,0.757,0.757,0.757,0.021,0.021,0.021,0.021,5.995,0.001,0.803,0.728,0.775,0.758,0.883,4.1e-05,original,0.1,7,,,,
xgb,k_center,0.766,0.766,0.766,0.766,0.006,0.007,0.007,0.006,3.777,0.093,0.796,0.714,0.76,0.741,0.895,6e-06,original,0.1,7,,,,
rf,k_center,0.764,0.764,0.764,0.764,0.008,0.008,0.008,0.008,11.56,0.482,0.816,0.729,0.773,0.755,0.903,1.5e-05,original,0.1,7,,,,
svc,k_center,0.749,0.749,0.749,0.749,0.015,0.015,0.015,0.015,14.355,1.082,0.809,0.732,0.778,0.762,0.891,0.000145,original,0.1,7,,,,
logreg,k_center,0.756,0.756,0.756,0.756,0.013,0.013,0.013,0.013,3.305,0.1,0.809,0.741,0.789,0.773,0.886,1.2e-05,original,0.1,7,,,,
mlp,k_center,0.736,0.736,0.736,0.736,0.012,0.012,0.012,0.012,11.092,20.945,0.779,0.685,0.729,0.708,0.877,9e-06,original,0.1,7,,,,
naive_bayes,k_center,0.599,0.545,0.545,0.599,0.026,0.043,0.043,0.026,3.682,0.008,0.552,0.312,0.26,0.327,0.772,1e-06,original,0.1,7,,,,
knn,k_center,0.663,0.662,0.662,0.663,0.019,0.019,0.019,0.019,6.521,0.002,0.73,0.662,0.717,0.695,0.806,2.9e-05,original,0.1,7,,,,
xgb,craig,0.644,0.643,0.643,0.644,0.03,0.031,0.031,0.03,3.1,0.106,0.718,0.656,0.715,0.693,0.801,2e-06,original,0.1,7,,,,
rf,craig,0.605,0.603,0.603,0.604,0.032,0.034,0.035,0.033,8.977,0.548,0.663,0.621,0.692,0.67,0.727,2.1e-05,original,0.1,7,,,,
svc,craig,0.567,0.567,0.567,0.567,0.022,0.022,0.022,0.022,6.858,0.5,0.623,0.574,0.642,0.614,0.667,0.00011,original,0.1,7,,,,
logreg,craig,0.558,0.557,0.557,0.558,0.035,0.035,0.035,0.035,2.672,0.1,0.814,0.766,0.815,0.805,0.893,9e-06,original,0.1,7,,,,
mlp,craig,0.561,0.561,0.561,0.561,0.016,0.016,0.016,0.016,8.462,12.479,0.774,0.729,0.785,0.772,0.863,1e-05,original,0.1,7,,,,
naive_bayes,craig,0.523,0.458,0.461,0.529,0.016,0.051,0.049,0.016,2.914,0.005,0.533,0.287,0.227,0.305,0.555,1e-06,original,0.1,7,,,,
knn,craig,0.576,0.573,0.572,0.574,0.021,0.022,0.022,0.021,5.437,0.001,0.49,0.467,0.554,0.519,0.488,3.1e-05,original,0.1,7,,,,
xgb,lc,0.989,0.989,0.989,0.989,0.005,0.005,0.005,0.005,4.055,0.099,0.199,0.186,0.225,0.193,0.109,4e-06,original,0.1,7,,,,
rf,lc,0.949,0.949,0.949,0.949,0.011,0.011,0.011,0.011,16.316,1.516,0.2,0.188,0.227,0.195,0.132,5.5e-05,original,0.1,7,,,,
svc,lc,0.998,0.998,0.998,0.998,0.003,0.003,0.003,0.003,19.035,0.428,0.182,0.175,0.216,0.182,0.102,2e-05,original,0.1,7,,,,
logreg,lc,0.997,0.997,0.997,0.997,0.002,0.002,0.002,0.002,3.165,0.101,0.184,0.176,0.218,0.184,0.101,1e-05,original,0.1,7,,,,
mlp,lc,0.998,0.998,0.998,0.998,0.0,0.0,0.0,0.0,9.734,37.356,0.184,0.177,0.219,0.185,0.102,1.5e-05,original,0.1,7,,,,
naive_bayes,lc,0.674,0.647,0.647,0.674,0.04,0.052,0.052,0.04,5.077,0.006,0.266,0.286,0.4,0.353,0.154,1e-06,original,0.1,7,,,,
knn,lc,0.94,0.94,0.94,0.94,0.014,0.014,0.014,0.014,6.274,0.002,0.207,0.191,0.229,0.198,0.158,3.1e-05,original,0.1,7,,,,
xgb,random,0.819,0.819,0.819,0.819,0.014,0.014,0.014,0.014,6.01,0.062,0.811,0.765,0.816,0.805,0.902,1e-06,original,0.1,8,,,,
rf,random,0.813,0.812,0.812,0.813,0.017,0.017,0.017,0.017,9.776,0.458,0.816,0.76,0.808,0.796,0.901,1.6e-05,original,0.1,8,,,,
svc,random,0.807,0.806,0.806,0.807,0.013,0.013,0.013,0.013,16.283,0.943,0.814,0.754,0.802,0.789,0.895,0.000101,original,0.1,8,,,,
logreg,random,0.806,0.806,0.806,0.806,0.013,0.013,0.013,0.013,4.174,0.116,0.812,0.761,0.811,0.799,0.891,6e-06,original,0.1,8,,,,
mlp,random,0.807,0.807,0.807,0.807,0.017,0.017,0.017,0.017,12.113,13.223,0.817,0.766,0.815,0.804,0.9,1e-05,original,0.1,8,,,,
naive_bayes,random,0.633,0.588,0.588,0.633,0.032,0.048,0.048,0.032,5.096,0.004,0.628,0.465,0.47,0.466,0.713,2e-06,original,0.1,8,,,,
knn,random,0.775,0.775,0.775,0.775,0.012,0.012,0.012,0.012,5.711,0.001,0.792,0.731,0.783,0.767,0.863,6.9e-05,original,0.1,8,,,,
xgb,k-means,0.95,0.95,0.95,0.95,0.009,0.009,0.009,0.009,4.543,0.101,0.717,0.597,0.632,0.608,0.828,3e-06,original,0.1,8,,,,
rf,k-means,0.954,0.954,0.954,0.954,0.006,0.006,0.006,0.006,11.298,0.834,0.75,0.631,0.667,0.644,0.868,1.5e-05,original,0.1,8,,,,
svc,k-means,0.831,0.831,0.831,0.831,0.016,0.016,0.016,0.016,12.291,0.889,0.806,0.767,0.819,0.81,0.881,9.3e-05,original,0.1,8,,,,
logreg,k-means,0.844,0.843,0.843,0.843,0.02,0.02,0.02,0.02,4.377,0.11,0.784,0.76,0.817,0.81,0.868,1.1e-05,original,0.1,8,,,,
mlp,k-means,0.826,0.826,0.826,0.826,0.017,0.017,0.017,0.017,11.642,96.245,0.782,0.747,0.804,0.794,0.864,1.6e-05,original,0.1,8,,,,
naive_bayes,k-means,0.692,0.679,0.679,0.692,0.036,0.042,0.042,0.036,4.309,0.003,0.708,0.592,0.627,0.603,0.811,1e-06,original,0.1,8,,,,
knn,k-means,0.754,0.753,0.753,0.754,0.013,0.013,0.013,0.013,5.798,0.001,0.805,0.729,0.776,0.758,0.883,3.3e-05,original,0.1,8,,,,
xgb,ag,0.852,0.852,0.852,0.852,0.022,0.022,0.022,0.022,5.324,0.069,0.802,0.746,0.796,0.783,0.872,3e-06,original,0.1,8,,,,
rf,ag,0.841,0.841,0.841,0.841,0.024,0.024,0.024,0.024,10.833,0.738,0.817,0.767,0.816,0.805,0.895,1.7e-05,original,0.1,8,,,,
svc,ag,0.824,0.824,0.824,0.824,0.018,0.018,0.018,0.018,12.538,0.885,0.809,0.766,0.817,0.807,0.884,9.6e-05,original,0.1,8,,,,
logreg,ag,0.843,0.843,0.843,0.843,0.017,0.017,0.017,0.017,3.728,0.126,0.788,0.753,0.808,0.799,0.865,7e-06,original,0.1,8,,,,
mlp,ag,0.82,0.82,0.82,0.82,0.025,0.026,0.026,0.026,15.897,31.915,0.799,0.761,0.815,0.805,0.878,9e-06,original,0.1,8,,,,
naive_bayes,ag,0.726,0.72,0.72,0.726,0.019,0.02,0.02,0.019,4.447,0.006,0.722,0.626,0.67,0.645,0.807,1e-06,original,0.1,8,,,,
knn,ag,0.762,0.761,0.761,0.762,0.026,0.026,0.026,0.026,5.315,0.001,0.803,0.728,0.775,0.758,0.883,3e-05,original,0.1,8,,,,
xgb,k_center,0.767,0.767,0.767,0.767,0.013,0.013,0.013,0.013,4.398,0.025,0.801,0.72,0.766,0.748,0.892,6e-06,original,0.1,8,,,,
rf,k_center,0.764,0.764,0.764,0.764,0.008,0.009,0.008,0.008,9.4,0.643,0.81,0.723,0.767,0.749,0.906,1.9e-05,original,0.1,8,,,,
svc,k_center,0.76,0.76,0.76,0.76,0.017,0.017,0.017,0.017,13.872,1.043,0.801,0.709,0.752,0.733,0.894,0.000134,original,0.1,8,,,,
logreg,k_center,0.763,0.763,0.763,0.763,0.008,0.008,0.008,0.008,3.923,0.046,0.816,0.743,0.789,0.774,0.893,5e-06,original,0.1,8,,,,
mlp,k_center,0.725,0.725,0.725,0.725,0.029,0.029,0.029,0.028,11.027,12.773,0.774,0.673,0.716,0.694,0.873,1.4e-05,original,0.1,8,,,,
naive_bayes,k_center,0.645,0.617,0.617,0.645,0.034,0.048,0.048,0.034,7.785,0.006,0.594,0.391,0.367,0.394,0.838,1e-06,original,0.1,8,,,,
knn,k_center,0.66,0.659,0.659,0.66,0.022,0.022,0.022,0.022,9.265,0.001,0.728,0.622,0.663,0.639,0.795,4.3e-05,original,0.1,8,,,,
xgb,craig,0.612,0.612,0.614,0.616,0.035,0.035,0.035,0.036,7.867,27.025,0.65,0.577,0.631,0.603,0.733,1e-06,original,0.1,8,,,,
rf,craig,0.585,0.584,0.585,0.585,0.032,0.031,0.031,0.031,7.22,0.402,0.683,0.619,0.679,0.653,0.727,1.5e-05,original,0.1,8,,,,
svc,craig,0.559,0.558,0.56,0.561,0.03,0.03,0.029,0.029,7.254,0.984,0.723,0.651,0.706,0.682,0.806,9.9e-05,original,0.1,8,,,,
logreg,craig,0.552,0.551,0.553,0.554,0.021,0.021,0.022,0.022,1.964,0.086,0.81,0.757,0.807,0.794,0.892,8e-06,original,0.1,8,,,,
mlp,craig,0.552,0.551,0.553,0.555,0.007,0.006,0.007,0.009,8.364,20.508,0.774,0.699,0.749,0.73,0.869,2.1e-05,original,0.1,8,,,,
naive_bayes,craig,0.5,0.427,0.431,0.506,0.023,0.047,0.054,0.039,4.2,0.003,0.517,0.261,0.192,0.284,0.479,1e-06,original,0.1,8,,,,
knn,craig,0.539,0.536,0.536,0.537,0.044,0.045,0.045,0.044,5.63,0.001,0.465,0.425,0.491,0.453,0.453,2.4e-05,original,0.1,8,,,,
xgb,lc,0.984,0.984,0.984,0.984,0.006,0.006,0.006,0.006,5.64,0.828,0.199,0.185,0.223,0.191,0.111,4e-06,original,0.1,8,,,,
rf,lc,0.947,0.947,0.947,0.947,0.017,0.017,0.017,0.017,9.349,0.437,0.204,0.188,0.225,0.194,0.13,1.5e-05,original,0.1,8,,,,
svc,lc,0.998,0.998,0.998,0.998,0.0,0.0,0.0,0.0,17.894,0.428,0.184,0.176,0.217,0.183,0.102,4.5e-05,original,0.1,8,,,,
logreg,lc,0.997,0.997,0.997,0.997,0.001,0.001,0.001,0.001,5.281,0.547,0.186,0.177,0.218,0.185,0.101,9e-06,original,0.1,8,,,,
mlp,lc,0.996,0.996,0.996,0.996,0.004,0.004,0.004,0.004,9.99,20.272,0.184,0.178,0.221,0.186,0.102,1.1e-05,original,0.1,8,,,,
naive_bayes,lc,0.676,0.65,0.65,0.676,0.047,0.061,0.061,0.048,3.032,0.005,0.267,0.287,0.402,0.355,0.154,2e-06,original,0.1,8,,,,
knn,lc,0.938,0.938,0.938,0.938,0.011,0.011,0.011,0.011,5.795,0.001,0.207,0.192,0.231,0.199,0.162,3.1e-05,original,0.1,8,,,,
xgb,random,0.827,0.827,0.827,0.827,0.016,0.016,0.016,0.016,4.793,0.083,0.82,0.77,0.818,0.807,0.898,1e-06,original,0.1,9,,,,
rf,random,0.833,0.833,0.833,0.833,0.011,0.011,0.011,0.011,9.73,1.019,0.822,0.761,0.807,0.794,0.899,3.8e-05,original,0.1,9,,,,
svc,random,0.819,0.819,0.819,0.819,0.009,0.009,0.009,0.009,13.17,0.825,0.815,0.75,0.797,0.783,0.893,9.9e-05,original,0.1,9,,,,
logreg,random,0.828,0.828,0.828,0.828,0.009,0.009,0.009,0.009,4.788,0.11,0.817,0.762,0.81,0.798,0.895,6e-06,original,0.1,9,,,,
mlp,random,0.827,0.827,0.827,0.827,0.016,0.016,0.016,0.016,17.291,24.917,0.798,0.747,0.798,0.785,0.889,1e-05,original,0.1,9,,,,
naive_bayes,random,0.658,0.625,0.625,0.658,0.052,0.068,0.068,0.052,4.572,0.005,0.636,0.476,0.483,0.476,0.724,1e-06,original,0.1,9,,,,
knn,random,0.807,0.807,0.807,0.807,0.016,0.016,0.016,0.016,5.749,0.002,0.797,0.745,0.797,0.784,0.87,3.1e-05,original,0.1,9,,,,
xgb,k-means,0.958,0.958,0.958,0.958,0.01,0.01,0.01,0.01,5.631,0.068,0.75,0.657,0.703,0.68,0.836,1e-06,original,0.1,9,,,,
rf,k-means,0.955,0.955,0.955,0.955,0.01,0.01,0.01,0.01,12.101,0.282,0.765,0.655,0.694,0.671,0.87,6e-06,original,0.1,9,,,,
svc,k-means,0.818,0.817,0.817,0.818,0.023,0.023,0.023,0.023,14.25,0.842,0.815,0.763,0.812,0.8,0.897,0.000101,original,0.1,9,,,,
logreg,k-means,0.817,0.817,0.817,0.817,0.025,0.025,0.025,0.025,4.199,0.069,0.819,0.771,0.819,0.809,0.895,8e-06,original,0.1,9,,,,
mlp,k-means,0.822,0.822,0.822,0.822,0.017,0.017,0.017,0.017,11.559,18.721,0.795,0.756,0.81,0.8,0.878,1.3e-05,original,0.1,9,,,,
naive_bayes,k-means,0.724,0.715,0.715,0.724,0.022,0.026,0.026,0.023,5.734,0.006,0.718,0.626,0.672,0.647,0.798,1e-06,original,0.1,9,,,,
knn,k-means,0.767,0.767,0.767,0.767,0.019,0.019,0.019,0.019,6.344,0.001,0.811,0.755,0.804,0.791,0.886,3e-05,original,0.1,9,,,,
xgb,ag,0.857,0.857,0.857,0.857,0.021,0.021,0.021,0.021,7.552,11.302,0.793,0.752,0.806,0.795,0.875,3e-06,original,0.1,9,,,,
rf,ag,0.845,0.845,0.845,0.845,0.018,0.018,0.018,0.018,13.168,0.792,0.815,0.76,0.809,0.797,0.895,1.7e-05,original,0.1,9,,,,
svc,ag,0.823,0.823,0.823,0.824,0.016,0.016,0.016,0.016,12.457,0.823,0.817,0.762,0.81,0.798,0.896,0.000108,original,0.1,9,,,,
logreg,ag,0.821,0.821,0.821,0.821,0.017,0.017,0.017,0.017,4.733,0.031,0.82,0.769,0.817,0.806,0.896,5e-06,original,0.1,9,,,,
mlp,ag,0.829,0.829,0.829,0.829,0.011,0.011,0.011,0.011,12.203,36.824,0.798,0.755,0.808,0.797,0.879,1.4e-05,original,0.1,9,,,,
naive_bayes,ag,0.713,0.704,0.704,0.713,0.007,0.01,0.01,0.007,5.694,0.006,0.723,0.625,0.668,0.643,0.807,1e-06,original,0.1,9,,,,
knn,ag,0.773,0.772,0.772,0.773,0.012,0.012,0.012,0.012,6.485,0.001,0.811,0.75,0.799,0.785,0.884,2.9e-05,original,0.1,9,,,,
xgb,k_center,0.761,0.761,0.761,0.761,0.015,0.015,0.015,0.015,5.049,0.066,0.795,0.713,0.759,0.741,0.889,3e-06,original,0.1,9,,,,
rf,k_center,0.761,0.761,0.761,0.761,0.016,0.016,0.016,0.016,11.808,0.629,0.817,0.731,0.775,0.757,0.906,2e-05,original,0.1,9,,,,
svc,k_center,0.758,0.758,0.758,0.758,0.021,0.021,0.021,0.021,13.766,1.074,0.81,0.731,0.777,0.76,0.893,0.000145,original,0.1,9,,,,
logreg,k_center,0.761,0.761,0.761,0.761,0.017,0.017,0.017,0.017,3.671,0.025,0.818,0.747,0.793,0.778,0.894,7e-06,original,0.1,9,,,,
mlp,k_center,0.737,0.737,0.737,0.737,0.011,0.011,0.011,0.011,12.513,31.786,0.769,0.671,0.714,0.692,0.866,2.2e-05,original,0.1,9,,,,
naive_bayes,k_center,0.591,0.538,0.538,0.591,0.033,0.051,0.052,0.033,4.817,0.003,0.538,0.284,0.222,0.304,0.756,1e-06,original,0.1,9,,,,
knn,k_center,0.654,0.654,0.654,0.654,0.021,0.022,0.022,0.021,8.331,0.001,0.747,0.669,0.72,0.698,0.817,5.5e-05,original,0.1,9,,,,
xgb,craig,0.648,0.648,0.649,0.65,0.035,0.035,0.035,0.035,3.852,0.153,0.715,0.647,0.703,0.68,0.8,5e-06,original,0.1,9,,,,
rf,craig,0.63,0.629,0.629,0.629,0.018,0.018,0.018,0.018,15.033,0.715,0.669,0.624,0.693,0.67,0.723,3.8e-05,original,0.1,9,,,,
svc,craig,0.587,0.586,0.588,0.59,0.026,0.027,0.026,0.026,11.546,1.033,0.726,0.648,0.7,0.676,0.813,0.000166,original,0.1,9,,,,
logreg,craig,0.574,0.574,0.575,0.576,0.02,0.02,0.02,0.019,2.521,0.168,0.781,0.724,0.778,0.762,0.863,1.1e-05,original,0.1,9,,,,
mlp,craig,0.594,0.594,0.595,0.596,0.018,0.018,0.018,0.018,10.142,12.451,0.8,0.741,0.792,0.777,0.88,1e-05,original,0.1,9,,,,
naive_bayes,craig,0.51,0.452,0.46,0.524,0.021,0.059,0.055,0.019,4.695,0.005,0.517,0.245,0.168,0.274,0.532,2e-06,original,0.1,9,,,,
knn,craig,0.582,0.579,0.579,0.579,0.029,0.03,0.03,0.029,3.833,0.001,0.476,0.437,0.505,0.468,0.464,2.6e-05,original,0.1,9,,,,
xgb,lc,0.987,0.987,0.987,0.987,0.006,0.006,0.006,0.006,5.885,21.255,0.196,0.184,0.224,0.192,0.109,4e-06,original,0.1,9,,,,
rf,lc,0.952,0.952,0.952,0.952,0.008,0.008,0.008,0.008,10.781,0.966,0.2,0.185,0.222,0.191,0.13,3.3e-05,original,0.1,9,,,,
svc,lc,0.996,0.996,0.996,0.996,0.003,0.003,0.003,0.003,11.697,0.319,0.184,0.176,0.218,0.184,0.105,2.9e-05,original,0.1,9,,,,
logreg,lc,0.987,0.987,0.987,0.987,0.006,0.006,0.006,0.006,5.333,0.097,0.189,0.179,0.218,0.186,0.105,6e-06,original,0.1,9,,,,
mlp,lc,0.996,0.996,0.996,0.996,0.003,0.003,0.003,0.003,10.996,23.169,0.184,0.177,0.22,0.185,0.101,1.7e-05,original,0.1,9,,,,
naive_bayes,lc,0.666,0.637,0.637,0.667,0.019,0.026,0.025,0.019,5.366,0.003,0.282,0.302,0.427,0.384,0.154,1e-06,original,0.1,9,,,,
knn,lc,0.937,0.937,0.937,0.937,0.015,0.015,0.015,0.015,4.598,0.001,0.203,0.19,0.23,0.197,0.18,2.9e-05,original,0.1,9,,,,
xgb,random,0.836,0.836,0.836,0.836,0.007,0.007,0.007,0.007,5.262,0.093,0.831,0.784,0.83,0.821,0.917,1e-06,original,0.2,5,,,,
rf,random,0.83,0.83,0.83,0.83,0.009,0.009,0.009,0.009,11.958,0.854,0.822,0.761,0.808,0.795,0.902,2.1e-05,original,0.2,5,,,,
svc,random,0.835,0.835,0.835,0.835,0.008,0.008,0.008,0.008,45.802,2.973,0.822,0.769,0.816,0.805,0.901,0.000182,original,0.2,5,,,,
logreg,random,0.827,0.827,0.827,0.827,0.004,0.004,0.004,0.004,3.25,0.137,0.819,0.77,0.819,0.808,0.899,6e-06,original,0.2,5,,,,
mlp,random,0.833,0.833,0.833,0.833,0.006,0.006,0.006,0.006,17.06,26.673,0.814,0.773,0.823,0.814,0.9,9e-06,original,0.2,5,,,,
naive_bayes,random,0.706,0.689,0.689,0.706,0.022,0.029,0.029,0.022,4.396,0.006,0.71,0.584,0.616,0.593,0.788,1e-06,original,0.2,5,,,,
knn,random,0.803,0.803,0.803,0.803,0.011,0.011,0.011,0.011,6.969,0.001,0.803,0.753,0.804,0.792,0.876,3.1e-05,original,0.2,5,,,,
xgb,k-means,0.9,0.9,0.9,0.9,0.004,0.004,0.004,0.004,4.691,0.224,0.784,0.689,0.733,0.712,0.879,2e-06,original,0.2,5,,,,
rf,k-means,0.895,0.895,0.895,0.895,0.005,0.005,0.005,0.005,13.47,0.704,0.806,0.719,0.764,0.745,0.893,1.4e-05,original,0.2,5,,,,
svc,k-means,0.806,0.805,0.805,0.806,0.015,0.015,0.015,0.015,43.656,3.375,0.819,0.759,0.807,0.794,0.898,0.000211,original,0.2,5,,,,
logreg,k-means,0.815,0.815,0.815,0.815,0.014,0.014,0.014,0.014,3.945,0.149,0.805,0.766,0.819,0.809,0.885,8e-06,original,0.2,5,,,,
mlp,k-means,0.811,0.811,0.811,0.811,0.017,0.017,0.017,0.017,16.762,22.767,0.812,0.758,0.808,0.795,0.895,1e-05,original,0.2,5,,,,
naive_bayes,k-means,0.673,0.654,0.654,0.673,0.02,0.025,0.025,0.02,5.613,0.005,0.691,0.558,0.585,0.564,0.829,1e-06,original,0.2,5,,,,
knn,k-means,0.751,0.751,0.751,0.751,0.023,0.023,0.023,0.023,5.598,0.002,0.8,0.728,0.776,0.759,0.874,4.8e-05,original,0.2,5,,,,
xgb,ag,0.829,0.829,0.829,0.829,0.005,0.005,0.005,0.005,4.485,0.195,0.81,0.741,0.789,0.773,0.889,2e-06,original,0.2,5,,,,
rf,ag,0.828,0.828,0.828,0.828,0.009,0.009,0.009,0.009,13.731,1.634,0.816,0.753,0.8,0.786,0.899,2.8e-05,original,0.2,5,,,,
svc,ag,0.814,0.813,0.813,0.814,0.01,0.01,0.01,0.01,36.439,5.016,0.821,0.767,0.814,0.802,0.899,0.00031,original,0.2,5,,,,
logreg,ag,0.815,0.815,0.815,0.815,0.01,0.01,0.01,0.01,5.516,1.296,0.806,0.764,0.816,0.806,0.887,8e-06,original,0.2,5,,,,
mlp,ag,0.812,0.812,0.812,0.812,0.009,0.008,0.009,0.009,19.633,24.608,0.809,0.773,0.824,0.815,0.895,7e-06,original,0.2,5,,,,
naive_bayes,ag,0.71,0.701,0.701,0.71,0.017,0.02,0.02,0.017,5.671,0.005,0.732,0.631,0.674,0.65,0.826,1e-06,original,0.2,5,,,,
knn,ag,0.746,0.745,0.745,0.746,0.008,0.008,0.008,0.008,7.074,0.002,0.804,0.756,0.808,0.796,0.882,3.2e-05,original,0.2,5,,,,
xgb,k_center,0.798,0.798,0.798,0.798,0.012,0.012,0.012,0.012,7.137,30.329,0.818,0.737,0.782,0.765,0.904,4e-06,original,0.2,5,,,,
rf,k_center,0.784,0.784,0.784,0.784,0.007,0.007,0.007,0.007,12.349,1.299,0.812,0.725,0.769,0.75,0.908,2.7e-05,original,0.2,5,,,,
svc,k_center,0.778,0.778,0.778,0.778,0.01,0.01,0.01,0.01,38.293,5.625,0.809,0.72,0.764,0.746,0.897,0.000237,original,0.2,5,,,,
logreg,k_center,0.774,0.774,0.774,0.774,0.009,0.009,0.009,0.009,3.855,0.02,0.815,0.741,0.787,0.771,0.896,7e-06,original,0.2,5,,,,
mlp,k_center,0.771,0.771,0.771,0.771,0.011,0.011,0.011,0.011,16.056,27.157,0.799,0.708,0.752,0.732,0.888,8e-06,original,0.2,5,,,,
naive_bayes,k_center,0.645,0.614,0.614,0.645,0.019,0.029,0.029,0.019,4.996,0.008,0.627,0.448,0.444,0.449,0.846,1e-06,original,0.2,5,,,,
knn,k_center,0.712,0.711,0.711,0.712,0.013,0.013,0.013,0.013,8.028,0.001,0.756,0.662,0.708,0.685,0.832,4.2e-05,original,0.2,5,,,,
xgb,craig,0.651,0.651,0.651,0.651,0.012,0.012,0.012,0.012,3.542,0.087,0.791,0.74,0.792,0.779,0.87,5e-06,original,0.2,5,,,,
rf,craig,0.626,0.626,0.626,0.627,0.02,0.02,0.02,0.02,10.385,0.393,0.747,0.695,0.754,0.738,0.822,1.1e-05,original,0.2,5,,,,
svc,craig,0.611,0.611,0.611,0.612,0.01,0.01,0.01,0.01,19.328,2.155,0.818,0.765,0.813,0.802,0.901,0.000184,original,0.2,5,,,,
logreg,craig,0.597,0.596,0.596,0.597,0.019,0.019,0.019,0.019,2.954,0.119,0.817,0.768,0.817,0.806,0.897,7e-06,original,0.2,5,,,,
mlp,craig,0.631,0.63,0.63,0.631,0.025,0.025,0.025,0.025,12.117,22.487,0.812,0.76,0.81,0.798,0.896,1.1e-05,original,0.2,5,,,,
naive_bayes,craig,0.51,0.39,0.387,0.506,0.021,0.027,0.027,0.021,4.228,0.006,0.513,0.236,0.156,0.268,0.564,1e-06,original,0.2,5,,,,
knn,craig,0.555,0.552,0.552,0.556,0.01,0.011,0.011,0.01,6.096,0.001,0.556,0.531,0.619,0.591,0.58,3e-05,original,0.2,5,,,,
xgb,lc,0.866,0.866,0.866,0.866,0.014,0.014,0.014,0.014,4.124,0.128,0.203,0.193,0.237,0.202,0.12,5e-06,original,0.2,5,,,,
rf,lc,0.804,0.804,0.804,0.804,0.013,0.013,0.013,0.013,11.122,1.124,0.213,0.194,0.231,0.2,0.129,2.4e-05,original,0.2,5,,,,
svc,lc,0.873,0.873,0.873,0.873,0.015,0.015,0.015,0.015,37.555,2.78,0.187,0.179,0.221,0.187,0.103,0.000169,original,0.2,5,,,,
logreg,lc,0.879,0.878,0.878,0.879,0.009,0.009,0.009,0.009,3.528,0.148,0.183,0.176,0.218,0.184,0.099,6e-06,original,0.2,5,,,,
mlp,lc,0.88,0.88,0.88,0.88,0.011,0.011,0.011,0.011,19.536,64.905,0.183,0.178,0.222,0.187,0.101,1.2e-05,original,0.2,5,,,,
naive_bayes,lc,0.61,0.569,0.569,0.61,0.028,0.04,0.04,0.028,4.814,0.007,0.264,0.284,0.394,0.346,0.153,2e-06,original,0.2,5,,,,
knn,lc,0.793,0.793,0.793,0.793,0.021,0.021,0.021,0.021,6.998,0.001,0.219,0.202,0.242,0.209,0.167,4.2e-05,original,0.2,5,,,,
xgb,random,0.821,0.821,0.821,0.821,0.01,0.01,0.01,0.01,6.004,0.101,0.821,0.773,0.821,0.811,0.908,3e-06,original,0.2,6,,,,
rf,random,0.817,0.816,0.816,0.817,0.012,0.013,0.013,0.012,12.639,0.428,0.818,0.752,0.799,0.785,0.902,1.1e-05,original,0.2,6,,,,
svc,random,0.816,0.815,0.815,0.816,0.006,0.006,0.006,0.006,40.948,5.176,0.814,0.751,0.799,0.785,0.897,0.0002,original,0.2,6,,,,
logreg,random,0.817,0.817,0.817,0.817,0.012,0.012,0.012,0.012,3.23,0.109,0.82,0.769,0.818,0.807,0.9,7e-06,original,0.2,6,,,,
mlp,random,0.817,0.816,0.816,0.817,0.016,0.017,0.017,0.016,26.549,102.284,0.829,0.774,0.821,0.809,0.903,9e-06,original,0.2,6,,,,
naive_bayes,random,0.656,0.621,0.621,0.656,0.034,0.044,0.044,0.034,4.718,0.007,0.649,0.485,0.491,0.485,0.704,1e-06,original,0.2,6,,,,
knn,random,0.801,0.8,0.8,0.801,0.006,0.006,0.006,0.006,6.511,0.002,0.804,0.741,0.79,0.776,0.874,4.6e-05,original,0.2,6,,,,
