model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
mlp,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,1.379,0.023,0.862,0.45,0.888,0.8,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
naive_bayes,k-center,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,0.499,0.001,0.61,0.182,0.36,0.221,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
logreg,k-center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.788,0.006,0.5,0.001,0.0,0.001,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
knn,k-center,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.66,0.001,0.5,0.002,0.001,0.002,,1e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
xgb,k-center,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,0.976,0.03,0.617,0.446,0.886,0.797,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
rf,k-center,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,9.505,0.407,0.504,0.01,0.018,0.011,,4e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
mlp,k-center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,1.336,0.011,0.626,0.31,0.615,0.446,,1e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
naive_bayes,k-center,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.524,0.002,0.59,0.28,0.556,0.386,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
logreg,k-center,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.78,0.005,0.5,0.002,0.0,0.002,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
knn,k-center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.591,0.001,0.5,0.002,0.001,0.002,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
xgb,k-center,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.046,0.05,0.688,0.484,0.953,0.913,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
rf,k-center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,9.394,0.101,0.808,0.488,0.955,0.915,,2e-06,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
mlp,k-center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,1.528,0.026,0.794,0.433,0.857,0.752,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0012974739074707031,5.012325763702393
naive_bayes,ag,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,0.51,0.002,0.78,0.362,0.716,0.56,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
logreg,ag,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,0.83,0.01,0.714,0.467,0.923,0.86,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
knn,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.784,0.001,0.731,0.421,0.834,0.718,,1e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.167,0.222,0.562,0.332,0.661,0.495,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,9.919,0.44,0.613,0.37,0.735,0.583,,4e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
mlp,ag,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,1.797,0.038,0.76,0.43,0.852,0.744,,1e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
naive_bayes,ag,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,35.835,0.001,0.764,0.466,0.92,0.854,,1e-06,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
logreg,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.142,0.006,0.897,0.507,0.973,0.949,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
knn,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,1.242,0.001,0.784,0.548,0.992,0.987,,1e-06,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.41,0.068,0.765,0.453,0.895,0.812,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
rf,ag,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,11.912,0.337,0.843,0.496,0.963,0.93,,5e-06,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
mlp,ag,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,2.274,0.033,0.888,0.492,0.956,0.919,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011553764343261719,1225.497567653656
naive_bayes,lc,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,0.424,0.001,0.502,0.005,0.007,0.005,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
logreg,lc,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.801,0.003,0.542,0.268,0.531,0.363,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
knn,lc,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,0.686,0.001,0.55,0.477,0.947,0.901,,1e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
xgb,lc,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,1.12,0.027,0.582,0.263,0.522,0.355,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
rf,lc,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,12.854,0.442,0.565,0.235,0.467,0.306,,4e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
mlp,lc,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,2.168,0.047,0.565,0.24,0.477,0.314,,1e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
naive_bayes,lc,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,0.499,0.001,0.568,0.253,0.502,0.337,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
logreg,lc,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.828,0.02,0.45,0.217,0.431,0.276,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
knn,lc,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,0.678,0.001,0.578,0.51,0.991,0.984,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.104,0.024,0.58,0.477,0.946,0.901,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
rf,lc,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,11.704,0.434,0.619,0.357,0.709,0.55,,5e-06,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
mlp,lc,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,1.886,0.036,0.494,0.353,0.703,0.544,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0014297962188720703,21.061167001724243
naive_bayes,random,0.85,0.834,0.834,0.85,0.146,0.167,0.167,0.146,0.522,0.001,0.799,0.394,0.78,0.641,,0.0,original,20,5,,,,,
logreg,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.605,0.002,0.788,0.491,0.96,0.925,,0.0,original,20,5,,,,,
knn,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.69,0.001,0.823,0.485,0.949,0.906,,1e-06,original,20,5,,,,,
xgb,random,0.9,0.898,0.898,0.9,0.146,0.148,0.148,0.146,1.222,0.082,0.905,0.509,0.973,0.951,,0.0,original,20,5,,,,,
rf,random,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,13.587,0.237,0.91,0.503,0.968,0.94,,4e-06,original,20,5,,,,,
mlp,random,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,1.353,0.021,0.803,0.456,0.899,0.819,,1e-06,original,20,5,,,,,
naive_bayes,k-means,0.625,0.589,0.589,0.625,0.079,0.087,0.087,0.079,0.527,0.001,0.783,0.364,0.722,0.566,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
logreg,k-means,0.725,0.716,0.716,0.725,0.146,0.156,0.156,0.146,0.897,0.008,0.831,0.484,0.947,0.901,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
knn,k-means,0.8,0.793,0.793,0.8,0.1,0.104,0.104,0.1,0.719,0.001,0.751,0.486,0.954,0.914,,1e-06,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
xgb,k-means,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,1.166,0.031,0.446,0.443,0.883,0.793,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,12.298,0.448,0.447,0.436,0.869,0.771,,6e-06,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
mlp,k-means,0.675,0.666,0.666,0.675,0.127,0.137,0.137,0.127,1.411,0.018,0.652,0.46,0.912,0.84,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
naive_bayes,k-means,0.55,0.525,0.525,0.55,0.269,0.288,0.288,0.269,0.509,0.001,0.647,0.475,0.94,0.889,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
logreg,k-means,0.875,0.875,0.875,0.875,0.112,0.112,0.112,0.112,0.779,0.006,0.93,0.502,0.966,0.937,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
knn,k-means,0.7,0.685,0.685,0.7,0.203,0.216,0.216,0.203,0.625,0.001,0.819,0.508,0.976,0.956,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.049,0.061,0.828,0.432,0.854,0.747,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,10.274,0.277,0.874,0.479,0.938,0.885,,9e-06,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
mlp,k-means,0.7,0.692,0.692,0.7,0.203,0.21,0.21,0.203,1.822,0.043,0.875,0.481,0.942,0.892,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0012671947479248047,29.068828344345093
naive_bayes,k-center,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.525,0.001,0.78,0.361,0.716,0.56,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
logreg,k-center,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,0.935,0.013,0.678,0.265,0.525,0.357,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
knn,k-center,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,0.672,0.001,0.5,0.002,0.001,0.002,,1e-06,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
xgb,k-center,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,1.07,0.011,0.496,0.128,0.253,0.146,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
rf,k-center,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,11.086,0.247,0.5,0.002,0.001,0.002,,3e-06,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
mlp,k-center,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,1.68,0.03,0.533,0.199,0.395,0.248,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
naive_bayes,k-center,0.9,0.898,0.898,0.9,0.05,0.051,0.051,0.05,0.527,0.001,0.501,0.002,0.002,0.002,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
logreg,k-center,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.903,0.004,0.5,0.002,0.001,0.002,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
knn,k-center,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.625,0.001,0.5,0.002,0.001,0.002,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
xgb,k-center,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,1.095,0.059,0.628,0.256,0.507,0.341,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
rf,k-center,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,8.848,0.173,0.503,0.007,0.012,0.007,,2e-06,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
mlp,k-center,0.85,0.816,0.816,0.85,0.184,0.248,0.248,0.184,1.4,0.023,0.669,0.255,0.505,0.34,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011124610900878906,9.516491413116455
naive_bayes,ag,0.675,0.643,0.643,0.675,0.061,0.077,0.077,0.061,0.536,0.001,0.783,0.364,0.722,0.566,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
logreg,ag,0.825,0.812,0.812,0.825,0.127,0.147,0.147,0.127,0.952,0.018,0.801,0.447,0.883,0.792,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
knn,ag,0.825,0.812,0.812,0.825,0.127,0.147,0.147,0.127,0.668,0.001,0.763,0.463,0.914,0.844,,1e-06,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
xgb,ag,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,1.021,0.028,0.589,0.419,0.833,0.716,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
rf,ag,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,12.124,0.433,0.575,0.4,0.794,0.661,,7e-06,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
mlp,ag,0.725,0.715,0.715,0.725,0.122,0.134,0.134,0.122,1.462,0.029,0.782,0.399,0.791,0.656,,1e-06,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
naive_bayes,ag,0.65,0.605,0.605,0.65,0.166,0.203,0.203,0.166,35.436,0.001,0.577,0.143,0.282,0.166,,1e-06,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
logreg,ag,0.825,0.811,0.811,0.825,0.1,0.124,0.124,0.1,1.177,0.013,0.873,0.46,0.905,0.828,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
knn,ag,0.8,0.767,0.767,0.8,0.187,0.244,0.244,0.187,1.201,0.0,0.826,0.487,0.951,0.909,,1e-06,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
xgb,ag,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,1.367,0.022,0.875,0.521,0.982,0.967,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,10.371,0.258,0.89,0.499,0.964,0.933,,1.1e-05,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
mlp,ag,0.8,0.799,0.799,0.8,0.061,0.06,0.06,0.061,1.946,0.75,0.819,0.417,0.825,0.704,,1e-06,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0011868476867675781,1654.5291805267334
naive_bayes,lc,0.875,0.862,0.862,0.875,0.137,0.16,0.16,0.137,0.567,0.001,0.5,0.001,0.0,0.001,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
logreg,lc,0.825,0.82,0.82,0.825,0.061,0.065,0.065,0.061,0.694,0.003,0.505,0.179,0.355,0.217,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
knn,lc,0.875,0.871,0.871,0.875,0.112,0.116,0.116,0.112,0.7,0.001,0.527,0.079,0.155,0.085,,1e-06,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
xgb,lc,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,1.004,0.029,0.515,0.03,0.058,0.031,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
rf,lc,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,12.118,0.434,0.505,0.01,0.018,0.01,,6e-06,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
mlp,lc,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,1.553,0.028,0.505,0.05,0.096,0.052,,0.0,original,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
naive_bayes,lc,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.468,0.002,0.464,0.019,0.036,0.02,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.786,0.006,0.202,0.007,0.014,0.008,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
knn,lc,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,0.648,0.001,0.39,0.04,0.078,0.042,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
xgb,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,1.074,0.024,0.442,0.012,0.022,0.012,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
rf,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,11.318,0.266,0.436,0.009,0.015,0.009,,6e-06,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
mlp,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,2.069,0.052,0.305,0.025,0.049,0.026,,0.0,latent,20,5,3188.237088918686,0,2.081027624302673e-06,0.0023186206817626953,13.781821727752686
naive_bayes,random,0.725,0.71,0.71,0.725,0.166,0.175,0.175,0.166,0.567,0.001,0.78,0.362,0.717,0.561,,0.0,original,20,6,,,,,
logreg,random,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,0.59,0.005,0.773,0.491,0.959,0.924,,0.0,original,20,6,,,,,
knn,random,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,0.685,0.001,0.831,0.49,0.956,0.918,,1e-06,original,20,6,,,,,
xgb,random,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,1.031,0.029,0.807,0.485,0.949,0.905,,0.0,original,20,6,,,,,
rf,random,0.85,0.845,0.845,0.85,0.146,0.15,0.15,0.146,13.015,0.417,0.825,0.494,0.962,0.929,,8e-06,original,20,6,,,,,
mlp,random,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,1.962,0.051,0.83,0.484,0.948,0.903,,1e-06,original,20,6,,,,,
naive_bayes,k-means,0.725,0.702,0.702,0.725,0.146,0.164,0.164,0.146,0.511,0.001,0.783,0.364,0.722,0.566,,0.0,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
logreg,k-means,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,0.802,0.008,0.75,0.421,0.833,0.716,,0.0,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
knn,k-means,0.8,0.789,0.789,0.8,0.061,0.068,0.068,0.061,0.741,0.001,0.792,0.386,0.764,0.619,,1e-06,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
xgb,k-means,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.997,0.068,0.658,0.386,0.766,0.623,,0.0,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
rf,k-means,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,9.981,0.138,0.735,0.381,0.756,0.609,,2e-06,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
mlp,k-means,0.85,0.848,0.848,0.85,0.122,0.124,0.124,0.122,1.706,0.037,0.756,0.391,0.774,0.633,,1e-06,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
naive_bayes,k-means,0.8,0.793,0.793,0.8,0.1,0.104,0.104,0.1,0.523,0.001,0.784,0.478,0.939,0.888,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
logreg,k-means,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,0.75,0.005,0.895,0.495,0.959,0.924,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
knn,k-means,0.875,0.862,0.862,0.875,0.137,0.16,0.16,0.137,0.554,0.0,0.825,0.496,0.964,0.932,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
xgb,k-means,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,1.134,0.014,0.868,0.47,0.923,0.859,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
rf,k-means,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,10.114,0.446,0.899,0.506,0.971,0.946,,1.3e-05,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
mlp,k-means,0.8,0.796,0.796,0.8,0.17,0.17,0.17,0.17,1.963,0.037,0.874,0.469,0.92,0.855,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011792182922363281,30.359334230422974
naive_bayes,k-center,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,0.558,0.001,0.61,0.182,0.36,0.221,,0.0,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
logreg,k-center,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,0.865,0.004,0.5,0.001,0.0,0.001,,0.0,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
knn,k-center,0.875,0.871,0.871,0.875,0.112,0.116,0.116,0.112,0.619,0.001,0.5,0.001,0.0,0.001,,1e-06,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
xgb,k-center,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,1.058,0.031,0.503,0.007,0.011,0.007,,0.0,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
rf,k-center,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,13.807,0.497,0.501,0.003,0.004,0.003,,5e-06,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
mlp,k-center,0.85,0.848,0.848,0.85,0.05,0.049,0.049,0.05,1.823,0.018,0.525,0.326,0.649,0.482,,0.0,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
naive_bayes,k-center,0.875,0.871,0.871,0.875,0.112,0.116,0.116,0.112,0.567,0.001,0.526,0.051,0.1,0.054,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
logreg,k-center,0.875,0.874,0.874,0.875,0.079,0.079,0.079,0.079,0.854,0.007,0.5,0.002,0.001,0.002,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
knn,k-center,0.875,0.871,0.871,0.875,0.112,0.116,0.116,0.112,0.65,0.0,0.5,0.002,0.001,0.002,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
xgb,k-center,0.875,0.873,0.873,0.875,0.137,0.139,0.139,0.137,1.116,0.034,0.516,0.032,0.062,0.033,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
rf,k-center,0.85,0.848,0.848,0.85,0.122,0.124,0.124,0.122,10.41,0.434,0.518,0.036,0.069,0.037,,1.1e-05,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
mlp,k-center,0.875,0.874,0.874,0.875,0.079,0.079,0.079,0.079,1.757,0.034,0.649,0.253,0.501,0.336,,0.0,latent,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011234283447265625,9.767879486083984
naive_bayes,ag,0.675,0.63,0.63,0.675,0.1,0.155,0.155,0.1,0.576,0.001,0.783,0.364,0.722,0.566,,0.0,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011310577392578125,1216.473209619522
logreg,ag,0.7,0.693,0.693,0.7,0.1,0.1,0.1,0.1,0.679,0.002,0.676,0.473,0.934,0.879,,0.0,original,20,6,2262.4002962112427,0,2.323014056357011e-06,0.0011310577392578125,1216.473209619522
