model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
naive_bayes,random,0.65,0.627,0.627,0.65,0.2,0.213,0.213,0.2,0.517,0.002,0.795,0.389,0.77,0.628,,0.0,original,10,7,,,,,
logreg,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.598,0.004,0.797,0.491,0.959,0.924,,0.0,original,10,7,,,,,
knn,random,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,0.694,0.001,0.711,0.498,0.972,0.948,,1e-06,original,10,7,,,,,
xgb,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.116,0.023,0.755,0.369,0.732,0.579,,0.0,original,10,7,,,,,
rf,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,12.301,0.451,0.913,0.478,0.934,0.879,,8e-06,original,10,7,,,,,
mlp,random,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,1.202,0.023,0.814,0.469,0.923,0.86,,0.0,original,10,7,,,,,
naive_bayes,k-means,0.75,0.707,0.707,0.75,0.316,0.362,0.362,0.316,0.536,0.001,0.78,0.362,0.716,0.56,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
logreg,k-means,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,0.661,0.004,0.754,0.448,0.885,0.796,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
knn,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.632,0.001,0.749,0.459,0.907,0.832,,1e-06,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
xgb,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.995,0.042,0.536,0.433,0.861,0.758,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,12.597,0.434,0.704,0.423,0.838,0.723,,6e-06,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
mlp,k-means,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,1.501,0.03,0.8,0.441,0.871,0.774,,1e-06,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
naive_bayes,k-means,0.55,0.507,0.507,0.55,0.245,0.271,0.271,0.245,0.505,0.001,0.746,0.465,0.919,0.852,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
logreg,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.615,0.004,0.842,0.506,0.974,0.951,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
knn,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.649,0.0,0.87,0.506,0.972,0.948,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.121,0.041,0.581,0.415,0.825,0.703,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,10.837,0.448,0.835,0.486,0.95,0.908,,1.2e-05,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
mlp,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,1.355,0.022,0.825,0.436,0.862,0.759,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011219978332519531,15.558837890625
naive_bayes,k-center,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,0.473,0.001,0.501,0.004,0.004,0.004,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
logreg,k-center,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.809,0.007,0.5,0.001,0.0,0.001,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
knn,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.643,0.001,0.5,0.001,0.0,0.001,,1e-06,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
xgb,k-center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.087,0.036,0.608,0.438,0.869,0.771,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
rf,k-center,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,9.351,0.24,0.5,0.002,0.001,0.002,,2e-06,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
mlp,k-center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,1.094,0.016,0.342,0.15,0.298,0.176,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
naive_bayes,k-center,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,0.518,0.002,0.504,0.01,0.018,0.01,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
logreg,k-center,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,0.795,0.008,0.5,0.001,0.0,0.001,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
knn,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.626,0.0,0.5,0.001,0.0,0.001,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
xgb,k-center,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.019,0.043,0.723,0.392,0.778,0.638,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
rf,k-center,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,8.766,0.141,0.503,0.007,0.011,0.007,,2e-06,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
mlp,k-center,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,1.31,0.023,0.771,0.407,0.807,0.678,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0011086463928222656,5.059850454330444
naive_bayes,ag,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,0.506,0.001,0.78,0.362,0.716,0.56,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
logreg,ag,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,0.751,0.01,0.745,0.458,0.905,0.829,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
knn,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.669,0.001,0.734,0.47,0.928,0.868,,1e-06,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.048,0.03,0.466,0.404,0.806,0.676,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,11.051,0.395,0.562,0.443,0.88,0.788,,6e-06,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
mlp,ag,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,1.369,0.033,0.772,0.435,0.861,0.758,,1e-06,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
naive_bayes,ag,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,35.519,0.001,0.819,0.5,0.969,0.943,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
logreg,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.116,0.008,0.895,0.514,0.978,0.959,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.217,0.0,0.852,0.517,0.981,0.965,,1e-06,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.356,0.046,0.773,0.5,0.971,0.947,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,11.495,0.382,0.857,0.525,0.985,0.972,,9e-06,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
mlp,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,1.449,0.017,0.862,0.476,0.933,0.876,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.0013117790222167969,1123.3583111763
naive_bayes,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.513,0.001,0.498,0.499,0.995,0.993,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
logreg,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.712,0.002,0.496,0.496,0.989,0.981,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
knn,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.673,0.001,0.494,0.494,0.985,0.973,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.097,0.063,0.49,0.491,0.979,0.961,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
rf,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,8.865,0.186,0.527,0.486,0.966,0.937,,2e-06,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.606,0.031,0.585,0.482,0.955,0.916,,0.0,original,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
naive_bayes,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.483,0.001,0.506,0.414,0.825,0.704,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
logreg,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.686,0.003,0.524,0.509,0.996,0.994,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
knn,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.551,0.0,0.521,0.511,0.996,0.995,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
xgb,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.098,0.023,0.514,0.489,0.973,0.95,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,9.984,0.451,0.511,0.497,0.988,0.979,,6e-06,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.501,0.036,0.478,0.474,0.945,0.899,,0.0,latent,10,7,4914.652294874191,0,2.1532153490398725e-06,0.00139617919921875,13.391074419021606
naive_bayes,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.51,0.001,0.791,0.379,0.75,0.601,,0.0,original,10,8,,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.731,0.003,0.82,0.459,0.905,0.828,,0.0,original,10,8,,,,,
knn,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.641,0.001,0.774,0.488,0.955,0.916,,1e-06,original,10,8,,,,,
xgb,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.07,0.029,0.806,0.439,0.868,0.77,,0.0,original,10,8,,,,,
rf,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,11.258,0.319,0.885,0.453,0.892,0.807,,5e-06,original,10,8,,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.579,0.033,0.82,0.442,0.873,0.777,,0.0,original,10,8,,,,,
naive_bayes,k-means,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,0.526,0.001,0.78,0.361,0.716,0.56,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
logreg,k-means,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,0.689,0.005,0.723,0.418,0.828,0.708,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
knn,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.685,0.0,0.755,0.465,0.917,0.849,,1e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.117,0.039,0.744,0.438,0.866,0.766,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
rf,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,11.207,0.359,0.771,0.44,0.871,0.773,,4e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
mlp,k-means,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,1.589,0.035,0.771,0.406,0.804,0.674,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
naive_bayes,k-means,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,0.451,0.001,0.795,0.382,0.757,0.611,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
logreg,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.692,0.005,0.803,0.507,0.976,0.956,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
knn,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.63,0.001,0.803,0.413,0.818,0.693,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.109,0.041,0.82,0.45,0.889,0.802,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,8.815,0.267,0.821,0.487,0.952,0.91,,7e-06,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
mlp,k-means,0.75,0.747,0.747,0.75,0.224,0.224,0.224,0.224,1.371,0.018,0.807,0.388,0.768,0.625,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0011239051818847656,13.77325701713562
naive_bayes,k-center,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.524,0.001,0.61,0.182,0.36,0.221,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
logreg,k-center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.81,0.009,0.5,0.002,0.001,0.002,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
knn,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.697,0.001,0.5,0.002,0.001,0.002,,1e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
xgb,k-center,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,1.133,0.033,0.569,0.414,0.824,0.702,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
rf,k-center,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,10.726,0.4,0.501,0.007,0.01,0.007,,3e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
mlp,k-center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,1.332,0.015,0.374,0.025,0.047,0.025,,1e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
naive_bayes,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.524,0.002,0.803,0.429,0.849,0.74,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
logreg,k-center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.822,0.013,0.5,0.001,0.0,0.001,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
knn,k-center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.665,0.001,0.5,0.001,0.0,0.001,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
xgb,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,1.087,0.029,0.707,0.322,0.638,0.47,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
rf,k-center,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,11.082,0.272,0.503,0.007,0.011,0.007,,3e-06,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
mlp,k-center,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,1.385,0.022,0.752,0.418,0.828,0.708,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.001161813735961914,4.986623287200928
naive_bayes,ag,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,0.549,0.001,0.783,0.364,0.722,0.566,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
logreg,ag,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,0.64,0.004,0.694,0.446,0.883,0.792,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
knn,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.695,0.001,0.758,0.426,0.844,0.732,,1e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.085,0.035,0.539,0.459,0.912,0.84,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,8.964,0.194,0.663,0.439,0.872,0.774,,3e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
mlp,ag,0.6,0.52,0.52,0.6,0.255,0.299,0.299,0.255,1.363,0.015,0.744,0.425,0.843,0.73,,1e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
naive_bayes,ag,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,35.041,0.001,0.837,0.474,0.931,0.874,,1e-06,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
logreg,ag,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,1.147,0.006,0.785,0.515,0.983,0.968,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
knn,ag,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,1.244,0.001,0.796,0.455,0.897,0.816,,1e-06,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
xgb,ag,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,1.214,0.04,0.825,0.439,0.867,0.768,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
rf,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,10.375,0.175,0.849,0.487,0.951,0.909,,4e-06,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
mlp,ag,0.65,0.547,0.547,0.65,0.2,0.275,0.275,0.2,1.473,0.792,0.846,0.472,0.927,0.866,,1e-06,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.0014781951904296875,1658.8779349327087
naive_bayes,lc,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.509,0.001,0.507,0.02,0.038,0.021,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.65,0.004,0.5,0.001,0.0,0.001,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.658,0.001,0.51,0.024,0.045,0.024,,1e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
xgb,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.017,0.038,0.62,0.3,0.595,0.425,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
rf,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,10.481,0.288,0.589,0.332,0.66,0.494,,3e-06,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.423,0.03,0.504,0.033,0.063,0.034,,0.0,original,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
naive_bayes,lc,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.514,0.002,0.848,0.451,0.89,0.804,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.634,0.005,0.538,0.071,0.14,0.076,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.609,0.0,0.542,0.078,0.153,0.084,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
xgb,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.031,0.038,0.763,0.459,0.905,0.829,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
rf,lc,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,8.786,0.28,0.786,0.479,0.94,0.89,,3e-06,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.45,0.023,0.652,0.235,0.465,0.305,,0.0,latent,10,8,2234.3895835876465,0,1.9714230550221234e-06,0.010705232620239258,12.753161191940308
naive_bayes,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,0.451,0.001,0.793,0.381,0.754,0.607,,0.0,original,10,9,,,,,
logreg,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.607,0.003,0.813,0.464,0.914,0.843,,0.0,original,10,9,,,,,
knn,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.695,0.001,0.823,0.472,0.929,0.869,,1e-06,original,10,9,,,,,
xgb,random,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,1.037,0.067,0.772,0.41,0.812,0.686,,0.0,original,10,9,,,,,
rf,random,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,9.094,0.099,0.897,0.493,0.958,0.921,,1e-06,original,10,9,,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.407,0.026,0.849,0.47,0.923,0.859,,1e-06,original,10,9,,,,,
naive_bayes,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,0.499,0.001,0.78,0.362,0.716,0.56,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
logreg,k-means,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,0.676,0.004,0.702,0.414,0.82,0.697,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
knn,k-means,0.8,0.8,0.8,0.8,0.245,0.245,0.245,0.245,0.639,0.001,0.738,0.42,0.832,0.714,,1e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.054,0.019,0.551,0.377,0.749,0.6,,0.0,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.211,0.666,0.417,0.828,0.709,,3e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
mlp,k-means,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,1.598,0.043,0.797,0.399,0.79,0.655,,1e-06,original,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
naive_bayes,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,0.535,0.001,0.756,0.387,0.766,0.623,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
logreg,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,0.657,0.004,0.78,0.516,0.983,0.97,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
knn,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,0.618,0.0,0.85,0.463,0.912,0.84,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.135,0.032,0.817,0.479,0.939,0.887,,0.0,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,10.863,0.431,0.833,0.497,0.965,0.935,,7e-06,latent,10,9,2757.154499053955,0,2.160382489589786e-06,0.0011708736419677734,20.521379947662354
