model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
rf,k-means,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,20.589,0.26,0.826,0.8,0.891,0.886,0.883,1.3e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0018312931060791016,1.7594382762908936
svc,k-means,0.917,0.916,0.916,0.917,0.053,0.053,0.053,0.053,5.559,0.003,0.808,0.755,0.859,0.848,0.875,7e-06,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0018312931060791016,1.7594382762908936
logreg,k-means,0.9,0.896,0.896,0.9,0.082,0.088,0.088,0.082,5.643,0.011,0.811,0.783,0.881,0.876,0.896,1e-06,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0018312931060791016,1.7594382762908936
mlp,k-means,0.8,0.797,0.797,0.8,0.113,0.116,0.116,0.113,9.197,0.149,0.795,0.732,0.842,0.826,0.869,8.3e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0018312931060791016,1.7594382762908936
naive_bayes,k-means,0.85,0.846,0.846,0.85,0.097,0.101,0.101,0.097,9.566,0.002,0.767,0.636,0.747,0.707,0.814,2e-06,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0018312931060791016,1.7594382762908936
knn,k-means,0.8,0.796,0.796,0.8,0.085,0.087,0.087,0.085,6.927,0.001,0.752,0.709,0.833,0.82,0.833,1.3e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0018312931060791016,1.7594382762908936
xgb,k-center,0.733,0.73,0.73,0.733,0.122,0.128,0.128,0.122,9.76,2.769,0.676,0.551,0.668,0.615,0.815,2.5e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
rf,k-center,0.667,0.655,0.655,0.667,0.118,0.124,0.124,0.118,24.571,0.289,0.741,0.628,0.746,0.707,0.841,1.8e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
svc,k-center,0.583,0.501,0.501,0.583,0.075,0.141,0.141,0.075,9.527,0.004,0.495,0.134,0.043,0.154,0.405,8e-06,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
logreg,k-center,0.617,0.586,0.586,0.617,0.155,0.19,0.19,0.155,6.199,0.104,0.482,0.154,0.082,0.167,0.645,0.0,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
mlp,k-center,0.467,0.453,0.453,0.467,0.18,0.185,0.185,0.18,11.201,0.031,0.561,0.322,0.341,0.323,0.629,7.6e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
naive_bayes,k-center,0.433,0.415,0.415,0.433,0.122,0.127,0.127,0.122,3.746,0.002,0.552,0.369,0.426,0.38,0.615,2e-06,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
knn,k-center,0.617,0.58,0.58,0.617,0.155,0.189,0.189,0.155,6.922,0.001,0.598,0.372,0.413,0.378,0.719,2.8e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
xgb,k-center,0.75,0.749,0.749,0.75,0.118,0.119,0.119,0.118,12.671,8.017,0.677,0.563,0.685,0.635,0.788,5.5e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
rf,k-center,0.7,0.699,0.699,0.7,0.155,0.156,0.156,0.155,15.024,0.254,0.689,0.528,0.628,0.573,0.804,1.6e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
svc,k-center,0.567,0.469,0.469,0.567,0.062,0.118,0.118,0.062,4.033,0.004,0.495,0.134,0.043,0.154,0.338,1.2e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
logreg,k-center,0.55,0.511,0.511,0.55,0.125,0.16,0.16,0.125,8.048,0.007,0.492,0.161,0.091,0.174,0.677,1e-06,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
mlp,k-center,0.467,0.454,0.454,0.467,0.163,0.167,0.167,0.163,5.296,0.15,0.587,0.402,0.467,0.417,0.689,7.1e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
naive_bayes,k-center,0.583,0.568,0.568,0.583,0.183,0.193,0.193,0.183,3.579,0.001,0.604,0.385,0.432,0.393,0.726,2e-06,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
knn,k-center,0.55,0.519,0.519,0.55,0.145,0.174,0.174,0.145,4.828,0.001,0.558,0.29,0.288,0.29,0.624,0.000129,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.013991355895996094,0.27483606338500977
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.669,2.011,0.815,0.796,0.89,0.886,0.853,2.9e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
rf,ag,0.933,0.933,0.933,0.933,0.033,0.034,0.034,0.033,20.433,0.36,0.758,0.738,0.857,0.852,0.856,2.4e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
svc,ag,0.867,0.862,0.862,0.867,0.085,0.09,0.09,0.085,3.394,0.003,0.822,0.777,0.874,0.865,0.9,6e-06,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
logreg,ag,0.85,0.847,0.847,0.85,0.111,0.114,0.114,0.111,4.236,0.121,0.804,0.758,0.862,0.852,0.884,0.0,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
mlp,ag,0.833,0.83,0.83,0.833,0.091,0.095,0.095,0.091,7.492,0.133,0.808,0.742,0.848,0.834,0.882,6.8e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
naive_bayes,ag,0.617,0.586,0.586,0.617,0.067,0.083,0.083,0.067,3.354,0.001,0.619,0.479,0.582,0.521,0.631,2e-06,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
knn,ag,0.85,0.848,0.848,0.85,0.122,0.125,0.125,0.122,9.75,0.001,0.794,0.728,0.839,0.822,0.875,0.00013,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.793,5.308,0.831,0.791,0.883,0.877,0.875,1.9e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
rf,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,22.061,0.404,0.815,0.793,0.887,0.883,0.888,1.7e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
svc,ag,0.9,0.898,0.898,0.9,0.082,0.083,0.083,0.082,6.231,0.004,0.817,0.76,0.861,0.85,0.897,1e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
logreg,ag,0.9,0.899,0.899,0.9,0.062,0.063,0.063,0.062,8.715,0.114,0.784,0.745,0.857,0.848,0.896,1e-06,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
mlp,ag,0.767,0.761,0.761,0.767,0.082,0.085,0.085,0.082,9.869,2.977,0.773,0.714,0.831,0.815,0.864,0.00014,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
naive_bayes,ag,0.733,0.716,0.716,0.733,0.122,0.145,0.145,0.122,6.989,0.001,0.774,0.624,0.729,0.686,0.844,2e-06,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
knn,ag,0.8,0.798,0.798,0.8,0.067,0.067,0.067,0.067,7.645,0.001,0.753,0.688,0.812,0.792,0.833,4.2e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0016467571258544922,6.734553098678589
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.962,2.021,0.178,0.108,0.122,0.109,0.102,2e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
rf,lc,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,18.535,0.219,0.256,0.151,0.166,0.152,0.149,1.5e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.324,0.002,0.207,0.154,0.197,0.159,0.125,3e-06,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
logreg,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,6.484,0.128,0.194,0.144,0.183,0.148,0.125,0.0,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.132,0.056,0.256,0.227,0.315,0.248,0.191,5.9e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
naive_bayes,lc,0.917,0.915,0.915,0.917,0.075,0.077,0.077,0.075,7.345,0.001,0.372,0.368,0.539,0.466,0.369,1e-06,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.53,0.001,0.274,0.192,0.234,0.196,0.179,2.9e-05,original,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.362,2.04,0.184,0.114,0.131,0.115,0.146,1.9e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.633,0.208,0.186,0.108,0.118,0.109,0.104,1.1e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.533,0.003,0.249,0.208,0.28,0.221,0.171,1e-05,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.355,0.006,0.242,0.194,0.255,0.204,0.157,1e-06,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.123,0.137,0.266,0.237,0.33,0.261,0.191,0.000142,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
naive_bayes,lc,0.967,0.966,0.966,0.967,0.067,0.069,0.069,0.067,5.031,0.002,0.258,0.283,0.442,0.357,0.227,2e-06,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
knn,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,9.39,0.001,0.324,0.276,0.372,0.303,0.267,0.000132,latent,30,5,1754.0809109210968,0,8.383430617773244e-07,0.0020787715911865234,17.689829349517822
xgb,random,0.917,0.916,0.916,0.917,0.091,0.092,0.092,0.091,5.533,7.488,0.836,0.743,0.842,0.823,0.875,2.1e-05,original,30,6,,,,,
rf,random,0.85,0.848,0.848,0.85,0.062,0.063,0.063,0.062,18.597,0.342,0.785,0.682,0.795,0.766,0.854,4.6e-05,original,30,6,,,,,
svc,random,0.817,0.812,0.812,0.817,0.062,0.066,0.066,0.062,8.943,0.004,0.756,0.635,0.75,0.71,0.836,1.4e-05,original,30,6,,,,,
logreg,random,0.783,0.779,0.779,0.783,0.067,0.068,0.068,0.067,6.06,0.005,0.789,0.71,0.823,0.802,0.854,1e-06,original,30,6,,,,,
mlp,random,0.733,0.724,0.724,0.733,0.062,0.072,0.072,0.062,9.616,0.04,0.728,0.623,0.745,0.706,0.814,4.5e-05,original,30,6,,,,,
naive_bayes,random,0.567,0.553,0.553,0.567,0.097,0.109,0.109,0.097,5.587,0.001,0.694,0.577,0.698,0.65,0.703,2e-06,original,30,6,,,,,
knn,random,0.783,0.778,0.778,0.783,0.085,0.089,0.089,0.085,8.304,0.001,0.718,0.629,0.758,0.723,0.772,0.000131,original,30,6,,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.881,1.976,0.815,0.796,0.89,0.886,0.834,2e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
rf,k-means,0.9,0.899,0.899,0.9,0.082,0.082,0.082,0.082,19.883,0.496,0.799,0.748,0.856,0.844,0.879,3.9e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
svc,k-means,0.867,0.865,0.865,0.867,0.113,0.113,0.113,0.113,6.881,0.003,0.793,0.706,0.818,0.795,0.885,6e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
logreg,k-means,0.917,0.916,0.916,0.917,0.0,0.0,0.0,0.0,7.468,0.011,0.822,0.803,0.894,0.891,0.886,0.0,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
mlp,k-means,0.717,0.71,0.71,0.717,0.135,0.139,0.139,0.135,10.45,0.039,0.789,0.688,0.8,0.773,0.865,5.6e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
naive_bayes,k-means,0.55,0.518,0.518,0.55,0.041,0.067,0.067,0.041,9.487,0.002,0.724,0.695,0.829,0.819,0.796,1e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
knn,k-means,0.783,0.782,0.782,0.783,0.113,0.114,0.114,0.113,7.858,0.001,0.782,0.704,0.819,0.797,0.86,0.000132,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
xgb,k-means,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,5.911,11.387,0.821,0.797,0.89,0.886,0.834,2.2e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
rf,k-means,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,15.891,0.466,0.818,0.798,0.891,0.887,0.898,3.6e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
svc,k-means,0.883,0.883,0.883,0.883,0.085,0.085,0.085,0.085,9.211,0.003,0.79,0.717,0.83,0.811,0.887,7e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
logreg,k-means,0.917,0.916,0.916,0.917,0.091,0.092,0.092,0.091,5.272,0.114,0.807,0.763,0.866,0.857,0.898,1e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
mlp,k-means,0.667,0.655,0.655,0.667,0.091,0.091,0.091,0.091,8.763,0.159,0.773,0.706,0.823,0.805,0.862,0.000138,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
naive_bayes,k-means,0.7,0.687,0.687,0.7,0.113,0.114,0.114,0.113,8.95,0.001,0.752,0.581,0.681,0.631,0.799,2e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
knn,k-means,0.717,0.715,0.715,0.717,0.155,0.155,0.155,0.155,10.517,0.001,0.778,0.742,0.855,0.846,0.853,1e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015282630920410156,1.5414106845855713
xgb,k-center,0.633,0.626,0.626,0.633,0.125,0.13,0.13,0.125,4.052,3.365,0.783,0.676,0.789,0.759,0.834,2.4e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
rf,k-center,0.6,0.591,0.591,0.6,0.097,0.101,0.101,0.097,19.496,0.256,0.76,0.615,0.723,0.678,0.87,1.6e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
svc,k-center,0.583,0.542,0.542,0.583,0.091,0.103,0.103,0.091,7.152,0.004,0.496,0.135,0.044,0.155,0.378,8e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
logreg,k-center,0.6,0.589,0.589,0.6,0.062,0.067,0.067,0.062,11.383,0.104,0.482,0.16,0.091,0.171,0.626,1e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
mlp,k-center,0.517,0.499,0.499,0.517,0.097,0.095,0.095,0.097,8.964,0.033,0.565,0.348,0.384,0.352,0.663,3.5e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
naive_bayes,k-center,0.45,0.435,0.435,0.45,0.113,0.115,0.115,0.113,3.637,0.001,0.548,0.324,0.35,0.326,0.576,2e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
knn,k-center,0.617,0.597,0.597,0.617,0.125,0.134,0.134,0.125,9.921,0.001,0.532,0.273,0.27,0.273,0.509,0.000131,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
xgb,k-center,0.65,0.642,0.642,0.65,0.033,0.031,0.031,0.033,6.599,13.636,0.787,0.708,0.821,0.8,0.847,1.7e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
rf,k-center,0.667,0.662,0.662,0.667,0.053,0.053,0.053,0.053,30.944,0.365,0.831,0.78,0.875,0.865,0.883,2.4e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
svc,k-center,0.6,0.567,0.567,0.6,0.097,0.104,0.104,0.097,10.661,0.003,0.488,0.134,0.046,0.153,0.332,1.6e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
logreg,k-center,0.583,0.577,0.577,0.583,0.105,0.11,0.11,0.105,7.25,0.118,0.483,0.157,0.087,0.17,0.632,1e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
mlp,k-center,0.45,0.44,0.44,0.45,0.113,0.108,0.108,0.113,6.399,0.131,0.562,0.355,0.398,0.361,0.63,6.3e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
naive_bayes,k-center,0.6,0.59,0.59,0.6,0.082,0.086,0.086,0.082,9.022,0.002,0.556,0.278,0.269,0.278,0.732,2e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
knn,k-center,0.567,0.559,0.559,0.567,0.133,0.134,0.134,0.133,8.553,0.001,0.61,0.407,0.467,0.42,0.686,1e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015060901641845703,0.09065461158752441
xgb,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,8.436,2.158,0.812,0.801,0.894,0.892,0.883,2.3e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
rf,ag,0.9,0.899,0.899,0.9,0.062,0.063,0.063,0.062,24.81,0.44,0.768,0.703,0.822,0.803,0.867,2.8e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
svc,ag,0.9,0.899,0.899,0.9,0.082,0.082,0.082,0.082,7.722,0.003,0.822,0.778,0.874,0.866,0.898,4e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
logreg,ag,0.9,0.899,0.899,0.9,0.062,0.063,0.063,0.062,9.086,0.119,0.81,0.789,0.885,0.882,0.894,1e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
mlp,ag,0.7,0.696,0.696,0.7,0.067,0.068,0.068,0.067,6.248,0.138,0.821,0.748,0.85,0.835,0.895,0.0001,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
naive_bayes,ag,0.5,0.49,0.49,0.5,0.236,0.236,0.236,0.236,6.12,0.001,0.717,0.553,0.654,0.601,0.771,2e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
knn,ag,0.717,0.699,0.699,0.717,0.041,0.049,0.049,0.041,6.829,0.001,0.78,0.7,0.816,0.794,0.868,0.000129,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
xgb,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,5.613,2.032,0.813,0.795,0.89,0.886,0.833,2.2e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
rf,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,27.587,0.274,0.825,0.802,0.893,0.889,0.892,1.4e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
svc,ag,0.933,0.933,0.933,0.933,0.062,0.062,0.062,0.062,5.336,0.004,0.794,0.733,0.843,0.829,0.881,9e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
logreg,ag,0.933,0.933,0.933,0.933,0.062,0.062,0.062,0.062,3.654,0.125,0.785,0.739,0.851,0.839,0.875,1e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
mlp,ag,0.783,0.78,0.78,0.783,0.155,0.157,0.157,0.155,8.095,6.485,0.767,0.696,0.815,0.794,0.853,9.2e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
naive_bayes,ag,0.7,0.661,0.661,0.7,0.113,0.173,0.173,0.113,8.086,0.001,0.826,0.716,0.818,0.793,0.871,2e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
knn,ag,0.767,0.746,0.746,0.767,0.143,0.168,0.168,0.143,10.2,0.001,0.749,0.736,0.858,0.854,0.85,3.7e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.0015261173248291016,5.708942413330078
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.221,2.343,0.226,0.096,0.077,0.097,0.108,1.9e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.407,0.454,0.226,0.179,0.236,0.187,0.14,3.5e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.509,0.002,0.207,0.154,0.197,0.159,0.126,4e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.499,0.115,0.196,0.141,0.176,0.144,0.126,1e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.952,0.049,0.247,0.198,0.261,0.208,0.183,5.2e-05,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
naive_bayes,lc,0.833,0.831,0.831,0.833,0.105,0.105,0.105,0.105,9.429,0.002,0.343,0.309,0.429,0.353,0.343,2e-06,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.535,0.001,0.23,0.155,0.186,0.157,0.162,0.000136,original,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.094,5.218,0.167,0.122,0.154,0.124,0.144,2.1e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.455,0.477,0.193,0.101,0.102,0.101,0.103,3.2e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.022,0.003,0.256,0.18,0.221,0.184,0.159,1.1e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.223,0.091,0.236,0.187,0.246,0.196,0.158,1e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,10.631,0.151,0.259,0.229,0.318,0.251,0.199,0.00013,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
naive_bayes,lc,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,7.115,0.001,0.234,0.261,0.409,0.324,0.18,2e-06,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
knn,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,8.59,0.001,0.274,0.224,0.298,0.238,0.224,1.8e-05,latent,30,6,2174.042634010315,0,8.832466240303896e-07,0.001669168472290039,14.031211376190186
xgb,random,0.85,0.849,0.849,0.85,0.082,0.082,0.082,0.082,10.775,2.451,0.82,0.762,0.862,0.851,0.87,1.8e-05,original,30,7,,,,,
rf,random,0.817,0.81,0.81,0.817,0.143,0.152,0.152,0.143,24.394,0.47,0.783,0.69,0.804,0.778,0.843,4.8e-05,original,30,7,,,,,
svc,random,0.733,0.73,0.73,0.733,0.207,0.21,0.21,0.207,7.979,0.004,0.663,0.581,0.719,0.676,0.717,7e-06,original,30,7,,,,,
logreg,random,0.75,0.743,0.743,0.75,0.217,0.223,0.223,0.217,8.029,0.006,0.754,0.658,0.778,0.747,0.827,1e-06,original,30,7,,,,,
mlp,random,0.733,0.731,0.731,0.733,0.249,0.251,0.251,0.249,10.777,0.022,0.731,0.645,0.772,0.74,0.811,2.9e-05,original,30,7,,,,,
naive_bayes,random,0.567,0.547,0.547,0.567,0.213,0.232,0.232,0.213,9.055,0.001,0.624,0.588,0.752,0.725,0.651,1e-06,original,30,7,,,,,
knn,random,0.733,0.729,0.729,0.733,0.143,0.147,0.147,0.143,7.819,0.001,0.746,0.653,0.775,0.744,0.811,0.000134,original,30,7,,,,,
xgb,k-means,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,9.443,7.387,0.821,0.805,0.895,0.893,0.886,3.2e-05,original,30,7,228.9174075126648,0,8.585604072702116e-07,0.0014929771423339844,1.3861181735992432
