model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
xgb,Full-data,0.778,0.798,0.898,0.902,0.008,0.007,0.003,0.003,26.466,19.087,0.769,0.795,0.898,0.903,0.93,3.4e-05,original,,,,,,,
rf,Full-data,0.854,0.784,0.873,0.862,0.008,0.005,0.003,0.004,126.852,4.384,0.864,0.789,0.876,0.864,0.918,6.1e-05,original,,,,,,,
svc,Full-data,0.744,0.77,0.885,0.892,0.005,0.006,0.003,0.003,918.595,38.88,0.771,0.795,0.897,0.902,0.885,0.00026,original,,,,,,,
logreg,Full-data,0.677,0.717,0.866,0.882,0.006,0.005,0.002,0.002,16.368,9.247,0.702,0.746,0.88,0.894,0.902,1e-06,original,,,,,,,
mlp,Full-data,0.761,0.782,0.89,0.895,0.015,0.01,0.004,0.003,124.227,170.842,0.762,0.781,0.89,0.894,0.913,3.7e-05,original,,,,,,,
naive_bayes,Full-data,0.568,0.281,0.269,0.281,0.008,0.015,0.023,0.014,9.223,0.02,0.567,0.285,0.277,0.285,0.754,2e-06,original,,,,,,,
knn,Full-data,0.674,0.701,0.854,0.866,0.013,0.014,0.007,0.006,27.642,0.003,0.686,0.713,0.86,0.87,0.782,0.000211,original,,,,,,,
xgb,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,20.098,0.231,0.755,0.679,0.802,0.778,0.824,2.2e-05,original,10,5,,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,23.102,0.468,0.737,0.645,0.769,0.736,0.832,3.6e-05,original,10,5,,,,,
svc,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.82,0.002,0.761,0.626,0.736,0.694,0.49,3e-06,original,10,5,,,,,
logreg,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,3.524,0.006,0.716,0.633,0.763,0.73,0.796,0.0,original,10,5,,,,,
mlp,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.352,0.037,0.755,0.616,0.727,0.683,0.842,9.8e-05,original,10,5,,,,,
naive_bayes,random,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,6.804,0.001,0.705,0.57,0.683,0.632,0.707,1e-06,original,10,5,,,,,
knn,random,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,8.43,0.001,0.72,0.681,0.817,0.802,0.776,0.000124,original,10,5,,,,,
xgb,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,6.024,0.271,0.821,0.81,0.899,0.897,0.882,1.9e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
rf,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,18.927,0.346,0.714,0.654,0.79,0.766,0.799,1.7e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
svc,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.547,0.002,0.834,0.787,0.88,0.872,0.908,3e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
logreg,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.407,0.007,0.803,0.792,0.889,0.887,0.891,0.0,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
mlp,k-means,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,8.823,0.036,0.808,0.736,0.843,0.826,0.884,0.000103,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
naive_bayes,k-means,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,5.39,0.001,0.651,0.478,0.565,0.509,0.668,1e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
knn,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,9.162,0.001,0.803,0.714,0.822,0.8,0.857,0.00012,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
xgb,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,9.245,0.157,0.833,0.791,0.883,0.876,0.846,1.7e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
rf,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,18.209,0.362,0.818,0.775,0.873,0.865,0.88,1.8e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
svc,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.703,0.002,0.831,0.784,0.878,0.869,0.903,4e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
logreg,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,3.507,0.009,0.83,0.789,0.882,0.875,0.897,1e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
mlp,k-means,0.55,0.507,0.507,0.55,0.245,0.271,0.271,0.245,6.575,0.048,0.746,0.67,0.795,0.77,0.825,5.7e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
naive_bayes,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,3.326,0.001,0.627,0.392,0.435,0.398,0.631,2e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
knn,k-means,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,8.969,0.001,0.771,0.728,0.845,0.834,0.831,2.4e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0020554065704345703,0.4008972644805908
xgb,k-center,0.65,0.64,0.64,0.65,0.3,0.314,0.314,0.3,6.15,0.141,0.466,0.188,0.145,0.192,0.438,2e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
rf,k-center,0.55,0.54,0.54,0.55,0.292,0.285,0.285,0.292,20.464,0.398,0.564,0.34,0.371,0.343,0.722,2.6e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
svc,k-center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,5.976,0.002,0.5,0.135,0.043,0.156,0.502,3e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
logreg,k-center,0.5,0.487,0.487,0.5,0.158,0.169,0.169,0.158,5.92,0.007,0.491,0.135,0.046,0.154,0.443,1e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
mlp,k-center,0.35,0.34,0.34,0.35,0.2,0.206,0.206,0.2,9.495,3.236,0.58,0.445,0.544,0.482,0.617,6.4e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
naive_bayes,k-center,0.5,0.487,0.487,0.5,0.158,0.169,0.169,0.158,7.067,0.002,0.556,0.48,0.618,0.557,0.536,1e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
knn,k-center,0.55,0.54,0.54,0.55,0.245,0.258,0.258,0.245,4.649,0.001,0.381,0.122,0.061,0.131,0.382,0.000106,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
xgb,k-center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,3.948,0.271,0.562,0.412,0.496,0.437,0.58,1.9e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
rf,k-center,0.45,0.427,0.427,0.45,0.187,0.204,0.204,0.187,18.579,0.358,0.481,0.172,0.113,0.181,0.565,2.1e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
svc,k-center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,5.374,0.002,0.5,0.135,0.043,0.156,0.473,5e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
logreg,k-center,0.5,0.487,0.487,0.5,0.158,0.169,0.169,0.158,5.632,0.006,0.49,0.137,0.05,0.156,0.467,1e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
mlp,k-center,0.3,0.267,0.267,0.3,0.245,0.246,0.246,0.245,6.871,0.043,0.573,0.533,0.702,0.661,0.619,6.4e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
naive_bayes,k-center,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,3.45,0.001,0.618,0.432,0.505,0.452,0.637,2e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
knn,k-center,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,4.932,0.001,0.491,0.16,0.089,0.173,0.482,3.2e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.002397775650024414,0.053624629974365234
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.13,0.036,0.822,0.804,0.894,0.891,0.88,1.5e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
rf,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,16.047,0.322,0.734,0.662,0.79,0.764,0.812,1.6e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
svc,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.278,0.002,0.824,0.754,0.855,0.84,0.909,2e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
logreg,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.593,0.006,0.813,0.773,0.872,0.865,0.897,1e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
mlp,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.468,0.036,0.759,0.631,0.744,0.704,0.872,9.9e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
naive_bayes,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,3.121,0.001,0.659,0.558,0.687,0.637,0.674,2e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.113,0.001,0.787,0.721,0.834,0.817,0.849,0.000107,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.448,0.069,0.835,0.8,0.89,0.884,0.87,1.7e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,18.687,0.302,0.818,0.755,0.857,0.843,0.881,1.9e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
svc,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,8.832,0.002,0.836,0.774,0.869,0.857,0.898,4e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
logreg,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.399,0.009,0.822,0.777,0.874,0.865,0.895,1e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
mlp,ag,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,5.191,1.273,0.757,0.69,0.812,0.792,0.837,0.000111,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
naive_bayes,ag,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,4.501,0.001,0.655,0.445,0.51,0.461,0.661,2e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.718,0.001,0.722,0.702,0.837,0.83,0.826,3.4e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0019137859344482422,6.436083078384399
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.679,0.067,0.348,0.357,0.539,0.466,0.239,1.8e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.31,0.283,0.291,0.208,0.257,0.214,0.193,1.7e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.217,0.002,0.236,0.157,0.188,0.16,0.143,3e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.759,0.006,0.261,0.12,0.105,0.12,0.133,1e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.159,1.061,0.257,0.249,0.363,0.285,0.176,8.4e-05,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
naive_bayes,lc,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,3.127,0.001,0.383,0.394,0.602,0.543,0.384,1e-06,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.724,0.001,0.234,0.168,0.209,0.172,0.162,0.000102,original,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
xgb,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.919,0.067,0.314,0.299,0.429,0.35,0.261,1.9e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.952,0.329,0.247,0.225,0.316,0.247,0.152,1.8e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.152,0.002,0.256,0.227,0.315,0.248,0.188,5e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.661,0.006,0.26,0.182,0.223,0.187,0.164,1e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.495,0.061,0.278,0.263,0.377,0.3,0.227,5.4e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
naive_bayes,lc,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,8.639,0.001,0.241,0.277,0.447,0.361,0.224,2e-06,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.84,0.001,0.281,0.243,0.332,0.265,0.215,5e-05,latent,10,5,1754.0809109210968,0,8.383430617773244e-07,0.0015172958374023438,11.832528591156006
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.879,0.101,0.835,0.792,0.883,0.876,0.873,1.5e-05,original,10,6,,,,,
rf,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,17.611,0.527,0.757,0.677,0.798,0.773,0.83,2.7e-05,original,10,6,,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.716,0.002,0.76,0.667,0.787,0.758,0.824,2e-06,original,10,6,,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,8.131,0.005,0.779,0.691,0.807,0.782,0.845,0.0,original,10,6,,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.74,0.036,0.746,0.651,0.774,0.741,0.813,3.1e-05,original,10,6,,,,,
naive_bayes,random,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,6.489,0.001,0.773,0.625,0.731,0.688,0.77,1e-06,original,10,6,,,,,
knn,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,5.644,0.001,0.689,0.647,0.793,0.774,0.769,0.000106,original,10,6,,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.851,0.35,0.827,0.811,0.899,0.896,0.885,1.8e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,14.501,0.17,0.738,0.65,0.776,0.745,0.82,9e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
svc,k-means,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,4.634,0.002,0.831,0.784,0.878,0.869,0.902,2e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
logreg,k-means,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,7.65,0.009,0.817,0.791,0.886,0.882,0.897,1e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
mlp,k-means,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,8.504,0.022,0.744,0.67,0.796,0.77,0.822,5.1e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
naive_bayes,k-means,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,7.289,0.001,0.57,0.562,0.758,0.746,0.571,1e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
knn,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,4.97,0.001,0.746,0.683,0.809,0.788,0.805,6e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.958,1.992,0.831,0.8,0.89,0.885,0.866,1.8e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,17.817,0.49,0.819,0.801,0.893,0.89,0.889,2.8e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
svc,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,5.173,0.002,0.806,0.75,0.855,0.843,0.878,3e-06,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
logreg,k-means,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,7.117,0.01,0.785,0.727,0.84,0.825,0.876,1e-06,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
mlp,k-means,0.45,0.393,0.393,0.45,0.187,0.203,0.203,0.187,4.809,0.058,0.766,0.691,0.811,0.788,0.838,7.3e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
naive_bayes,k-means,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,4.722,0.001,0.628,0.399,0.446,0.407,0.633,2e-06,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
knn,k-means,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,4.2,0.001,0.768,0.716,0.835,0.821,0.825,1.5e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014903545379638672,0.17009758949279785
xgb,k-center,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,9.035,1.929,0.687,0.532,0.635,0.58,0.682,2.5e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
rf,k-center,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,20.528,0.56,0.507,0.23,0.204,0.232,0.577,2.6e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
svc,k-center,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,5.876,0.001,0.493,0.134,0.044,0.154,0.325,3e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
logreg,k-center,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,7.278,0.007,0.489,0.136,0.049,0.155,0.491,0.0,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
mlp,k-center,0.4,0.313,0.313,0.4,0.122,0.111,0.111,0.122,4.838,0.044,0.516,0.348,0.406,0.359,0.554,6.6e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
naive_bayes,k-center,0.45,0.407,0.407,0.45,0.1,0.122,0.122,0.1,3.462,0.001,0.554,0.511,0.676,0.629,0.567,1e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
knn,k-center,0.65,0.627,0.627,0.65,0.2,0.213,0.213,0.2,9.63,0.001,0.49,0.134,0.044,0.153,0.442,0.000124,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
xgb,k-center,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,5.669,0.216,0.663,0.478,0.561,0.506,0.779,1.7e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
rf,k-center,0.65,0.627,0.627,0.65,0.2,0.213,0.213,0.2,19.089,0.185,0.518,0.238,0.213,0.239,0.688,1.2e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
svc,k-center,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,3.167,0.002,0.494,0.135,0.046,0.155,0.439,5e-06,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
logreg,k-center,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,3.679,0.008,0.487,0.136,0.049,0.154,0.465,1e-06,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
mlp,k-center,0.4,0.313,0.313,0.4,0.122,0.111,0.111,0.122,8.698,0.043,0.512,0.198,0.146,0.204,0.567,7.7e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
naive_bayes,k-center,0.65,0.627,0.627,0.65,0.2,0.213,0.213,0.2,5.072,0.002,0.456,0.247,0.254,0.247,0.442,3e-06,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
knn,k-center,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,9.619,0.001,0.472,0.153,0.083,0.165,0.463,3.9e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014941692352294922,0.0717008113861084
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,9.777,0.239,0.798,0.802,0.897,0.898,0.877,1.7e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,18.048,0.565,0.733,0.651,0.778,0.748,0.826,2.6e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
svc,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.861,0.002,0.763,0.766,0.878,0.878,0.878,6e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
logreg,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,5.416,0.006,0.783,0.757,0.866,0.861,0.876,0.0,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
mlp,ag,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,6.693,0.036,0.786,0.726,0.839,0.823,0.865,9.4e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
naive_bayes,ag,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,6.252,0.001,0.585,0.549,0.72,0.685,0.585,1e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
knn,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.523,0.001,0.716,0.66,0.795,0.773,0.786,8e-06,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.612,0.195,0.811,0.803,0.895,0.894,0.862,1.7e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,22.873,0.464,0.819,0.785,0.881,0.875,0.88,3.4e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
svc,ag,0.8,0.8,0.8,0.8,0.245,0.245,0.245,0.245,8.484,0.002,0.758,0.728,0.849,0.84,0.874,4e-06,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
logreg,ag,0.8,0.8,0.8,0.8,0.245,0.245,0.245,0.245,3.832,0.009,0.775,0.714,0.831,0.814,0.87,1e-06,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
mlp,ag,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,6.907,1.685,0.75,0.697,0.822,0.805,0.844,0.000103,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
naive_bayes,ag,0.6,0.5,0.5,0.6,0.2,0.258,0.258,0.2,4.943,0.001,0.642,0.42,0.476,0.431,0.65,2e-06,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
knn,ag,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,4.411,0.001,0.727,0.717,0.848,0.845,0.825,4.1e-05,latent,10,6,2174.042634010315,0,8.832466240303896e-07,0.0014636516571044922,5.592478275299072
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,10.324,0.151,0.248,0.099,0.073,0.101,0.118,1.7e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0018198490142822266,10.192739963531494
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.968,0.531,0.254,0.254,0.375,0.295,0.16,3e-05,original,10,6,2174.042634010315,0,8.832466240303896e-07,0.0018198490142822266,10.192739963531494
