model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
knn,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,5.352,0.001,0.739,0.689,0.75,0.733,0.802,2.7e-05,original,10,9,,,,,
xgb,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.056,0.047,0.684,0.611,0.666,0.639,0.733,5e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,18.569,0.131,0.736,0.659,0.711,0.689,0.823,4e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
svc,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,3.01,0.001,0.728,0.683,0.746,0.729,0.814,3e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
logreg,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.178,0.006,0.762,0.729,0.79,0.779,0.853,1.1e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
mlp,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,9.373,3.281,0.761,0.701,0.756,0.738,0.833,2.9e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
naive_bayes,k-means,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,8.424,0.001,0.731,0.663,0.718,0.696,0.748,1e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
knn,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.069,0.001,0.741,0.699,0.761,0.746,0.803,2.9e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.513,0.237,0.546,0.496,0.561,0.527,0.553,4e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,16.456,0.112,0.663,0.604,0.667,0.64,0.704,6e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
svc,k-means,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,4.31,0.004,0.738,0.755,0.827,0.834,0.5,3e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
logreg,k-means,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,5.935,0.004,0.773,0.761,0.822,0.819,0.88,4e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
mlp,k-means,0.5,0.493,0.493,0.5,0.274,0.268,0.268,0.274,6.178,0.052,0.699,0.69,0.769,0.764,0.792,2e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
naive_bayes,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,8.091,0.001,0.645,0.66,0.766,0.782,0.758,1e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
knn,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.85,0.001,0.728,0.728,0.802,0.802,0.831,2e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0016961097717285156,0.2592506408691406
xgb,k-center,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,5.123,0.06,0.607,0.427,0.418,0.427,0.761,5e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
rf,k-center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,13.184,0.127,0.593,0.398,0.38,0.401,0.759,5e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
svc,k-center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,3.096,0.002,0.687,0.7,0.789,0.797,0.802,3e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
logreg,k-center,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.185,0.111,0.712,0.709,0.786,0.784,0.803,8e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
mlp,k-center,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,5.927,2.483,0.743,0.688,0.747,0.729,0.813,2e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
naive_bayes,k-center,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,7.644,0.001,0.681,0.565,0.6,0.575,0.688,1e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
knn,k-center,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,5.583,0.001,0.556,0.546,0.714,0.775,0.739,2.6e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
xgb,k-center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,5.711,0.115,0.576,0.441,0.455,0.443,0.585,5e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
rf,k-center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,18.444,0.448,0.635,0.473,0.479,0.473,0.771,1.4e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
svc,k-center,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,7.853,0.002,0.688,0.634,0.697,0.674,0.754,3e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
logreg,k-center,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,6.215,0.006,0.714,0.644,0.699,0.675,0.789,8e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
mlp,k-center,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,5.393,0.021,0.64,0.572,0.63,0.601,0.695,1.7e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
naive_bayes,k-center,0.45,0.427,0.427,0.45,0.187,0.204,0.204,0.187,4.5,0.001,0.717,0.624,0.671,0.645,0.778,2e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
knn,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,9.757,0.001,0.704,0.658,0.724,0.705,0.739,2.6e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0014510154724121094,0.09394049644470215
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.47,0.119,0.721,0.717,0.792,0.79,0.837,6e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,19.66,0.24,0.74,0.693,0.754,0.738,0.831,6e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
svc,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,9.128,0.001,0.772,0.723,0.778,0.764,0.858,3e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
logreg,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.575,0.902,0.747,0.689,0.747,0.728,0.822,7e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
mlp,ag,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,9.86,2.188,0.763,0.699,0.752,0.734,0.852,1.3e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
naive_bayes,ag,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,9.097,0.001,0.714,0.649,0.706,0.684,0.723,1e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.198,0.001,0.757,0.67,0.717,0.695,0.837,1e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.581,0.106,0.688,0.665,0.742,0.73,0.767,6e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
rf,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,21.23,0.512,0.763,0.709,0.766,0.749,0.843,1e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
svc,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.929,0.002,0.789,0.711,0.759,0.741,0.87,3e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
logreg,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,3.118,0.01,0.794,0.74,0.792,0.778,0.876,7e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
mlp,ag,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,8.723,2.816,0.745,0.708,0.771,0.758,0.833,3.1e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
naive_bayes,ag,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,7.694,0.001,0.7,0.706,0.789,0.792,0.794,2e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.506,0.001,0.768,0.678,0.724,0.702,0.84,4.3e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.0018334388732910156,178.62859845161438
xgb,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.234,5.298,0.25,0.21,0.234,0.212,0.147,5e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,18.552,0.447,0.235,0.244,0.321,0.273,0.157,1.1e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.888,0.002,0.327,0.188,0.152,0.194,0.149,4e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.188,0.005,0.306,0.187,0.16,0.19,0.144,9e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.202,2.293,0.218,0.231,0.308,0.259,0.134,1.7e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
naive_bayes,lc,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,8.679,0.001,0.291,0.31,0.455,0.423,0.238,2e-06,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.224,0.001,0.227,0.226,0.287,0.244,0.155,2.4e-05,original,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.779,0.028,0.234,0.251,0.341,0.291,0.206,4e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,17.679,0.108,0.235,0.25,0.339,0.289,0.171,3e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.956,0.002,0.277,0.193,0.186,0.193,0.571,4e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.365,0.006,0.264,0.192,0.193,0.192,0.136,8e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,8.608,0.037,0.218,0.229,0.303,0.255,0.146,1.4e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
naive_bayes,lc,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.693,0.001,0.248,0.223,0.263,0.231,0.197,2e-06,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.845,0.001,0.228,0.229,0.291,0.247,0.163,1.5e-05,latent,10,9,3146.8923399448395,0,5.528748782573781e-07,0.00188446044921875,13.559313774108887
xgb,random,0.775,0.767,0.767,0.775,0.146,0.158,0.158,0.146,8.349,0.079,0.771,0.711,0.765,0.748,0.842,5e-06,original,20,5,,,,,
rf,random,0.775,0.77,0.77,0.775,0.094,0.096,0.096,0.094,17.522,0.479,0.761,0.695,0.748,0.729,0.857,1.4e-05,original,20,5,,,,,
svc,random,0.775,0.773,0.773,0.775,0.094,0.095,0.095,0.094,4.675,0.002,0.744,0.741,0.81,0.808,0.856,4e-06,original,20,5,,,,,
logreg,random,0.775,0.773,0.773,0.775,0.094,0.095,0.095,0.094,6.209,0.006,0.759,0.748,0.813,0.809,0.854,1.3e-05,original,20,5,,,,,
mlp,random,0.75,0.745,0.745,0.75,0.079,0.081,0.081,0.079,5.916,1.327,0.786,0.732,0.785,0.771,0.865,1.2e-05,original,20,5,,,,,
naive_bayes,random,0.7,0.69,0.69,0.7,0.15,0.159,0.159,0.15,5.746,0.001,0.682,0.559,0.591,0.567,0.764,2e-06,original,20,5,,,,,
knn,random,0.8,0.798,0.798,0.8,0.1,0.101,0.101,0.1,5.561,0.001,0.754,0.722,0.784,0.773,0.833,3.1e-05,original,20,5,,,,,
xgb,k-means,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,4.221,0.353,0.657,0.638,0.721,0.709,0.739,4e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
rf,k-means,0.85,0.845,0.845,0.85,0.146,0.15,0.15,0.146,12.083,0.26,0.724,0.722,0.797,0.796,0.825,1e-05,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
svc,k-means,0.875,0.873,0.873,0.875,0.137,0.139,0.139,0.137,6.775,0.002,0.785,0.734,0.788,0.774,0.864,5e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
logreg,k-means,0.875,0.873,0.873,0.875,0.137,0.139,0.139,0.137,4.897,0.006,0.786,0.752,0.809,0.799,0.868,1.2e-05,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
mlp,k-means,0.8,0.792,0.792,0.8,0.127,0.132,0.132,0.127,5.469,1.134,0.787,0.744,0.799,0.788,0.868,8e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
naive_bayes,k-means,0.7,0.674,0.674,0.7,0.127,0.143,0.143,0.127,4.432,0.001,0.695,0.694,0.777,0.776,0.751,1e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
knn,k-means,0.85,0.848,0.848,0.85,0.122,0.124,0.124,0.122,5.161,0.001,0.732,0.724,0.796,0.793,0.833,1.6e-05,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
xgb,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,5.273,0.045,0.615,0.588,0.672,0.65,0.705,4e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
rf,k-means,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,21.532,0.194,0.706,0.638,0.695,0.671,0.765,6e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
svc,k-means,0.8,0.793,0.793,0.8,0.17,0.181,0.181,0.17,4.692,0.003,0.766,0.76,0.823,0.821,0.872,5e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
logreg,k-means,0.8,0.793,0.793,0.8,0.17,0.181,0.181,0.17,5.597,0.006,0.786,0.764,0.821,0.815,0.877,1.8e-05,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
mlp,k-means,0.625,0.615,0.615,0.625,0.079,0.09,0.09,0.079,6.361,0.118,0.792,0.762,0.818,0.81,0.877,1.3e-05,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
naive_bayes,k-means,0.825,0.818,0.818,0.825,0.187,0.199,0.199,0.187,5.998,0.002,0.6,0.612,0.746,0.783,0.69,1e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
knn,k-means,0.8,0.793,0.793,0.8,0.17,0.181,0.181,0.17,5.856,0.001,0.75,0.754,0.822,0.823,0.855,1.8e-05,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.002619504928588867,0.4884209632873535
xgb,k-center,0.6,0.532,0.532,0.6,0.166,0.215,0.215,0.166,7.113,0.022,0.67,0.642,0.718,0.702,0.758,5e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
rf,k-center,0.525,0.451,0.451,0.525,0.094,0.132,0.132,0.094,15.009,0.116,0.7,0.653,0.718,0.698,0.776,4e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
svc,k-center,0.6,0.514,0.514,0.6,0.146,0.199,0.199,0.146,5.971,0.002,0.51,0.452,0.668,0.765,0.273,7e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
logreg,k-center,0.6,0.562,0.562,0.6,0.122,0.155,0.155,0.122,4.485,0.009,0.672,0.678,0.77,0.774,0.756,9e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
mlp,k-center,0.525,0.5,0.5,0.525,0.166,0.184,0.184,0.166,5.942,1.653,0.703,0.585,0.619,0.595,0.813,1.5e-05,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
naive_bayes,k-center,0.625,0.622,0.622,0.625,0.137,0.136,0.136,0.137,7.74,0.001,0.672,0.537,0.56,0.541,0.688,1e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
knn,k-center,0.65,0.616,0.616,0.65,0.184,0.216,0.216,0.184,3.893,0.001,0.634,0.645,0.752,0.764,0.671,3e-05,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
xgb,k-center,0.625,0.623,0.623,0.625,0.158,0.161,0.161,0.158,6.055,0.039,0.659,0.54,0.571,0.547,0.74,9e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
rf,k-center,0.5,0.487,0.487,0.5,0.112,0.114,0.114,0.112,13.384,0.101,0.657,0.575,0.625,0.597,0.737,6e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
svc,k-center,0.6,0.548,0.548,0.6,0.166,0.194,0.194,0.166,4.957,0.005,0.538,0.507,0.698,0.778,0.269,6e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
logreg,k-center,0.55,0.512,0.512,0.55,0.127,0.156,0.156,0.127,6.532,0.007,0.61,0.623,0.747,0.774,0.723,8e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
mlp,k-center,0.325,0.312,0.312,0.325,0.127,0.121,0.121,0.127,7.702,0.047,0.688,0.604,0.654,0.627,0.78,2.7e-05,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
naive_bayes,k-center,0.55,0.544,0.544,0.55,0.187,0.19,0.19,0.187,8.287,0.001,0.692,0.654,0.724,0.706,0.755,2e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
knn,k-center,0.525,0.5,0.5,0.525,0.166,0.184,0.184,0.166,8.42,0.001,0.631,0.567,0.626,0.597,0.671,1e-05,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.001676797866821289,0.22478103637695312
xgb,ag,0.9,0.898,0.898,0.9,0.05,0.051,0.051,0.05,5.278,0.039,0.687,0.684,0.768,0.766,0.779,1e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
rf,ag,0.9,0.898,0.898,0.9,0.05,0.051,0.051,0.05,17.933,0.457,0.719,0.721,0.797,0.798,0.825,7e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
svc,ag,0.825,0.821,0.821,0.825,0.1,0.102,0.102,0.1,4.674,0.002,0.747,0.693,0.751,0.733,0.83,4e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
logreg,ag,0.825,0.825,0.825,0.825,0.1,0.1,0.1,0.1,6.749,0.006,0.766,0.732,0.792,0.782,0.852,6e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
mlp,ag,0.75,0.742,0.742,0.75,0.177,0.187,0.187,0.177,8.033,1.249,0.763,0.73,0.791,0.78,0.854,1.1e-05,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
naive_bayes,ag,0.55,0.534,0.534,0.55,0.061,0.07,0.07,0.061,5.863,0.001,0.717,0.677,0.743,0.726,0.751,1e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
knn,ag,0.825,0.823,0.823,0.825,0.127,0.129,0.129,0.127,10.767,0.001,0.763,0.731,0.792,0.782,0.847,2.7e-05,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
xgb,ag,0.9,0.898,0.898,0.9,0.05,0.051,0.051,0.05,5.069,0.784,0.676,0.614,0.674,0.648,0.743,5e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
rf,ag,0.825,0.822,0.822,0.825,0.1,0.102,0.102,0.1,17.466,0.21,0.741,0.66,0.71,0.687,0.816,5e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
svc,ag,0.775,0.77,0.77,0.775,0.122,0.125,0.125,0.122,6.613,0.003,0.788,0.744,0.798,0.786,0.873,5e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
logreg,ag,0.825,0.825,0.825,0.825,0.1,0.1,0.1,0.1,7.836,0.09,0.79,0.752,0.807,0.796,0.874,1.8e-05,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
mlp,ag,0.525,0.513,0.513,0.525,0.146,0.151,0.151,0.146,7.551,2.19,0.772,0.724,0.78,0.766,0.851,1.3e-05,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
naive_bayes,ag,0.7,0.694,0.694,0.7,0.061,0.062,0.062,0.061,6.186,0.001,0.653,0.666,0.768,0.78,0.705,1e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
knn,ag,0.775,0.758,0.758,0.775,0.146,0.161,0.161,0.146,9.66,0.001,0.772,0.722,0.778,0.764,0.835,4.2e-05,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0014872550964355469,150.0858964920044
xgb,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,10.066,0.222,0.24,0.253,0.339,0.289,0.151,4e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
rf,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,13.823,0.231,0.232,0.224,0.276,0.237,0.151,5e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.545,0.002,0.213,0.193,0.228,0.199,0.122,4e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.899,0.008,0.251,0.179,0.176,0.179,0.132,1.5e-05,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.605,2.237,0.196,0.206,0.273,0.227,0.116,1e-05,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
naive_bayes,lc,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,7.506,0.001,0.242,0.267,0.383,0.335,0.207,1e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.663,0.002,0.221,0.24,0.33,0.279,0.137,9e-06,original,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
xgb,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,4.862,0.027,0.24,0.253,0.339,0.289,0.169,5e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
rf,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,13.635,0.189,0.235,0.248,0.331,0.282,0.153,6e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.006,0.002,0.23,0.173,0.178,0.173,0.118,7e-06,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.527,0.005,0.237,0.171,0.17,0.171,0.121,1e-05,latent,20,5,2729.7552020549774,0,7.885652332925102e-07,0.0017468929290771484,12.751348495483398
