model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
rf,k-center,0.483,0.452,0.452,0.483,0.111,0.137,0.137,0.111,13.538,0.185,0.712,0.616,0.661,0.635,0.791,5e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0014386177062988281,0.260883092880249
svc,k-center,0.567,0.535,0.535,0.567,0.097,0.112,0.112,0.097,5.27,0.004,0.576,0.574,0.733,0.792,0.191,8e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0014386177062988281,0.260883092880249
logreg,k-center,0.55,0.545,0.545,0.55,0.113,0.115,0.115,0.113,8.107,0.248,0.718,0.614,0.656,0.631,0.813,9e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0014386177062988281,0.260883092880249
mlp,k-center,0.417,0.414,0.414,0.417,0.091,0.093,0.093,0.091,8.169,0.114,0.703,0.579,0.611,0.588,0.778,2.5e-05,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0014386177062988281,0.260883092880249
naive_bayes,k-center,0.533,0.526,0.526,0.533,0.067,0.064,0.064,0.067,7.076,0.001,0.723,0.681,0.745,0.729,0.795,1e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0014386177062988281,0.260883092880249
knn,k-center,0.533,0.511,0.511,0.533,0.155,0.163,0.163,0.155,3.328,0.001,0.654,0.567,0.614,0.586,0.681,2.6e-05,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0014386177062988281,0.260883092880249
xgb,ag,0.917,0.915,0.915,0.917,0.075,0.077,0.077,0.075,7.964,0.344,0.737,0.71,0.776,0.766,0.802,4e-06,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
rf,ag,0.917,0.913,0.913,0.917,0.091,0.097,0.097,0.091,18.821,0.477,0.742,0.703,0.766,0.752,0.829,1.3e-05,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
svc,ag,0.85,0.848,0.848,0.85,0.097,0.101,0.101,0.097,3.919,0.005,0.787,0.742,0.797,0.785,0.871,7e-06,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
logreg,ag,0.833,0.831,0.831,0.833,0.105,0.108,0.108,0.105,6.112,0.006,0.788,0.747,0.802,0.79,0.873,8e-06,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
mlp,ag,0.783,0.778,0.778,0.783,0.067,0.068,0.068,0.067,6.478,1.05,0.786,0.732,0.785,0.771,0.87,2.2e-05,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
naive_bayes,ag,0.65,0.642,0.642,0.65,0.111,0.113,0.113,0.111,5.721,0.002,0.761,0.668,0.713,0.691,0.794,1e-06,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
knn,ag,0.85,0.848,0.848,0.85,0.033,0.034,0.034,0.033,5.344,0.0,0.778,0.737,0.794,0.782,0.857,2.1e-05,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
xgb,ag,0.917,0.913,0.913,0.917,0.105,0.111,0.111,0.105,4.616,0.081,0.701,0.66,0.727,0.708,0.781,4e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
rf,ag,0.867,0.862,0.862,0.867,0.113,0.117,0.117,0.113,15.177,0.328,0.73,0.711,0.781,0.773,0.835,1.1e-05,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
svc,ag,0.833,0.831,0.831,0.833,0.091,0.091,0.091,0.091,5.969,0.004,0.782,0.744,0.8,0.789,0.5,7e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
logreg,ag,0.833,0.828,0.828,0.833,0.075,0.079,0.079,0.075,7.359,0.009,0.707,0.67,0.738,0.722,0.777,1e-05,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
mlp,ag,0.8,0.796,0.796,0.8,0.067,0.07,0.07,0.067,4.733,1.334,0.78,0.73,0.785,0.771,0.867,1.2e-05,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
naive_bayes,ag,0.683,0.678,0.678,0.683,0.122,0.126,0.126,0.122,6.308,0.002,0.714,0.725,0.804,0.81,0.828,2e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
knn,ag,0.833,0.831,0.831,0.833,0.053,0.053,0.053,0.053,6.177,0.001,0.773,0.697,0.747,0.728,0.847,4.2e-05,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.0015330314636230469,124.31113958358765
xgb,lc,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,7.306,0.025,0.236,0.257,0.358,0.308,0.164,5e-06,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
rf,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,15.317,0.26,0.235,0.244,0.321,0.273,0.14,5e-06,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.318,0.002,0.205,0.204,0.259,0.218,0.124,3e-06,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.463,0.008,0.211,0.203,0.251,0.214,0.122,1.2e-05,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.332,1.714,0.207,0.216,0.286,0.239,0.126,1.3e-05,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.88,0.002,0.251,0.275,0.394,0.347,0.213,2e-06,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.437,0.001,0.226,0.238,0.318,0.269,0.145,1.4e-05,original,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.64,0.027,0.238,0.252,0.337,0.287,0.177,5e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
rf,lc,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,17.131,0.454,0.238,0.251,0.335,0.285,0.16,1.3e-05,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.899,0.003,0.207,0.213,0.276,0.232,0.127,4e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.417,0.006,0.214,0.218,0.281,0.237,0.125,7e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.953,0.117,0.213,0.22,0.287,0.241,0.137,2e-05,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
naive_bayes,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,7.047,0.001,0.237,0.22,0.264,0.229,0.206,2e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.981,0.001,0.224,0.233,0.306,0.259,0.146,5e-06,latent,30,8,3191.197702407837,0,8.470186542943424e-07,0.001672506332397461,11.201860666275024
xgb,random,0.817,0.816,0.816,0.817,0.097,0.097,0.097,0.097,6.81,0.261,0.758,0.717,0.776,0.763,0.83,4e-06,original,30,9,,,,,
rf,random,0.75,0.747,0.747,0.75,0.091,0.093,0.093,0.091,14.748,0.12,0.77,0.724,0.781,0.767,0.853,5e-06,original,30,9,,,,,
svc,random,0.833,0.832,0.832,0.833,0.118,0.118,0.118,0.118,6.545,0.003,0.768,0.721,0.778,0.764,0.843,7e-06,original,30,9,,,,,
logreg,random,0.8,0.793,0.793,0.8,0.155,0.162,0.162,0.155,7.516,0.006,0.784,0.737,0.792,0.779,0.86,1.1e-05,original,30,9,,,,,
mlp,random,0.75,0.732,0.732,0.75,0.158,0.179,0.179,0.158,6.278,2.914,0.777,0.73,0.785,0.772,0.85,9e-06,original,30,9,,,,,
naive_bayes,random,0.533,0.521,0.521,0.533,0.085,0.086,0.086,0.085,9.893,0.001,0.592,0.451,0.463,0.452,0.661,1e-06,original,30,9,,,,,
knn,random,0.767,0.765,0.765,0.767,0.033,0.034,0.034,0.033,8.756,0.001,0.745,0.725,0.791,0.784,0.832,2.2e-05,original,30,9,,,,,
xgb,k-means,0.917,0.916,0.916,0.917,0.053,0.053,0.053,0.053,7.152,0.25,0.694,0.649,0.715,0.695,0.771,4e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
rf,k-means,0.883,0.883,0.883,0.883,0.085,0.085,0.085,0.085,16.838,0.292,0.752,0.721,0.784,0.774,0.841,7e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
svc,k-means,0.8,0.788,0.788,0.8,0.163,0.187,0.187,0.163,7.393,0.003,0.772,0.699,0.75,0.731,0.857,5e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
logreg,k-means,0.8,0.78,0.78,0.8,0.155,0.182,0.182,0.155,7.55,0.114,0.79,0.74,0.793,0.78,0.875,1.2e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
mlp,k-means,0.75,0.744,0.744,0.75,0.139,0.146,0.146,0.139,7.878,2.596,0.773,0.715,0.77,0.753,0.859,2e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
naive_bayes,k-means,0.667,0.654,0.654,0.667,0.053,0.057,0.057,0.053,7.122,0.001,0.662,0.633,0.71,0.693,0.722,1e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
knn,k-means,0.8,0.787,0.787,0.8,0.155,0.179,0.179,0.155,6.717,0.001,0.778,0.747,0.805,0.796,0.855,1.2e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
xgb,k-means,0.917,0.917,0.917,0.917,0.075,0.075,0.075,0.075,5.653,0.331,0.712,0.629,0.679,0.654,0.773,4e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
rf,k-means,0.9,0.9,0.9,0.9,0.097,0.098,0.098,0.097,18.939,0.432,0.651,0.641,0.731,0.723,0.768,1.3e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
svc,k-means,0.85,0.841,0.841,0.85,0.097,0.113,0.113,0.097,5.947,0.003,0.776,0.682,0.726,0.704,0.124,7e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
logreg,k-means,0.833,0.825,0.825,0.833,0.091,0.107,0.107,0.091,7.734,0.135,0.791,0.735,0.787,0.773,0.877,6e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
mlp,k-means,0.717,0.71,0.71,0.717,0.135,0.142,0.142,0.135,6.433,0.036,0.785,0.742,0.797,0.785,0.872,2.1e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
naive_bayes,k-means,0.783,0.782,0.782,0.783,0.215,0.216,0.216,0.215,7.636,0.002,0.687,0.664,0.741,0.729,0.772,2e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
knn,k-means,0.883,0.875,0.875,0.883,0.125,0.139,0.139,0.125,7.71,0.001,0.789,0.74,0.794,0.781,0.869,1.4e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015172958374023438,0.9740777015686035
xgb,k-center,0.633,0.626,0.626,0.633,0.085,0.088,0.088,0.085,7.362,0.037,0.725,0.652,0.706,0.682,0.797,5e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
rf,k-center,0.7,0.696,0.696,0.7,0.085,0.085,0.085,0.085,18.138,0.341,0.672,0.519,0.534,0.521,0.814,1.1e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
svc,k-center,0.6,0.515,0.515,0.6,0.062,0.108,0.108,0.062,7.528,0.005,0.51,0.452,0.668,0.765,0.203,9e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
logreg,k-center,0.633,0.615,0.615,0.633,0.172,0.2,0.2,0.172,5.386,0.007,0.657,0.677,0.78,0.799,0.809,1e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
mlp,k-center,0.55,0.533,0.533,0.55,0.125,0.154,0.154,0.125,8.371,1.347,0.741,0.626,0.663,0.64,0.836,1.6e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
naive_bayes,k-center,0.65,0.64,0.64,0.65,0.143,0.155,0.155,0.143,5.89,0.002,0.621,0.49,0.51,0.493,0.621,1e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
knn,k-center,0.65,0.624,0.624,0.65,0.143,0.184,0.184,0.143,8.18,0.001,0.717,0.636,0.687,0.662,0.769,1.3e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
xgb,k-center,0.75,0.748,0.748,0.75,0.091,0.091,0.091,0.091,5.48,0.092,0.704,0.589,0.625,0.601,0.785,4e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
rf,k-center,0.583,0.576,0.576,0.583,0.149,0.152,0.152,0.149,17.733,0.396,0.747,0.639,0.679,0.655,0.834,1.3e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
svc,k-center,0.667,0.618,0.618,0.667,0.105,0.158,0.158,0.105,7.491,0.004,0.592,0.6,0.745,0.792,0.187,1.1e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
logreg,k-center,0.567,0.548,0.548,0.567,0.178,0.2,0.2,0.178,7.359,0.007,0.741,0.664,0.716,0.694,0.817,8e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
mlp,k-center,0.417,0.405,0.405,0.417,0.118,0.132,0.132,0.118,8.409,0.172,0.704,0.601,0.643,0.618,0.782,1.9e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
naive_bayes,k-center,0.583,0.574,0.574,0.583,0.091,0.092,0.092,0.091,7.371,0.001,0.759,0.726,0.787,0.776,0.834,1e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
knn,k-center,0.617,0.604,0.604,0.617,0.067,0.09,0.09,0.067,5.808,0.001,0.68,0.582,0.625,0.598,0.74,6e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0014891624450683594,0.2686748504638672
xgb,ag,0.95,0.95,0.95,0.95,0.041,0.041,0.041,0.041,8.093,0.03,0.702,0.666,0.736,0.719,0.747,5e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
rf,ag,0.95,0.95,0.95,0.95,0.041,0.041,0.041,0.041,18.345,0.225,0.726,0.669,0.729,0.709,0.817,6e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
svc,ag,0.733,0.731,0.731,0.733,0.082,0.081,0.081,0.082,7.45,0.003,0.747,0.665,0.715,0.693,0.822,4e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
logreg,ag,0.8,0.799,0.799,0.8,0.113,0.113,0.113,0.113,6.885,0.009,0.731,0.646,0.695,0.671,0.815,8e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
mlp,ag,0.717,0.714,0.714,0.717,0.172,0.172,0.172,0.172,8.159,1.458,0.79,0.721,0.77,0.753,0.869,2e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
naive_bayes,ag,0.55,0.521,0.521,0.55,0.155,0.165,0.165,0.155,5.791,0.002,0.695,0.558,0.583,0.563,0.728,1e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
knn,ag,0.717,0.707,0.707,0.717,0.201,0.213,0.213,0.201,7.986,0.001,0.778,0.724,0.778,0.764,0.854,3.1e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
xgb,ag,0.933,0.933,0.933,0.933,0.062,0.062,0.062,0.062,4.63,0.058,0.679,0.66,0.74,0.729,0.762,6e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
rf,ag,0.917,0.916,0.916,0.917,0.053,0.053,0.053,0.053,18.763,0.496,0.728,0.705,0.775,0.765,0.799,1.5e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
svc,ag,0.817,0.815,0.815,0.817,0.111,0.111,0.111,0.111,7.382,0.005,0.794,0.719,0.767,0.749,0.808,7e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
logreg,ag,0.817,0.815,0.815,0.817,0.062,0.063,0.063,0.062,7.594,0.006,0.794,0.741,0.793,0.779,0.879,6e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
mlp,ag,0.683,0.674,0.674,0.683,0.143,0.151,0.151,0.143,8.22,1.578,0.786,0.735,0.789,0.775,0.868,2.1e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
naive_bayes,ag,0.6,0.579,0.579,0.6,0.162,0.188,0.188,0.162,6.851,0.001,0.732,0.737,0.811,0.813,0.834,1e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
knn,ag,0.817,0.816,0.816,0.817,0.082,0.081,0.081,0.082,8.383,0.001,0.762,0.67,0.716,0.693,0.844,3.9e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.0015256404876708984,130.27972769737244
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.009,0.068,0.252,0.277,0.4,0.355,0.153,4e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
rf,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,15.257,0.106,0.236,0.252,0.343,0.293,0.149,4e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.654,0.003,0.208,0.214,0.28,0.235,0.125,8e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.434,0.109,0.209,0.206,0.26,0.219,0.124,6e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.896,2.792,0.208,0.214,0.279,0.234,0.126,1.6e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
naive_bayes,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,7.673,0.002,0.249,0.273,0.388,0.34,0.213,1e-06,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.486,0.001,0.225,0.217,0.268,0.229,0.181,2.8e-05,original,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.511,0.044,0.235,0.253,0.347,0.296,0.172,4e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
rf,lc,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,21.321,0.344,0.235,0.25,0.337,0.287,0.146,1.1e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.646,0.005,0.239,0.176,0.178,0.176,0.869,9e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.878,0.006,0.222,0.192,0.219,0.195,0.126,1e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.443,0.069,0.225,0.229,0.297,0.251,0.136,1.2e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
naive_bayes,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.782,0.001,0.264,0.205,0.215,0.205,0.206,1e-06,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.309,0.001,0.229,0.226,0.285,0.243,0.163,1.2e-05,latent,30,9,3146.8923399448395,0,5.528748782573781e-07,0.001672983169555664,11.446233987808228
xgb,random,0.788,0.785,0.785,0.788,0.085,0.086,0.086,0.085,7.434,0.327,0.749,0.691,0.747,0.729,0.835,4e-06,original,40,5,,,,,
rf,random,0.75,0.742,0.742,0.75,0.112,0.119,0.119,0.112,14.451,0.3,0.758,0.692,0.746,0.727,0.848,8e-06,original,40,5,,,,,
svc,random,0.75,0.748,0.748,0.75,0.088,0.09,0.09,0.088,8.615,0.005,0.782,0.717,0.769,0.752,0.144,2.9e-05,original,40,5,,,,,
logreg,random,0.775,0.774,0.774,0.775,0.109,0.109,0.109,0.109,8.048,0.006,0.775,0.725,0.78,0.766,0.856,5e-06,original,40,5,,,,,
mlp,random,0.725,0.721,0.721,0.725,0.135,0.138,0.138,0.135,6.837,2.814,0.775,0.714,0.767,0.75,0.858,1.7e-05,original,40,5,,,,,
naive_bayes,random,0.575,0.552,0.552,0.575,0.1,0.118,0.118,0.1,8.064,0.002,0.606,0.456,0.464,0.456,0.643,1e-06,original,40,5,,,,,
knn,random,0.75,0.741,0.741,0.75,0.143,0.154,0.154,0.143,6.88,0.001,0.76,0.67,0.716,0.694,0.831,2.9e-05,original,40,5,,,,,
xgb,k-means,0.912,0.912,0.912,0.912,0.05,0.05,0.05,0.05,7.766,0.171,0.693,0.678,0.756,0.748,0.773,4e-06,original,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
rf,k-means,0.9,0.9,0.9,0.9,0.05,0.05,0.05,0.05,16.73,0.215,0.74,0.734,0.803,0.801,0.835,7e-06,original,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
svc,k-means,0.838,0.836,0.836,0.838,0.109,0.111,0.111,0.109,8.07,0.003,0.772,0.736,0.794,0.784,0.86,6e-06,original,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
logreg,k-means,0.838,0.837,0.837,0.838,0.05,0.05,0.05,0.05,5.608,0.006,0.782,0.756,0.814,0.807,0.869,7e-06,original,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
mlp,k-means,0.862,0.862,0.862,0.862,0.047,0.047,0.047,0.047,8.052,1.989,0.782,0.747,0.803,0.793,0.872,1.8e-05,original,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
naive_bayes,k-means,0.688,0.671,0.671,0.688,0.131,0.152,0.152,0.131,5.751,0.001,0.698,0.619,0.671,0.645,0.721,2e-06,original,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
knn,k-means,0.825,0.823,0.823,0.825,0.047,0.047,0.047,0.047,7.469,0.001,0.792,0.753,0.808,0.798,0.867,2.8e-05,original,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
xgb,k-means,0.938,0.937,0.937,0.938,0.068,0.069,0.069,0.068,4.838,0.135,0.717,0.642,0.695,0.671,0.783,4e-06,latent,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
rf,k-means,0.912,0.912,0.912,0.912,0.064,0.064,0.064,0.064,17.544,0.328,0.716,0.664,0.727,0.707,0.787,8e-06,latent,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
svc,k-means,0.825,0.825,0.825,0.825,0.061,0.061,0.061,0.061,7.505,0.003,0.799,0.752,0.805,0.793,0.877,8e-06,latent,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
logreg,k-means,0.8,0.797,0.797,0.8,0.092,0.095,0.095,0.092,4.051,0.012,0.699,0.662,0.732,0.715,0.767,9e-06,latent,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
mlp,k-means,0.738,0.736,0.736,0.738,0.108,0.109,0.109,0.108,7.029,0.156,0.775,0.731,0.788,0.775,0.853,8e-06,latent,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
naive_bayes,k-means,0.775,0.774,0.774,0.775,0.085,0.087,0.087,0.085,6.708,0.001,0.681,0.661,0.74,0.729,0.754,2e-06,latent,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
knn,k-means,0.838,0.837,0.837,0.838,0.064,0.064,0.064,0.064,4.056,0.001,0.781,0.728,0.783,0.768,0.865,1.6e-05,latent,40,5,2729.7552020549774,0,7.885652332925102e-07,0.001768350601196289,1.0557622909545898
xgb,k-center,0.675,0.669,0.669,0.675,0.1,0.101,0.101,0.1,7.258,0.048,0.636,0.659,0.775,0.806,0.783,5e-06,original,40,5,2729.7552020549774,0,7.885652332925102e-07,0.0014972686767578125,0.33449602127075195
