model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,15.097,0.106,0.755,0.679,0.802,0.778,0.824,1.7e-05,original,10,5,,,,
rf,random,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,18.003,0.439,0.729,0.64,0.766,0.733,0.818,2.6e-05,original,10,5,,,,
svc,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,7.154,0.001,0.761,0.626,0.736,0.694,0.494,5e-06,original,10,5,,,,
logreg,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,4.372,0.006,0.716,0.633,0.763,0.73,0.796,0.0,original,10,5,,,,
mlp,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,6.176,0.035,0.748,0.612,0.724,0.68,0.833,2.6e-05,original,10,5,,,,
naive_bayes,random,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,3.078,0.001,0.705,0.57,0.683,0.632,0.707,3e-06,original,10,5,,,,
knn,random,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,7.772,0.001,0.72,0.681,0.817,0.802,0.776,0.00012,original,10,5,,,,
xgb,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,6.959,0.297,0.816,0.798,0.891,0.888,0.87,1.7e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
rf,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,15.429,0.263,0.711,0.667,0.805,0.787,0.808,1.7e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
svc,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,2.515,0.002,0.787,0.763,0.87,0.865,0.869,4e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
logreg,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.146,0.01,0.804,0.786,0.885,0.882,0.855,0.0,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
mlp,k-means,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,7.59,1.196,0.78,0.712,0.828,0.809,0.859,5.7e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
naive_bayes,k-means,0.4,0.333,0.333,0.4,0.2,0.207,0.207,0.2,4.139,0.001,0.687,0.542,0.649,0.594,0.808,2e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
knn,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,7.527,0.0,0.797,0.761,0.867,0.859,0.84,1.2e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
xgb,k-means,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,7.737,0.309,0.797,0.772,0.875,0.87,0.867,8e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
rf,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,13.138,0.255,0.817,0.792,0.887,0.882,0.894,1.7e-05,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
svc,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.162,0.001,0.782,0.766,0.874,0.87,0.882,6e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
logreg,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.331,0.012,0.784,0.727,0.84,0.826,0.882,1e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
mlp,k-means,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,7.579,0.03,0.782,0.716,0.83,0.813,0.863,0.000103,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
naive_bayes,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.11,0.001,0.591,0.33,0.345,0.331,0.591,2e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
knn,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.315,0.001,0.702,0.729,0.867,0.876,0.838,3e-05,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0015366077423095703
xgb,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,4.485,0.089,0.79,0.738,0.849,0.836,0.795,1.7e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
rf,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,18.298,0.464,0.573,0.398,0.468,0.415,0.73,2.6e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
svc,k-center,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,3.157,0.002,0.5,0.135,0.043,0.156,0.505,5e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
logreg,k-center,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,6.461,0.007,0.49,0.134,0.044,0.153,0.41,1e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
mlp,k-center,0.45,0.433,0.433,0.45,0.292,0.292,0.292,0.292,8.565,2.266,0.58,0.424,0.508,0.449,0.618,2.4e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
naive_bayes,k-center,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,6.567,0.001,0.499,0.496,0.713,0.692,0.544,1e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
knn,k-center,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,5.433,0.001,0.498,0.14,0.053,0.159,0.429,5e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
xgb,k-center,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,8.135,0.084,0.625,0.502,0.617,0.558,0.701,8e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
rf,k-center,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,15.946,0.398,0.565,0.388,0.453,0.402,0.76,2.8e-05,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
svc,k-center,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,6.537,0.002,0.5,0.135,0.043,0.156,0.455,7e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
logreg,k-center,0.55,0.513,0.513,0.55,0.1,0.128,0.128,0.1,5.665,0.033,0.489,0.326,0.379,0.335,0.49,1e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
mlp,k-center,0.45,0.427,0.427,0.45,0.187,0.204,0.204,0.187,7.566,0.039,0.555,0.421,0.515,0.453,0.567,1.8e-05,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
naive_bayes,k-center,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,6.472,0.001,0.526,0.47,0.62,0.56,0.572,2e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
knn,k-center,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,4.587,0.001,0.491,0.135,0.046,0.154,0.388,0.000117,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013632774353027344
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.709,0.047,0.802,0.803,0.897,0.897,0.869,1.6e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
rf,ag,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,16.223,0.367,0.73,0.695,0.827,0.815,0.834,2.5e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
svc,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.272,0.001,0.808,0.773,0.874,0.867,0.885,2e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
logreg,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.098,0.01,0.812,0.8,0.893,0.891,0.879,1e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
mlp,ag,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,8.3,0.03,0.78,0.754,0.865,0.859,0.865,9e-05,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
naive_bayes,ag,0.35,0.287,0.287,0.35,0.122,0.119,0.119,0.122,4.0,0.001,0.594,0.5,0.63,0.571,0.602,2e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
knn,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,8.102,0.001,0.715,0.728,0.861,0.865,0.831,6e-06,original,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.386,0.055,0.796,0.776,0.879,0.875,0.858,1.9e-05,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,17.452,0.333,0.821,0.801,0.892,0.889,0.898,2.7e-05,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
svc,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.134,0.002,0.829,0.787,0.881,0.873,0.897,4e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
logreg,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.12,0.009,0.8,0.758,0.863,0.854,0.888,1e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
mlp,ag,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,7.296,1.317,0.766,0.699,0.819,0.799,0.849,6e-05,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
naive_bayes,ag,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,6.806,0.001,0.63,0.416,0.474,0.428,0.642,2e-06,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
knn,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.102,0.001,0.808,0.753,0.858,0.846,0.866,3.7e-05,latent,10,5,1729.0649564266205,65.77043581008911,7.427349986069222e-07,0.0013275146484375
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.812,0.136,0.835,0.792,0.883,0.876,0.873,2e-05,original,10,6,,,,
rf,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,18.157,0.452,0.776,0.69,0.806,0.781,0.849,3.4e-05,original,10,6,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,2.5,0.001,0.76,0.667,0.787,0.758,0.824,2e-06,original,10,6,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.989,0.005,0.779,0.691,0.807,0.782,0.845,0.0,original,10,6,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.666,0.035,0.73,0.634,0.76,0.724,0.805,4.1e-05,original,10,6,,,,
naive_bayes,random,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,6.977,0.001,0.773,0.625,0.731,0.688,0.77,2e-06,original,10,6,,,,
knn,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.255,0.001,0.689,0.647,0.793,0.774,0.769,0.000103,original,10,6,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,8.215,0.141,0.669,0.552,0.673,0.62,0.812,1.6e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,21.477,0.46,0.727,0.63,0.755,0.719,0.792,2.7e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
svc,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.636,0.001,0.805,0.754,0.859,0.848,0.88,4e-06,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
logreg,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.104,0.097,0.798,0.725,0.835,0.818,0.861,0.0,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
mlp,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.402,0.041,0.756,0.664,0.784,0.754,0.83,8.5e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
naive_bayes,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,4.274,0.001,0.616,0.551,0.7,0.655,0.584,2e-06,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
knn,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,7.028,0.001,0.787,0.753,0.862,0.854,0.868,0.000102,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
xgb,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,7.945,0.068,0.701,0.638,0.775,0.748,0.745,1.9e-05,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,18.142,0.461,0.793,0.723,0.834,0.817,0.861,2.5e-05,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
svc,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.889,0.002,0.826,0.77,0.868,0.857,0.898,4e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
logreg,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.294,0.008,0.819,0.77,0.869,0.86,0.901,1e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
mlp,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,7.212,0.03,0.76,0.683,0.804,0.779,0.847,6.6e-05,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
naive_bayes,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.757,0.001,0.796,0.649,0.753,0.714,0.799,3e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
knn,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.583,0.001,0.814,0.758,0.86,0.848,0.856,6e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0013675689697265625
xgb,k-center,0.4,0.353,0.353,0.4,0.255,0.251,0.251,0.255,8.649,0.341,0.537,0.3,0.313,0.3,0.674,1.6e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
rf,k-center,0.35,0.287,0.287,0.35,0.122,0.119,0.119,0.122,14.125,0.174,0.464,0.283,0.313,0.285,0.631,1.3e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
svc,k-center,0.45,0.373,0.373,0.45,0.1,0.114,0.114,0.1,6.024,0.002,0.596,0.503,0.633,0.574,0.399,1.1e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
logreg,k-center,0.4,0.333,0.333,0.4,0.2,0.207,0.207,0.2,8.284,0.023,0.495,0.163,0.092,0.175,0.38,0.0,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
mlp,k-center,0.35,0.287,0.287,0.35,0.122,0.119,0.119,0.122,5.512,1.959,0.485,0.274,0.288,0.274,0.477,7.2e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
naive_bayes,k-center,0.4,0.353,0.353,0.4,0.255,0.251,0.251,0.255,5.834,0.001,0.491,0.465,0.641,0.587,0.517,2e-06,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
knn,k-center,0.45,0.393,0.393,0.45,0.187,0.203,0.203,0.187,8.234,0.001,0.492,0.141,0.057,0.159,0.458,5e-06,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
xgb,k-center,0.45,0.393,0.393,0.45,0.187,0.203,0.203,0.187,8.244,0.043,0.546,0.491,0.646,0.59,0.587,9e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
rf,k-center,0.5,0.367,0.367,0.5,0.0,0.067,0.067,0.0,17.465,0.281,0.553,0.305,0.317,0.306,0.716,1.7e-05,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
svc,k-center,0.35,0.24,0.24,0.35,0.2,0.131,0.131,0.2,6.905,0.001,0.504,0.451,0.601,0.537,0.5,5e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
logreg,k-center,0.45,0.36,0.36,0.45,0.187,0.196,0.196,0.187,3.932,0.005,0.484,0.145,0.066,0.161,0.411,1e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
mlp,k-center,0.25,0.22,0.22,0.25,0.158,0.16,0.16,0.158,7.034,0.14,0.472,0.162,0.099,0.172,0.369,3.7e-05,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
naive_bayes,k-center,0.1,0.08,0.08,0.1,0.122,0.098,0.098,0.122,7.32,0.001,0.589,0.359,0.394,0.363,0.618,3e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
knn,k-center,0.55,0.52,0.52,0.55,0.245,0.261,0.261,0.245,8.995,0.001,0.478,0.184,0.136,0.191,0.447,6e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0017375946044921875
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.239,0.408,0.73,0.677,0.808,0.789,0.762,1.6e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,18.796,0.485,0.691,0.645,0.789,0.767,0.787,2.6e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
svc,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.073,0.001,0.794,0.725,0.836,0.818,0.128,5e-06,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
logreg,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.204,0.005,0.799,0.716,0.826,0.805,0.872,0.0,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
mlp,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.558,0.05,0.773,0.698,0.816,0.794,0.843,9.9e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
naive_bayes,ag,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,6.219,0.001,0.712,0.687,0.826,0.817,0.721,1e-06,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,8.414,0.001,0.765,0.675,0.793,0.766,0.825,6.3e-05,original,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.001,0.149,0.718,0.62,0.746,0.707,0.769,4e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,17.083,0.457,0.772,0.701,0.819,0.799,0.855,2.6e-05,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
svc,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.792,0.001,0.803,0.744,0.85,0.837,0.877,3e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
logreg,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.796,0.008,0.796,0.744,0.852,0.84,0.878,1e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
mlp,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.873,2.177,0.745,0.675,0.801,0.778,0.836,8.1e-05,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
naive_bayes,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.272,0.001,0.723,0.635,0.764,0.73,0.747,2e-06,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.344,0.001,0.776,0.716,0.832,0.816,0.85,6.1e-05,latent,10,6,140.44538736343384,82.38543605804443,7.401782886030395e-07,0.0015158653259277344
xgb,random,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,8.137,0.038,0.799,0.8,0.895,0.895,0.8,1.7e-05,original,10,7,,,,
rf,random,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,20.81,0.359,0.765,0.632,0.744,0.703,0.841,1.4e-05,original,10,7,,,,
svc,random,0.7,0.633,0.633,0.7,0.245,0.306,0.306,0.245,7.352,0.002,0.639,0.432,0.497,0.448,0.256,3e-06,original,10,7,,,,
logreg,random,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,7.925,0.005,0.795,0.715,0.826,0.805,0.846,0.0,original,10,7,,,,
mlp,random,0.5,0.493,0.493,0.5,0.274,0.268,0.268,0.274,8.033,0.02,0.706,0.595,0.718,0.673,0.764,3.2e-05,original,10,7,,,,
naive_bayes,random,0.55,0.527,0.527,0.55,0.292,0.31,0.31,0.292,4.56,0.001,0.612,0.505,0.627,0.569,0.592,2e-06,original,10,7,,,,
knn,random,0.7,0.687,0.687,0.7,0.292,0.307,0.307,0.292,6.757,0.001,0.725,0.641,0.77,0.738,0.767,0.000106,original,10,7,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.1,0.022,0.814,0.806,0.897,0.895,0.877,3.1e-05,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,17.583,0.529,0.743,0.715,0.842,0.833,0.845,3.2e-05,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
svc,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.347,0.001,0.768,0.689,0.808,0.784,0.84,3e-06,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
logreg,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,7.482,0.006,0.783,0.76,0.869,0.864,0.887,0.0,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
mlp,k-means,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,6.668,0.022,0.749,0.683,0.808,0.786,0.843,2.3e-05,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
naive_bayes,k-means,0.6,0.533,0.533,0.6,0.2,0.245,0.245,0.2,3.896,0.002,0.718,0.62,0.746,0.707,0.705,1e-06,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
knn,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.025,0.001,0.778,0.764,0.873,0.87,0.853,9e-06,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
xgb,k-means,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,8.009,0.035,0.786,0.798,0.896,0.899,0.837,1e-05,latent,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,17.742,0.479,0.821,0.81,0.899,0.897,0.891,3.7e-05,latent,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
svc,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.611,0.002,0.804,0.761,0.865,0.856,0.905,6e-06,latent,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
logreg,k-means,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,6.517,0.012,0.798,0.737,0.846,0.831,0.893,0.0,latent,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
mlp,k-means,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,9.889,0.054,0.757,0.674,0.796,0.77,0.848,8.5e-05,latent,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
naive_bayes,k-means,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,3.733,0.001,0.63,0.387,0.426,0.393,0.636,1e-06,latent,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
knn,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,5.215,0.001,0.776,0.761,0.871,0.868,0.863,2e-05,latent,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0014448165893554688
xgb,k-center,0.8,0.767,0.767,0.8,0.245,0.291,0.291,0.245,7.429,0.045,0.838,0.792,0.883,0.875,0.854,1.6e-05,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0013098716735839844
rf,k-center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,14.159,0.346,0.726,0.546,0.64,0.587,0.873,2.2e-05,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0013098716735839844
svc,k-center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,5.064,0.002,0.498,0.135,0.043,0.155,0.329,3e-06,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0013098716735839844
logreg,k-center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,6.689,0.007,0.483,0.147,0.07,0.162,0.652,0.0,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0013098716735839844
mlp,k-center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,6.311,0.017,0.641,0.526,0.647,0.591,0.699,2.4e-05,original,10,7,1398.759384393692,32.76571607589722,7.085524304037514e-07,0.0013098716735839844
