model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,14.606,0.036,0.716,0.69,0.761,0.75,0.817,2e-06,original,10,5,,,,
rf,random,0.85,0.84,0.84,0.85,0.3,0.32,0.32,0.3,19.556,0.431,0.764,0.702,0.756,0.738,0.841,1.2e-05,original,10,5,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.871,0.002,0.658,0.628,0.706,0.687,0.293,2e-06,original,10,5,,,,
logreg,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,6.687,0.006,0.694,0.704,0.79,0.796,0.84,1.4e-05,original,10,5,,,,
mlp,random,0.7,0.693,0.693,0.7,0.367,0.367,0.367,0.367,6.36,0.962,0.748,0.724,0.79,0.781,0.845,9e-06,original,10,5,,,,
naive_bayes,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,5.193,0.001,0.632,0.608,0.692,0.674,0.697,1e-06,original,10,5,,,,
knn,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,7.137,0.001,0.573,0.576,0.724,0.766,0.76,3e-05,original,10,5,,,,
xgb,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.88,0.168,0.638,0.652,0.761,0.778,0.769,3e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,15.614,0.357,0.696,0.694,0.776,0.775,0.789,8e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
svc,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.138,0.002,0.747,0.676,0.73,0.708,0.367,4e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
logreg,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.371,0.045,0.738,0.749,0.821,0.825,0.862,7e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
mlp,k-means,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,7.712,0.935,0.777,0.729,0.785,0.771,0.855,1.2e-05,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
naive_bayes,k-means,0.6,0.5,0.5,0.6,0.2,0.258,0.258,0.2,5.043,0.001,0.7,0.704,0.787,0.789,0.747,1e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
knn,k-means,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,4.742,0.001,0.751,0.68,0.733,0.713,0.821,2.5e-05,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.2,0.035,0.788,0.764,0.821,0.815,0.833,4e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.138,0.285,0.805,0.744,0.793,0.779,0.883,8e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
svc,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.059,0.001,0.773,0.716,0.771,0.755,0.856,3e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
logreg,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.085,0.014,0.778,0.73,0.785,0.772,0.869,9e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
mlp,k-means,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,8.231,0.042,0.782,0.741,0.797,0.785,0.868,1.4e-05,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
naive_bayes,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,3.974,0.001,0.717,0.64,0.692,0.668,0.74,2e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
knn,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.712,0.001,0.793,0.758,0.812,0.803,0.867,1e-05,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0019991397857666016
xgb,k-center,0.65,0.607,0.607,0.65,0.3,0.335,0.335,0.3,8.98,0.072,0.638,0.627,0.718,0.708,0.697,5e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
rf,k-center,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,17.312,0.47,0.75,0.67,0.721,0.698,0.83,9e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
svc,k-center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,2.508,0.002,0.665,0.651,0.735,0.726,0.248,3e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
logreg,k-center,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,6.682,0.012,0.71,0.656,0.718,0.697,0.78,1.4e-05,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
mlp,k-center,0.55,0.513,0.513,0.55,0.1,0.128,0.128,0.1,3.756,0.91,0.723,0.663,0.721,0.7,0.793,1.6e-05,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
naive_bayes,k-center,0.3,0.247,0.247,0.3,0.187,0.165,0.165,0.187,3.615,0.001,0.629,0.584,0.655,0.628,0.629,1e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
knn,k-center,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,7.537,0.001,0.675,0.607,0.664,0.638,0.7,1.2e-05,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
xgb,k-center,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,8.352,0.454,0.73,0.725,0.797,0.795,0.836,4e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
rf,k-center,0.5,0.447,0.447,0.5,0.274,0.298,0.298,0.274,18.743,0.417,0.794,0.764,0.82,0.812,0.876,8e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
svc,k-center,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,7.124,0.001,0.51,0.452,0.668,0.765,0.254,4e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
logreg,k-center,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,7.154,0.006,0.588,0.595,0.742,0.792,0.749,1.1e-05,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
mlp,k-center,0.4,0.373,0.373,0.4,0.3,0.303,0.303,0.3,7.986,0.04,0.678,0.612,0.67,0.644,0.748,1.2e-05,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
naive_bayes,k-center,0.45,0.44,0.44,0.45,0.1,0.12,0.12,0.1,6.381,0.001,0.62,0.638,0.763,0.796,0.81,1e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
knn,k-center,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,3.447,0.001,0.492,0.477,0.574,0.543,0.504,3e-05,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0013747215270996094
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,3.75,0.505,0.614,0.629,0.754,0.785,0.774,4e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,16.272,0.268,0.659,0.68,0.783,0.802,0.824,7e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
svc,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.955,0.001,0.732,0.651,0.702,0.678,0.809,3e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
logreg,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,4.074,0.011,0.714,0.644,0.699,0.676,0.78,7e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
mlp,ag,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,5.602,0.943,0.766,0.699,0.751,0.732,0.842,1.3e-05,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
naive_bayes,ag,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,5.156,0.001,0.751,0.734,0.8,0.794,0.803,1e-06,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
knn,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,8.013,0.001,0.737,0.673,0.729,0.708,0.81,1.3e-05,original,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.55,0.042,0.802,0.761,0.813,0.803,0.856,4e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
rf,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.185,0.272,0.806,0.747,0.796,0.783,0.885,7e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
svc,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.657,0.002,0.798,0.725,0.774,0.757,0.876,2e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
logreg,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.14,0.01,0.784,0.732,0.785,0.771,0.869,8e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
mlp,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,7.894,0.845,0.788,0.736,0.789,0.775,0.871,1.1e-05,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
naive_bayes,ag,0.7,0.633,0.633,0.7,0.245,0.306,0.306,0.245,5.891,0.001,0.657,0.502,0.513,0.503,0.666,1e-06,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
knn,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.076,0.001,0.779,0.695,0.742,0.722,0.835,4.6e-05,latent,10,5,1460.200623035431,595.4579117298126,4.948716413460305e-07,0.0017290115356445312
xgb,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,6.233,0.022,0.691,0.705,0.793,0.801,0.844,4e-06,original,10,6,,,,
rf,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,16.412,0.175,0.755,0.694,0.749,0.731,0.839,4e-06,original,10,6,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.924,0.001,0.76,0.724,0.785,0.774,0.847,2e-06,original,10,6,,,,
logreg,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,6.444,0.01,0.747,0.704,0.765,0.751,0.822,1e-05,original,10,6,,,,
mlp,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,7.774,2.07,0.741,0.72,0.787,0.78,0.839,9e-06,original,10,6,,,,
naive_bayes,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,3.745,0.001,0.672,0.666,0.753,0.75,0.739,1e-06,original,10,6,,,,
knn,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.336,0.001,0.756,0.72,0.781,0.769,0.827,2.7e-05,original,10,6,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.827,0.303,0.676,0.585,0.631,0.604,0.73,4e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
rf,k-means,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,17.588,0.442,0.694,0.633,0.693,0.669,0.772,9e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
svc,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.507,0.001,0.778,0.727,0.781,0.767,0.863,3e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
logreg,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,2.708,0.006,0.776,0.743,0.801,0.792,0.868,7e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
mlp,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,8.654,1.045,0.772,0.737,0.795,0.784,0.857,1.7e-05,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
naive_bayes,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,5.002,0.001,0.67,0.679,0.773,0.779,0.715,1e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
knn,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,6.709,0.001,0.752,0.719,0.782,0.771,0.831,2e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.696,0.494,0.816,0.776,0.825,0.816,0.85,4e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.575,0.44,0.808,0.741,0.788,0.773,0.882,1e-05,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
svc,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,5.302,0.001,0.786,0.703,0.75,0.73,0.12,9e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
logreg,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.344,0.008,0.79,0.767,0.823,0.817,0.888,8e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
mlp,k-means,0.65,0.627,0.627,0.65,0.2,0.213,0.213,0.2,3.894,0.051,0.793,0.748,0.801,0.789,0.877,1.5e-05,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
naive_bayes,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.507,0.001,0.656,0.616,0.688,0.666,0.697,2e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
knn,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.693,0.001,0.779,0.753,0.812,0.804,0.861,1.7e-05,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0014111995697021484
xgb,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,7.414,0.055,0.64,0.555,0.603,0.574,0.693,6e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
rf,k-center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,18.127,0.458,0.6,0.612,0.745,0.779,0.751,1.1e-05,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
svc,k-center,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,7.533,0.002,0.569,0.572,0.72,0.759,0.393,2e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
logreg,k-center,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.737,0.006,0.574,0.537,0.614,0.584,0.624,9e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
mlp,k-center,0.6,0.587,0.587,0.6,0.255,0.267,0.267,0.255,7.985,1.231,0.562,0.457,0.486,0.462,0.608,2.2e-05,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
naive_bayes,k-center,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,7.223,0.002,0.677,0.574,0.615,0.589,0.758,1e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
knn,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.753,0.001,0.513,0.319,0.286,0.325,0.509,2.6e-05,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
xgb,k-center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,5.997,0.04,0.765,0.745,0.808,0.801,0.861,4e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
rf,k-center,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,17.39,0.359,0.812,0.738,0.784,0.768,0.889,1.1e-05,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
svc,k-center,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,7.244,0.001,0.589,0.595,0.743,0.792,0.278,4e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
logreg,k-center,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,3.562,0.102,0.591,0.508,0.554,0.524,0.673,8e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
mlp,k-center,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,7.754,0.033,0.66,0.578,0.628,0.6,0.742,1.6e-05,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
naive_bayes,k-center,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,6.765,0.001,0.572,0.575,0.723,0.765,0.809,2e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
knn,k-center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.118,0.001,0.563,0.421,0.428,0.422,0.63,2.7e-05,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0025305747985839844
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.923,0.206,0.679,0.682,0.771,0.773,0.778,4e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
rf,ag,0.85,0.84,0.84,0.85,0.3,0.32,0.32,0.3,15.483,0.106,0.708,0.701,0.779,0.776,0.807,3e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
svc,ag,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,6.313,0.001,0.777,0.73,0.786,0.773,0.856,3e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
logreg,ag,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,7.143,0.007,0.748,0.753,0.822,0.824,0.87,6e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
mlp,ag,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,7.648,0.719,0.774,0.705,0.757,0.738,0.851,9e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
naive_bayes,ag,0.55,0.493,0.493,0.55,0.292,0.32,0.32,0.292,7.216,0.001,0.679,0.671,0.755,0.75,0.758,1e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
knn,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,7.3,0.001,0.742,0.672,0.725,0.704,0.806,3e-06,original,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.958,0.414,0.748,0.705,0.766,0.752,0.82,5e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,16.849,0.465,0.813,0.749,0.797,0.783,0.887,1.1e-05,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
svc,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.3,0.001,0.785,0.706,0.754,0.734,0.876,3e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
logreg,ag,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.268,0.012,0.765,0.707,0.762,0.745,0.847,8e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
mlp,ag,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,5.537,1.072,0.81,0.758,0.808,0.796,0.883,1.1e-05,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
naive_bayes,ag,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,5.541,0.001,0.562,0.495,0.549,0.516,0.566,2e-06,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.355,0.001,0.79,0.751,0.806,0.796,0.86,3.1e-05,latent,10,6,1580.2218163013458,280.2775571346283,5.181184969100884e-07,0.0013773441314697266
xgb,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,5.807,0.032,0.662,0.592,0.649,0.621,0.777,5e-06,original,10,7,,,,
rf,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,15.126,0.178,0.739,0.694,0.756,0.741,0.829,1e-05,original,10,7,,,,
svc,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,3.973,0.002,0.685,0.689,0.776,0.778,0.293,4e-06,original,10,7,,,,
logreg,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.604,0.005,0.752,0.684,0.737,0.717,0.829,7e-06,original,10,7,,,,
mlp,random,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,7.76,1.249,0.758,0.704,0.761,0.745,0.841,1.6e-05,original,10,7,,,,
naive_bayes,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.067,0.002,0.695,0.693,0.776,0.775,0.695,2e-06,original,10,7,,,,
knn,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.354,0.001,0.742,0.667,0.719,0.697,0.813,5e-06,original,10,7,,,,
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.201,0.037,0.596,0.579,0.672,0.654,0.707,4e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,15.078,0.482,0.756,0.726,0.789,0.779,0.846,1.2e-05,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
svc,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.803,0.001,0.728,0.6,0.632,0.61,0.172,4e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
logreg,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.342,0.008,0.762,0.681,0.73,0.709,0.836,8e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
mlp,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,8.4,1.954,0.777,0.695,0.742,0.722,0.849,1.8e-05,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
naive_bayes,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,5.519,0.001,0.607,0.611,0.724,0.732,0.647,1e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
knn,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,8.018,0.001,0.761,0.719,0.779,0.765,0.845,3e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.925,0.174,0.738,0.728,0.798,0.794,0.838,4e-06,latent,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,14.407,0.502,0.79,0.726,0.776,0.76,0.878,1.5e-05,latent,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
svc,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,6.656,0.001,0.777,0.696,0.744,0.723,0.134,4e-06,latent,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
logreg,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,4.137,0.01,0.771,0.722,0.779,0.764,0.854,5e-06,latent,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
mlp,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.975,0.022,0.791,0.74,0.793,0.78,0.878,1e-05,latent,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
naive_bayes,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,5.201,0.001,0.633,0.517,0.548,0.525,0.638,2e-06,latent,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
knn,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,8.502,0.001,0.768,0.694,0.744,0.724,0.838,1.8e-05,latent,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014853477478027344
xgb,k-center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,8.041,0.051,0.423,0.422,0.536,0.504,0.374,1e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014715194702148438
rf,k-center,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,18.283,0.4,0.364,0.362,0.457,0.414,0.359,9e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014715194702148438
svc,k-center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,5.525,0.002,0.561,0.542,0.635,0.611,0.483,4e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014715194702148438
logreg,k-center,0.55,0.48,0.48,0.55,0.1,0.147,0.147,0.1,7.27,0.006,0.565,0.569,0.696,0.707,0.605,8e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014715194702148438
mlp,k-center,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,7.695,1.106,0.582,0.498,0.543,0.513,0.62,9e-06,original,10,7,1264.9239554405212,689.1221368312836,4.657181535586269e-07,0.0014715194702148438
