model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
mlp,lc,0.868,0.867,0.867,0.868,0.006,0.006,0.006,0.006,22.616,5.684,0.188,0.176,0.214,0.183,0.104,1.9e-05,latent,0.2,8,0,0,0,0.00251007080078125
naive_bayes,lc,0.699,0.698,0.698,0.699,0.014,0.014,0.014,0.014,3.717,0.002,0.219,0.211,0.26,0.222,0.132,1e-06,latent,0.2,8,0,0,0,0.00251007080078125
knn,lc,0.764,0.764,0.764,0.764,0.019,0.019,0.019,0.019,5.846,0.001,0.232,0.214,0.255,0.222,0.166,3.9e-05,latent,0.2,8,0,0,0,0.00251007080078125
xgb,craig,0.638,0.638,0.639,0.64,0.023,0.024,0.023,0.022,6.386,106.935,0.743,0.673,0.727,0.706,0.824,5e-06,original,0.2,8,0,0,0,0.0014564990997314453
rf,craig,0.637,0.637,0.638,0.638,0.017,0.017,0.017,0.016,16.134,1.945,0.793,0.728,0.778,0.762,0.865,3e-05,original,0.2,8,0,0,0,0.0014564990997314453
svc,craig,0.646,0.646,0.647,0.647,0.03,0.03,0.03,0.03,45.333,5.483,0.82,0.768,0.816,0.804,0.897,0.00064,original,0.2,8,0,0,0,0.0014564990997314453
logreg,craig,0.621,0.621,0.622,0.623,0.025,0.025,0.025,0.024,7.69,2.116,0.804,0.758,0.81,0.799,0.888,1.2e-05,original,0.2,8,0,0,0,0.0014564990997314453
mlp,craig,0.638,0.638,0.639,0.64,0.019,0.019,0.019,0.019,27.783,148.094,0.807,0.751,0.801,0.788,0.889,3.7e-05,original,0.2,8,0,0,0,0.0014564990997314453
naive_bayes,craig,0.523,0.406,0.394,0.503,0.022,0.035,0.036,0.023,6.404,0.003,0.516,0.241,0.161,0.271,0.683,1e-06,original,0.2,8,0,0,0,0.0014564990997314453
knn,craig,0.589,0.589,0.59,0.59,0.035,0.034,0.034,0.034,9.533,0.001,0.596,0.56,0.638,0.611,0.634,6e-05,original,0.2,8,0,0,0,0.0014564990997314453
xgb,craig,0.618,0.618,0.619,0.62,0.018,0.018,0.018,0.018,5.619,0.228,0.776,0.729,0.786,0.772,0.853,4e-06,latent,0.2,8,0,0,0,0.0014564990997314453
rf,craig,0.607,0.606,0.608,0.61,0.028,0.028,0.028,0.027,35.693,7.554,0.788,0.743,0.797,0.785,0.855,7.1e-05,latent,0.2,8,0,0,0,0.0014564990997314453
svc,craig,0.615,0.614,0.616,0.616,0.022,0.022,0.022,0.022,30.522,4.894,0.794,0.744,0.796,0.783,0.88,0.000348,latent,0.2,8,0,0,0,0.0014564990997314453
logreg,craig,0.629,0.629,0.63,0.632,0.017,0.017,0.017,0.017,5.559,2.261,0.807,0.754,0.804,0.792,0.882,0.0,latent,0.2,8,0,0,0,0.0014564990997314453
mlp,craig,0.611,0.61,0.612,0.615,0.028,0.029,0.029,0.028,14.0,17.542,0.817,0.767,0.816,0.804,0.895,2.1e-05,latent,0.2,8,0,0,0,0.0014564990997314453
naive_bayes,craig,0.532,0.493,0.501,0.547,0.034,0.039,0.038,0.034,3.644,0.002,0.602,0.614,0.745,0.778,0.806,1e-06,latent,0.2,8,0,0,0,0.0014564990997314453
knn,craig,0.577,0.577,0.578,0.578,0.035,0.035,0.035,0.035,6.933,0.001,0.569,0.538,0.619,0.59,0.602,5.1e-05,latent,0.2,8,0,0,0,0.0014564990997314453
xgb,random,0.828,0.828,0.828,0.828,0.008,0.008,0.008,0.008,10.594,85.981,0.824,0.771,0.818,0.807,0.911,2e-05,original,0.2,9,,,,
rf,random,0.827,0.826,0.826,0.827,0.011,0.011,0.011,0.01,36.714,4.521,0.822,0.758,0.805,0.791,0.904,8.5e-05,original,0.2,9,,,,
svc,random,0.824,0.824,0.824,0.824,0.008,0.008,0.008,0.008,97.646,4.905,0.816,0.754,0.801,0.788,0.896,0.000246,original,0.2,9,,,,
logreg,random,0.829,0.828,0.828,0.829,0.012,0.012,0.012,0.012,4.894,0.137,0.813,0.756,0.805,0.792,0.894,7e-06,original,0.2,9,,,,
mlp,random,0.824,0.824,0.824,0.824,0.011,0.011,0.011,0.011,22.107,89.418,0.817,0.754,0.801,0.788,0.901,1.9e-05,original,0.2,9,,,,
naive_bayes,random,0.664,0.631,0.631,0.664,0.013,0.018,0.018,0.013,3.96,0.005,0.648,0.482,0.488,0.482,0.707,1e-06,original,0.2,9,,,,
knn,random,0.806,0.806,0.806,0.806,0.005,0.005,0.005,0.005,9.641,0.001,0.798,0.731,0.78,0.764,0.864,7.2e-05,original,0.2,9,,,,
xgb,k-means,0.811,0.811,0.811,0.811,0.011,0.011,0.011,0.011,5.724,6.385,0.808,0.737,0.784,0.768,0.896,1.3e-05,original,0.2,9,0,0,0,0.0020072460174560547
rf,k-means,0.808,0.808,0.808,0.808,0.011,0.011,0.011,0.011,26.854,5.004,0.817,0.75,0.796,0.782,0.903,7.3e-05,original,0.2,9,0,0,0,0.0020072460174560547
svc,k-means,0.801,0.801,0.801,0.801,0.011,0.011,0.011,0.011,62.525,7.223,0.824,0.762,0.809,0.796,0.902,0.000235,original,0.2,9,0,0,0,0.0020072460174560547
logreg,k-means,0.807,0.807,0.807,0.807,0.008,0.008,0.008,0.008,3.448,0.123,0.82,0.766,0.814,0.802,0.896,9e-06,original,0.2,9,0,0,0,0.0020072460174560547
mlp,k-means,0.794,0.794,0.794,0.794,0.011,0.011,0.011,0.011,43.886,218.741,0.81,0.758,0.807,0.795,0.897,6e-05,original,0.2,9,0,0,0,0.0020072460174560547
naive_bayes,k-means,0.635,0.595,0.595,0.636,0.018,0.029,0.029,0.018,7.426,0.005,0.624,0.446,0.442,0.446,0.814,2e-06,original,0.2,9,0,0,0,0.0020072460174560547
knn,k-means,0.762,0.762,0.762,0.762,0.017,0.017,0.017,0.017,16.356,0.001,0.801,0.748,0.8,0.787,0.882,0.000148,original,0.2,9,0,0,0,0.0020072460174560547
xgb,k-means,0.81,0.809,0.809,0.81,0.014,0.014,0.014,0.014,10.693,0.607,0.781,0.68,0.722,0.701,0.88,4e-06,latent,0.2,9,0,0,0,0.0020072460174560547
rf,k-means,0.814,0.813,0.813,0.814,0.008,0.008,0.008,0.008,73.658,3.128,0.809,0.737,0.784,0.767,0.895,1.2e-05,latent,0.2,9,0,0,0,0.0020072460174560547
svc,k-means,0.802,0.802,0.802,0.802,0.011,0.011,0.011,0.011,63.642,2.984,0.805,0.745,0.794,0.78,0.89,0.000171,latent,0.2,9,0,0,0,0.0020072460174560547
logreg,k-means,0.809,0.809,0.809,0.809,0.008,0.008,0.008,0.008,2.411,0.171,0.807,0.753,0.803,0.79,0.892,0.0,latent,0.2,9,0,0,0,0.0020072460174560547
mlp,k-means,0.786,0.786,0.786,0.786,0.011,0.011,0.011,0.011,20.276,1.69,0.798,0.749,0.801,0.788,0.889,2.1e-05,latent,0.2,9,0,0,0,0.0020072460174560547
naive_bayes,k-means,0.738,0.729,0.729,0.738,0.012,0.013,0.013,0.012,2.488,0.003,0.72,0.734,0.812,0.819,0.864,1e-06,latent,0.2,9,0,0,0,0.0020072460174560547
knn,k-means,0.77,0.77,0.77,0.77,0.021,0.021,0.021,0.021,5.007,0.001,0.81,0.754,0.803,0.79,0.89,4.1e-05,latent,0.2,9,0,0,0,0.0020072460174560547
xgb,k-center,0.782,0.782,0.782,0.782,0.009,0.009,0.009,0.009,6.272,0.209,0.808,0.723,0.767,0.749,0.896,5e-06,original,0.2,9,0,0,0,0.0019145011901855469
rf,k-center,0.786,0.785,0.785,0.786,0.009,0.009,0.009,0.009,18.855,4.147,0.807,0.718,0.762,0.743,0.906,3.9e-05,original,0.2,9,0,0,0,0.0019145011901855469
svc,k-center,0.785,0.785,0.785,0.785,0.011,0.011,0.011,0.011,108.091,7.647,0.802,0.718,0.763,0.745,0.894,0.000277,original,0.2,9,0,0,0,0.0019145011901855469
logreg,k-center,0.784,0.784,0.784,0.784,0.01,0.01,0.01,0.01,3.971,0.193,0.816,0.74,0.786,0.77,0.896,9e-06,original,0.2,9,0,0,0,0.0019145011901855469
mlp,k-center,0.758,0.758,0.758,0.758,0.01,0.01,0.01,0.01,23.371,89.909,0.787,0.688,0.731,0.71,0.894,1.5e-05,original,0.2,9,0,0,0,0.0019145011901855469
naive_bayes,k-center,0.657,0.634,0.634,0.657,0.017,0.025,0.025,0.017,3.272,0.007,0.631,0.458,0.457,0.458,0.848,1e-06,original,0.2,9,0,0,0,0.0019145011901855469
knn,k-center,0.719,0.719,0.719,0.719,0.01,0.01,0.01,0.01,11.053,0.001,0.757,0.665,0.712,0.689,0.839,8.7e-05,original,0.2,9,0,0,0,0.0019145011901855469
xgb,k-center,0.773,0.773,0.773,0.773,0.012,0.012,0.012,0.012,24.233,102.944,0.8,0.715,0.761,0.742,0.889,3e-05,latent,0.2,9,0,0,0,0.0019145011901855469
rf,k-center,0.783,0.783,0.783,0.783,0.005,0.005,0.005,0.005,192.878,16.358,0.811,0.728,0.772,0.755,0.906,2.7e-05,latent,0.2,9,0,0,0,0.0019145011901855469
svc,k-center,0.779,0.779,0.779,0.779,0.01,0.01,0.01,0.01,45.399,3.426,0.809,0.728,0.774,0.756,0.893,0.000186,latent,0.2,9,0,0,0,0.0019145011901855469
logreg,k-center,0.785,0.785,0.785,0.785,0.012,0.012,0.012,0.012,2.491,0.166,0.812,0.734,0.78,0.763,0.896,0.0,latent,0.2,9,0,0,0,0.0019145011901855469
mlp,k-center,0.755,0.754,0.754,0.755,0.009,0.009,0.009,0.009,26.065,12.299,0.798,0.714,0.76,0.741,0.887,2.3e-05,latent,0.2,9,0,0,0,0.0019145011901855469
naive_bayes,k-center,0.722,0.713,0.713,0.722,0.016,0.019,0.018,0.016,7.549,0.003,0.732,0.742,0.817,0.821,0.871,1e-06,latent,0.2,9,0,0,0,0.0019145011901855469
knn,k-center,0.724,0.724,0.724,0.724,0.011,0.011,0.011,0.011,5.072,0.002,0.769,0.684,0.731,0.71,0.847,4.2e-05,latent,0.2,9,0,0,0,0.0019145011901855469
xgb,ag,0.809,0.809,0.809,0.809,0.016,0.016,0.016,0.016,12.192,81.582,0.804,0.742,0.791,0.776,0.891,1.6e-05,original,0.2,9,0,0,0,0.0025725364685058594
rf,ag,0.811,0.811,0.811,0.811,0.015,0.015,0.015,0.015,35.709,3.092,0.813,0.742,0.788,0.773,0.9,5.6e-05,original,0.2,9,0,0,0,0.0025725364685058594
svc,ag,0.801,0.801,0.801,0.801,0.02,0.02,0.02,0.02,83.214,3.931,0.818,0.757,0.805,0.791,0.899,0.000288,original,0.2,9,0,0,0,0.0025725364685058594
logreg,ag,0.81,0.81,0.81,0.81,0.014,0.014,0.014,0.014,3.238,0.125,0.821,0.767,0.815,0.803,0.896,1.1e-05,original,0.2,9,0,0,0,0.0025725364685058594
mlp,ag,0.792,0.792,0.792,0.792,0.016,0.016,0.016,0.016,21.584,145.512,0.813,0.743,0.79,0.775,0.895,3.8e-05,original,0.2,9,0,0,0,0.0025725364685058594
naive_bayes,ag,0.667,0.642,0.642,0.667,0.032,0.041,0.041,0.032,6.146,0.006,0.659,0.498,0.507,0.498,0.833,1e-06,original,0.2,9,0,0,0,0.0025725364685058594
knn,ag,0.761,0.761,0.761,0.761,0.013,0.013,0.013,0.013,11.107,0.007,0.803,0.747,0.797,0.784,0.881,7.7e-05,original,0.2,9,0,0,0,0.0025725364685058594
xgb,ag,0.81,0.81,0.81,0.81,0.021,0.021,0.021,0.021,20.085,7.201,0.78,0.691,0.736,0.715,0.884,6e-06,latent,0.2,9,0,0,0,0.0025725364685058594
rf,ag,0.812,0.812,0.812,0.812,0.015,0.015,0.015,0.015,85.139,2.906,0.802,0.728,0.776,0.759,0.891,1.3e-05,latent,0.2,9,0,0,0,0.0025725364685058594
svc,ag,0.804,0.804,0.804,0.804,0.017,0.017,0.017,0.017,49.219,3.857,0.805,0.747,0.797,0.783,0.89,0.000192,latent,0.2,9,0,0,0,0.0025725364685058594
logreg,ag,0.811,0.811,0.811,0.811,0.01,0.01,0.01,0.01,4.132,0.175,0.805,0.752,0.802,0.79,0.893,0.0,latent,0.2,9,0,0,0,0.0025725364685058594
mlp,ag,0.791,0.791,0.791,0.791,0.017,0.017,0.017,0.017,34.298,225.545,0.798,0.743,0.794,0.781,0.89,3.2e-05,latent,0.2,9,0,0,0,0.0025725364685058594
naive_bayes,ag,0.743,0.735,0.735,0.743,0.016,0.017,0.017,0.016,6.882,0.004,0.721,0.735,0.812,0.818,0.863,1e-06,latent,0.2,9,0,0,0,0.0025725364685058594
knn,ag,0.764,0.764,0.764,0.764,0.02,0.02,0.02,0.02,10.087,0.001,0.813,0.759,0.808,0.796,0.891,0.000488,latent,0.2,9,0,0,0,0.0025725364685058594
xgb,lc,0.854,0.854,0.854,0.854,0.015,0.015,0.015,0.015,5.417,5.853,0.198,0.185,0.224,0.192,0.116,6e-06,original,0.2,9,0,0,0,0.002377748489379883
rf,lc,0.82,0.819,0.819,0.82,0.012,0.012,0.012,0.012,19.022,2.535,0.205,0.187,0.222,0.193,0.125,3.9e-05,original,0.2,9,0,0,0,0.002377748489379883
svc,lc,0.855,0.855,0.855,0.855,0.013,0.013,0.013,0.013,50.925,6.578,0.184,0.175,0.215,0.182,0.107,0.000329,original,0.2,9,0,0,0,0.002377748489379883
logreg,lc,0.807,0.807,0.807,0.807,0.011,0.011,0.011,0.011,6.222,1.733,0.196,0.185,0.226,0.193,0.109,1.2e-05,original,0.2,9,0,0,0,0.002377748489379883
mlp,lc,0.856,0.856,0.856,0.856,0.017,0.017,0.017,0.017,34.362,354.249,0.186,0.177,0.217,0.184,0.101,2.7e-05,original,0.2,9,0,0,0,0.002377748489379883
naive_bayes,lc,0.586,0.526,0.526,0.586,0.014,0.021,0.021,0.014,9.735,0.005,0.31,0.326,0.469,0.437,0.172,1e-06,original,0.2,9,0,0,0,0.002377748489379883
knn,lc,0.764,0.764,0.764,0.764,0.019,0.019,0.019,0.019,7.324,0.001,0.214,0.205,0.252,0.215,0.164,4.2e-05,original,0.2,9,0,0,0,0.002377748489379883
xgb,lc,0.852,0.852,0.852,0.852,0.013,0.013,0.013,0.013,22.463,151.787,0.197,0.186,0.226,0.193,0.115,1.7e-05,latent,0.2,9,0,0,0,0.002377748489379883
rf,lc,0.827,0.827,0.827,0.827,0.011,0.011,0.011,0.011,111.375,2.752,0.197,0.183,0.22,0.189,0.136,1.3e-05,latent,0.2,9,0,0,0,0.002377748489379883
svc,lc,0.852,0.852,0.852,0.852,0.013,0.013,0.013,0.013,80.625,2.662,0.184,0.175,0.215,0.182,0.105,0.000189,latent,0.2,9,0,0,0,0.002377748489379883
logreg,lc,0.857,0.857,0.857,0.857,0.015,0.015,0.015,0.015,3.134,0.162,0.182,0.175,0.217,0.183,0.1,0.0,latent,0.2,9,0,0,0,0.002377748489379883
mlp,lc,0.859,0.858,0.858,0.859,0.015,0.015,0.015,0.015,17.021,1.354,0.183,0.175,0.215,0.182,0.1,1.5e-05,latent,0.2,9,0,0,0,0.002377748489379883
naive_bayes,lc,0.687,0.684,0.684,0.687,0.022,0.022,0.022,0.022,2.589,0.003,0.227,0.218,0.269,0.23,0.139,1e-06,latent,0.2,9,0,0,0,0.002377748489379883
knn,lc,0.755,0.754,0.754,0.755,0.014,0.014,0.014,0.014,3.784,0.001,0.214,0.21,0.263,0.223,0.158,4.1e-05,latent,0.2,9,0,0,0,0.002377748489379883
xgb,craig,0.626,0.626,0.628,0.63,0.025,0.025,0.025,0.026,8.471,149.659,0.791,0.728,0.779,0.763,0.868,8e-06,original,0.2,9,0,0,0,0.0015709400177001953
rf,craig,0.648,0.648,0.648,0.648,0.03,0.031,0.031,0.031,13.189,1.092,0.794,0.722,0.77,0.753,0.876,2e-05,original,0.2,9,0,0,0,0.0015709400177001953
svc,craig,0.624,0.624,0.625,0.626,0.021,0.021,0.021,0.022,33.62,2.583,0.808,0.763,0.813,0.803,0.89,0.000424,original,0.2,9,0,0,0,0.0015709400177001953
logreg,craig,0.623,0.623,0.625,0.626,0.028,0.028,0.028,0.028,6.11,0.582,0.808,0.761,0.812,0.8,0.889,1e-05,original,0.2,9,0,0,0,0.0015709400177001953
mlp,craig,0.623,0.623,0.625,0.625,0.027,0.027,0.027,0.028,25.728,130.33,0.799,0.76,0.813,0.803,0.888,3.6e-05,original,0.2,9,0,0,0,0.0015709400177001953
naive_bayes,craig,0.532,0.446,0.438,0.517,0.024,0.063,0.07,0.037,7.547,0.003,0.593,0.409,0.396,0.41,0.725,1e-06,original,0.2,9,0,0,0,0.0015709400177001953
knn,craig,0.582,0.582,0.583,0.583,0.01,0.01,0.01,0.011,7.441,0.001,0.635,0.59,0.662,0.636,0.668,6.9e-05,original,0.2,9,0,0,0,0.0015709400177001953
xgb,craig,0.639,0.639,0.641,0.642,0.022,0.022,0.022,0.023,11.959,201.536,0.791,0.748,0.802,0.791,0.874,2e-05,latent,0.2,9,0,0,0,0.0015709400177001953
rf,craig,0.638,0.638,0.639,0.64,0.015,0.015,0.015,0.015,53.737,1.478,0.785,0.739,0.793,0.78,0.861,8e-06,latent,0.2,9,0,0,0,0.0015709400177001953
svc,craig,0.618,0.618,0.619,0.62,0.029,0.029,0.029,0.03,26.973,2.543,0.807,0.757,0.808,0.796,0.891,0.000387,latent,0.2,9,0,0,0,0.0015709400177001953
logreg,craig,0.619,0.618,0.62,0.623,0.015,0.014,0.015,0.015,5.225,3.216,0.817,0.771,0.82,0.81,0.899,0.0,latent,0.2,9,0,0,0,0.0015709400177001953
mlp,craig,0.615,0.613,0.615,0.616,0.006,0.006,0.007,0.008,20.423,68.277,0.803,0.762,0.814,0.804,0.89,3.7e-05,latent,0.2,9,0,0,0,0.0015709400177001953
naive_bayes,craig,0.518,0.465,0.476,0.538,0.017,0.022,0.021,0.017,3.567,0.002,0.591,0.601,0.735,0.766,0.796,2e-06,latent,0.2,9,0,0,0,0.0015709400177001953
knn,craig,0.573,0.57,0.573,0.58,0.019,0.018,0.018,0.02,5.957,0.001,0.674,0.653,0.732,0.72,0.728,5.9e-05,latent,0.2,9,0,0,0,0.0015709400177001953
xgb,random,0.844,0.844,0.844,0.844,0.007,0.007,0.007,0.006,15.082,136.559,0.842,0.792,0.836,0.827,0.924,2.5e-05,original,0.5,5,,,,
rf,random,0.832,0.831,0.831,0.832,0.006,0.006,0.006,0.006,24.334,2.837,0.827,0.769,0.815,0.803,0.908,3.2e-05,original,0.5,5,,,,
svc,random,0.829,0.828,0.828,0.829,0.007,0.007,0.007,0.007,307.19,41.662,0.824,0.77,0.817,0.805,0.905,0.001388,original,0.5,5,,,,
logreg,random,0.825,0.825,0.825,0.825,0.01,0.01,0.01,0.01,10.641,10.061,0.822,0.769,0.817,0.805,0.9,8e-06,original,0.5,5,,,,
mlp,random,0.827,0.827,0.827,0.827,0.006,0.006,0.006,0.006,73.082,383.761,0.818,0.766,0.815,0.803,0.904,4.7e-05,original,0.5,5,,,,
naive_bayes,random,0.726,0.715,0.715,0.726,0.016,0.018,0.018,0.016,26.676,0.037,0.731,0.622,0.662,0.637,0.84,1e-06,original,0.5,5,,,,
knn,random,0.804,0.804,0.804,0.804,0.009,0.009,0.009,0.009,27.763,0.004,0.803,0.754,0.805,0.793,0.878,0.000954,original,0.5,5,,,,
xgb,k-means,0.821,0.821,0.821,0.821,0.005,0.005,0.005,0.005,13.552,74.249,0.826,0.768,0.815,0.803,0.91,2.2e-05,original,0.5,5,0,0,0,0.01258397102355957
rf,k-means,0.815,0.814,0.814,0.815,0.008,0.008,0.008,0.008,63.695,7.806,0.816,0.743,0.789,0.773,0.904,5e-05,original,0.5,5,0,0,0,0.01258397102355957
svc,k-means,0.811,0.81,0.81,0.811,0.008,0.008,0.008,0.008,480.216,30.983,0.813,0.734,0.779,0.762,0.9,0.000558,original,0.5,5,0,0,0,0.01258397102355957
logreg,k-means,0.809,0.809,0.809,0.809,0.006,0.006,0.006,0.006,8.313,2.972,0.819,0.754,0.801,0.787,0.898,6e-06,original,0.5,5,0,0,0,0.01258397102355957
mlp,k-means,0.807,0.807,0.807,0.807,0.006,0.006,0.006,0.006,48.239,273.509,0.809,0.735,0.781,0.765,0.896,3.3e-05,original,0.5,5,0,0,0,0.01258397102355957
naive_bayes,k-means,0.697,0.681,0.681,0.697,0.029,0.037,0.037,0.029,17.907,0.054,0.7,0.57,0.598,0.577,0.85,1e-06,original,0.5,5,0,0,0,0.01258397102355957
knn,k-means,0.783,0.783,0.783,0.783,0.008,0.008,0.008,0.008,28.321,0.001,0.797,0.727,0.776,0.76,0.87,0.000744,original,0.5,5,0,0,0,0.01258397102355957
xgb,k-means,0.819,0.819,0.819,0.819,0.008,0.008,0.008,0.008,22.596,1.664,0.814,0.736,0.782,0.765,0.9,4e-06,latent,0.5,5,0,0,0,0.01258397102355957
rf,k-means,0.814,0.814,0.814,0.814,0.007,0.007,0.007,0.007,174.733,10.35,0.816,0.747,0.793,0.778,0.902,1.9e-05,latent,0.5,5,0,0,0,0.01258397102355957
svc,k-means,0.812,0.812,0.812,0.812,0.008,0.008,0.008,0.008,418.313,50.295,0.807,0.729,0.776,0.758,0.897,0.001037,latent,0.5,5,0,0,0,0.01258397102355957
logreg,k-means,0.817,0.817,0.817,0.817,0.006,0.006,0.006,0.006,16.407,26.11,0.817,0.751,0.798,0.784,0.9,0.0,latent,0.5,5,0,0,0,0.01258397102355957
mlp,k-means,0.808,0.807,0.807,0.808,0.009,0.009,0.009,0.009,44.347,1.908,0.805,0.729,0.776,0.759,0.895,8e-06,latent,0.5,5,0,0,0,0.01258397102355957
naive_bayes,k-means,0.718,0.705,0.705,0.718,0.01,0.012,0.012,0.01,1.991,0.007,0.691,0.711,0.801,0.813,0.864,1e-06,latent,0.5,5,0,0,0,0.01258397102355957
knn,k-means,0.774,0.773,0.773,0.774,0.008,0.008,0.008,0.008,26.256,0.001,0.797,0.72,0.767,0.749,0.871,0.000157,latent,0.5,5,0,0,0,0.01258397102355957
xgb,k-center,0.822,0.822,0.822,0.822,0.004,0.004,0.004,0.004,8.274,0.209,0.835,0.795,0.841,0.833,0.917,5e-06,original,0.5,5,0,0,0,0.0017590522766113281
rf,k-center,0.816,0.815,0.815,0.816,0.004,0.004,0.004,0.004,31.474,3.213,0.82,0.747,0.792,0.777,0.907,3.7e-05,original,0.5,5,0,0,0,0.0017590522766113281
svc,k-center,0.809,0.809,0.809,0.809,0.004,0.004,0.004,0.004,566.571,49.287,0.81,0.732,0.778,0.761,0.899,0.000994,original,0.5,5,0,0,0,0.0017590522766113281
logreg,k-center,0.807,0.807,0.807,0.807,0.004,0.004,0.004,0.004,15.281,5.379,0.821,0.756,0.803,0.789,0.899,1e-05,original,0.5,5,0,0,0,0.0017590522766113281
mlp,k-center,0.807,0.806,0.806,0.807,0.007,0.007,0.007,0.007,46.544,159.211,0.808,0.727,0.772,0.754,0.893,1.1e-05,original,0.5,5,0,0,0,0.0017590522766113281
naive_bayes,k-center,0.704,0.691,0.691,0.704,0.017,0.02,0.02,0.017,2.094,0.015,0.697,0.565,0.592,0.571,0.85,1e-06,original,0.5,5,0,0,0,0.0017590522766113281
knn,k-center,0.778,0.778,0.778,0.778,0.004,0.004,0.004,0.004,17.057,0.002,0.792,0.712,0.759,0.741,0.859,0.000248,original,0.5,5,0,0,0,0.0017590522766113281
xgb,k-center,0.815,0.814,0.814,0.815,0.008,0.008,0.008,0.008,23.786,66.39,0.821,0.747,0.792,0.777,0.907,1.2e-05,latent,0.5,5,0,0,0,0.0017590522766113281
rf,k-center,0.812,0.812,0.812,0.812,0.005,0.005,0.005,0.005,283.644,31.905,0.819,0.744,0.789,0.774,0.906,4.2e-05,latent,0.5,5,0,0,0,0.0017590522766113281
svc,k-center,0.81,0.81,0.81,0.81,0.005,0.005,0.005,0.005,353.771,31.602,0.805,0.727,0.773,0.756,0.897,0.000382,latent,0.5,5,0,0,0,0.0017590522766113281
logreg,k-center,0.815,0.815,0.815,0.815,0.005,0.005,0.005,0.005,7.801,12.473,0.817,0.749,0.796,0.781,0.9,0.0,latent,0.5,5,0,0,0,0.0017590522766113281
mlp,k-center,0.807,0.807,0.807,0.807,0.008,0.008,0.008,0.008,29.878,1.784,0.811,0.731,0.776,0.759,0.896,8e-06,latent,0.5,5,0,0,0,0.0017590522766113281
naive_bayes,k-center,0.717,0.705,0.705,0.717,0.011,0.012,0.012,0.011,7.531,0.006,0.693,0.713,0.802,0.815,0.866,1e-06,latent,0.5,5,0,0,0,0.0017590522766113281
knn,k-center,0.774,0.774,0.774,0.774,0.009,0.009,0.009,0.009,12.371,0.001,0.787,0.704,0.751,0.732,0.86,5.9e-05,latent,0.5,5,0,0,0,0.0017590522766113281
xgb,ag,0.821,0.821,0.821,0.821,0.007,0.007,0.007,0.007,13.934,21.0,0.824,0.772,0.819,0.808,0.907,4e-06,original,0.5,5,0,0,0,0.0017199516296386719
rf,ag,0.818,0.817,0.817,0.818,0.006,0.006,0.006,0.006,34.279,9.885,0.819,0.752,0.799,0.785,0.906,6.1e-05,original,0.5,5,0,0,0,0.0017199516296386719
svc,ag,0.81,0.81,0.81,0.81,0.003,0.003,0.003,0.003,533.983,57.579,0.817,0.74,0.786,0.769,0.901,0.001409,original,0.5,5,0,0,0,0.0017199516296386719
logreg,ag,0.809,0.809,0.809,0.809,0.006,0.006,0.006,0.006,24.962,5.382,0.822,0.758,0.805,0.791,0.899,1e-05,original,0.5,5,0,0,0,0.0017199516296386719
mlp,ag,0.805,0.805,0.805,0.805,0.005,0.005,0.005,0.005,98.667,233.343,0.811,0.736,0.782,0.766,0.898,1.5e-05,original,0.5,5,0,0,0,0.0017199516296386719
naive_bayes,ag,0.705,0.691,0.691,0.705,0.022,0.029,0.029,0.022,9.09,0.014,0.703,0.575,0.605,0.583,0.85,1e-06,original,0.5,5,0,0,0,0.0017199516296386719
knn,ag,0.778,0.778,0.778,0.778,0.005,0.005,0.005,0.005,20.169,0.002,0.806,0.738,0.786,0.77,0.874,0.000509,original,0.5,5,0,0,0,0.0017199516296386719
xgb,ag,0.819,0.819,0.819,0.819,0.003,0.003,0.003,0.003,20.902,0.425,0.814,0.741,0.787,0.771,0.9,4e-06,latent,0.5,5,0,0,0,0.0017199516296386719
rf,ag,0.815,0.815,0.815,0.815,0.003,0.003,0.003,0.003,186.681,7.443,0.818,0.749,0.796,0.781,0.906,1.7e-05,latent,0.5,5,0,0,0,0.0017199516296386719
svc,ag,0.812,0.812,0.812,0.812,0.004,0.003,0.003,0.004,471.544,40.025,0.806,0.73,0.776,0.759,0.898,0.000455,latent,0.5,5,0,0,0,0.0017199516296386719
logreg,ag,0.817,0.817,0.817,0.817,0.004,0.004,0.004,0.004,11.957,13.622,0.819,0.755,0.802,0.788,0.9,0.0,latent,0.5,5,0,0,0,0.0017199516296386719
mlp,ag,0.808,0.808,0.808,0.808,0.002,0.002,0.002,0.002,35.834,2.432,0.811,0.744,0.791,0.776,0.899,1.7e-05,latent,0.5,5,0,0,0,0.0017199516296386719
naive_bayes,ag,0.718,0.705,0.705,0.718,0.005,0.005,0.005,0.005,2.842,0.007,0.691,0.711,0.8,0.813,0.864,1e-06,latent,0.5,5,0,0,0,0.0017199516296386719
knn,ag,0.772,0.772,0.772,0.772,0.006,0.006,0.006,0.006,18.748,0.001,0.794,0.718,0.766,0.748,0.871,0.000953,latent,0.5,5,0,0,0,0.0017199516296386719
