Subset,Score,Default Train Time,Opt Train Time,Opt Train Time Total,Hostname,Data Distill Time,Inference Time,Dataset,Classifier,N,Data Parse Mode,Post Data Parse Mode,Data Mode,Distill Method,Encoder,Distill Space,Output Space,Convert Binary,Cluster Center,Short Name
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,10,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,10,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,10,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,10,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,10,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,10,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,10,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,20,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,30,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,40,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,50,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,60,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,70,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,80,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,90,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8440722664984994,50.62914037704468,0,0,Unknown,-1.0,0.06045246124267578,Adult,XGBClassifier,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7738465055854835,3357.0565168857574,0,0,inwons-mbp.watson.ibm.com,-1.0,0.2814598083496094,Adult,FTTransformer,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7851314809959287,115.1127450466156,0,0,inwons-mbp.watson.ibm.com,-1.0,0.010120868682861328,Adult,ResNet,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7793975512991108,166.05497002601624,0,0,Unknown,-1.0,0.024068832397460938,Adult,MLPClassifier,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.8221386741596906,1.8029849529266357,0,0,Unknown,-1.0,0.0017194747924804688,Adult,LogisticRegression,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.713348903545534,0.043621063232421875,0,0,Unknown,-1.0,0.004011392593383789,Adult,GaussianNB,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.7547644501373523,0.0032341480255126953,0,0,Unknown,-1.0,1.3623721599578857,Adult,KNeighborsClassifier,100,mixed,mixed,Mixed -> Original -> Mixed,Original,N/A,N/A,original,False,centroid,Mixed -> ORI -> Mixed
Test,0.6939009266190043,12.403972864151001,0,0,Unknown,0.012331962585449219,0.058916568756103516,Adult,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7633795445441727,7.5051109790802,0,0,Unknown,0.015586376190185547,0.05924582481384277,Adult,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.769779869907776,12.537972211837769,0,0,Unknown,0.01172780990600586,0.0633535385131836,Adult,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.6905601469294219,12.102906703948975,0,0,Unknown,0.012044191360473633,0.06069016456604004,Adult,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7169599155561095,11.329967021942139,0,0,Unknown,0.020664215087890625,0.06194448471069336,Adult,XGBClassifier,10,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7448651253650771,14.957966327667236,0,0,Unknown,0.014522075653076172,0.05773591995239258,Adult,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7655331134631882,13.799741506576538,0,0,Unknown,0.016575336456298828,0.05942225456237793,Adult,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.782969622427983,15.947522640228271,0,0,Unknown,0.010677099227905273,0.05867362022399902,Adult,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7166733086199454,15.883817672729492,0,0,Unknown,0.020754575729370117,0.06385302543640137,Adult,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7195325722821567,13.841650009155273,0,0,Unknown,0.017195701599121094,0.06493616104125977,Adult,XGBClassifier,20,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7554773087746856,15.909288167953491,0,0,Unknown,0.01182246208190918,0.06106686592102051,Adult,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7627586396051589,18.05946683883667,0,0,Unknown,0.018355369567871094,0.06027030944824219,Adult,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.766039754290712,19.424925327301025,0,0,Unknown,0.021439552307128906,0.060273170471191406,Adult,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7471265108908589,19.311061143875122,0,0,Unknown,0.02042841911315918,0.0626378059387207,Adult,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.747031231098833,19.219990730285645,0,0,Unknown,0.020373106002807617,0.06513047218322754,Adult,XGBClassifier,30,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7732180273869533,19.513171911239624,0,0,Unknown,0.016211509704589844,0.06953239440917969,Adult,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7544044132862808,20.29856586456299,0,0,Unknown,0.01194453239440918,0.06024980545043945,Adult,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7629464359729008,21.734219789505005,0,0,Unknown,0.011781692504882812,0.06256675720214844,Adult,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7452182541753734,21.177836179733276,0,0,Unknown,0.016841411590576172,0.06224703788757324,Adult,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7569678592912943,21.63244605064392,0,0,Unknown,0.01342916488647461,0.06209278106689453,Adult,XGBClassifier,40,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7596785744915017,21.011411666870117,0,0,Unknown,0.020879745483398438,0.05898332595825195,Adult,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.759586825475872,22.131253242492676,0,0,Unknown,0.010678529739379883,0.06018829345703125,Adult,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7686242826127582,23.159714937210083,0,0,Unknown,0.021483659744262695,0.06372690200805664,Adult,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7661994579593012,22.455480337142944,0,0,Unknown,0.01791667938232422,0.06193876266479492,Adult,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7701414930496923,22.276854991912842,0,0,Unknown,0.01900625228881836,0.06632065773010254,Adult,XGBClassifier,50,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7578985514810737,21.637203216552734,0,0,Unknown,0.011021852493286133,0.05917525291442871,Adult,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7633199818814883,23.856120347976685,0,0,Unknown,0.011101484298706055,0.06624126434326172,Adult,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7725865812894231,25.966531991958618,0,0,Unknown,0.014947652816772461,0.05974888801574707,Adult,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7739426041082682,24.497763872146606,0,0,Unknown,0.011623859405517578,0.06674528121948242,Adult,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7790136177440242,24.16173481941223,0,0,Unknown,0.015242815017700195,0.06951570510864258,Adult,XGBClassifier,60,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.75454733297432,23.999152898788452,0,0,Unknown,0.018482208251953125,0.0608367919921875,Adult,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.773984717571661,25.577980995178223,0,0,Unknown,0.012363672256469727,0.06894040107727051,Adult,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7728949357613613,27.764057397842407,0,0,Unknown,0.020463943481445312,0.060708045959472656,Adult,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7795307997300644,25.823562622070312,0,0,Unknown,0.014802694320678711,0.05703568458557129,Adult,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7767500318793289,25.730406284332275,0,0,Unknown,0.014317035675048828,0.060736894607543945,Adult,XGBClassifier,70,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7534933194640343,26.67132067680359,0,0,Unknown,0.015157461166381836,0.0649576187133789,Adult,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.76929845622175,28.334068298339844,0,0,Unknown,0.016713380813598633,0.06097722053527832,Adult,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7682114887984328,28.692859172821045,0,0,Unknown,0.010889291763305664,0.06194734573364258,Adult,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7713994216895288,27.183037042617798,0,0,Unknown,0.011806011199951172,0.06638073921203613,Adult,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7821055544536805,25.821585416793823,0,0,Unknown,0.011274576187133789,0.06453919410705566,Adult,XGBClassifier,80,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.758724087939052,28.175623655319214,0,0,Unknown,0.012665987014770508,0.06793427467346191,Adult,XGBClassifier,90,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7622393084508775,30.653867483139038,0,0,Unknown,0.013668060302734375,0.06104469299316406,Adult,XGBClassifier,90,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7702494119978034,29.39392638206482,0,0,Unknown,0.017543315887451172,0.06648850440979004,Adult,XGBClassifier,90,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
Test,0.7803128922871674,27.91859531402588,0,0,Unknown,0.0158078670501709,0.060029029846191406,Adult,XGBClassifier,90,mixed,mixed,Mixed -> Random Sample -> Mixed,Random Sample,N/A,N/A,original,False,centroid,Mixed -> RS -> Mixed
