model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
mlp,ag,0.725,0.704,0.704,0.725,0.094,0.107,0.107,0.094,6.753,0.785,0.8,0.752,0.804,0.792,0.883,1.2e-05,original,20,8,,,,,104.55651473999023
naive_bayes,ag,0.825,0.823,0.823,0.825,0.127,0.129,0.129,0.127,6.607,0.001,0.738,0.654,0.703,0.68,0.761,1e-06,original,20,8,,,,,104.55651473999023
knn,ag,0.825,0.815,0.815,0.825,0.1,0.107,0.107,0.1,6.797,0.001,0.772,0.687,0.735,0.714,0.845,1.6e-05,original,20,8,,,,,104.55651473999023
xgb,k_center,0.475,0.407,0.407,0.475,0.094,0.108,0.108,0.094,3.462,0.059,0.695,0.588,0.628,0.602,0.772,1e-06,original,20,8,,,,,0.7910230159759521
rf,k_center,0.425,0.403,0.403,0.425,0.1,0.086,0.086,0.1,13.186,0.106,0.741,0.696,0.758,0.742,0.807,5e-06,original,20,8,,,,,0.7910230159759521
svc,k_center,0.55,0.466,0.466,0.55,0.127,0.159,0.159,0.127,6.553,0.003,0.51,0.452,0.668,0.765,0.283,6e-06,original,20,8,,,,,0.7910230159759521
logreg,k_center,0.475,0.434,0.434,0.475,0.094,0.103,0.103,0.094,5.602,0.007,0.585,0.591,0.741,0.793,0.731,5e-06,original,20,8,,,,,0.7910230159759521
mlp,k_center,0.425,0.413,0.413,0.425,0.127,0.124,0.124,0.127,6.886,0.738,0.659,0.546,0.581,0.556,0.724,1.1e-05,original,20,8,,,,,0.7910230159759521
naive_bayes,k_center,0.5,0.463,0.463,0.5,0.137,0.144,0.144,0.137,6.394,0.001,0.664,0.549,0.582,0.558,0.704,1e-06,original,20,8,,,,,0.7910230159759521
knn,k_center,0.575,0.534,0.534,0.575,0.17,0.188,0.188,0.17,3.179,0.001,0.582,0.511,0.565,0.533,0.606,2.1e-05,original,20,8,,,,,0.7910230159759521
xgb,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,3.136,0.039,0.241,0.25,0.329,0.281,0.149,4e-06,original,20,8,,,,,4.399917364120483
rf,lc,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,15.982,0.348,0.24,0.248,0.324,0.277,0.146,1.4e-05,original,20,8,,,,,4.399917364120483
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.308,0.003,0.24,0.171,0.168,0.171,0.119,3e-06,original,20,8,,,,,4.399917364120483
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.713,0.007,0.247,0.169,0.16,0.169,0.122,7e-06,original,20,8,,,,,4.399917364120483
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.987,1.591,0.23,0.206,0.24,0.211,0.137,1.3e-05,original,20,8,,,,,4.399917364120483
naive_bayes,lc,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,5.873,0.002,0.262,0.285,0.407,0.361,0.257,1e-06,original,20,8,,,,,4.399917364120483
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.946,0.001,0.239,0.199,0.221,0.201,0.185,2.6e-05,original,20,8,,,,,4.399917364120483
xgb,random,0.775,0.77,0.77,0.775,0.094,0.096,0.096,0.094,6.816,0.045,0.767,0.707,0.762,0.745,0.842,5e-06,original,20,9,,,,,
rf,random,0.675,0.669,0.669,0.675,0.127,0.126,0.126,0.127,13.786,0.1,0.774,0.718,0.773,0.757,0.847,5e-06,original,20,9,,,,,
svc,random,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,6.898,0.003,0.754,0.691,0.746,0.727,0.836,4e-06,original,20,9,,,,,
logreg,random,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,6.867,0.007,0.751,0.689,0.744,0.725,0.833,6e-06,original,20,9,,,,,
mlp,random,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,7.759,0.717,0.766,0.709,0.764,0.748,0.849,1.6e-05,original,20,9,,,,,
naive_bayes,random,0.7,0.695,0.695,0.7,0.127,0.126,0.126,0.127,5.897,0.001,0.674,0.556,0.589,0.565,0.723,1e-06,original,20,9,,,,,
knn,random,0.875,0.873,0.873,0.875,0.0,0.0,0.0,0.0,5.219,0.001,0.747,0.7,0.76,0.744,0.816,1.5e-05,original,20,9,,,,,
xgb,k-means,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,4.225,0.042,0.5,0.193,0.093,0.24,0.694,3e-06,original,20,9,,,,,0.5482902526855469
rf,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,16.255,0.107,0.5,0.193,0.092,0.239,0.858,3e-06,original,20,9,,,,,0.5482902526855469
svc,k-means,0.8,0.793,0.793,0.8,0.061,0.066,0.066,0.061,6.764,0.001,0.8,0.74,0.791,0.776,0.883,4e-06,original,20,9,,,,,0.5482902526855469
logreg,k-means,0.825,0.822,0.822,0.825,0.1,0.102,0.102,0.1,6.759,0.013,0.748,0.732,0.799,0.793,0.846,6e-06,original,20,9,,,,,0.5482902526855469
mlp,k-means,0.7,0.698,0.698,0.7,0.127,0.128,0.128,0.127,7.612,1.55,0.794,0.765,0.82,0.812,0.88,9e-06,original,20,9,,,,,0.5482902526855469
naive_bayes,k-means,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,6.564,0.001,0.753,0.671,0.721,0.698,0.769,1e-06,original,20,9,,,,,0.5482902526855469
knn,k-means,0.85,0.848,0.848,0.85,0.146,0.148,0.148,0.146,4.952,0.001,0.753,0.725,0.789,0.779,0.843,8e-06,original,20,9,,,,,0.5482902526855469
xgb,ag,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,4.171,0.021,0.594,0.391,0.368,0.394,0.748,2e-06,original,20,9,,,,,108.2972149848938
rf,ag,0.9,0.898,0.898,0.9,0.05,0.051,0.051,0.05,15.509,0.466,0.502,0.198,0.1,0.243,0.846,1e-05,original,20,9,,,,,108.2972149848938
svc,ag,0.75,0.742,0.742,0.75,0.079,0.081,0.081,0.079,6.469,0.002,0.793,0.724,0.773,0.756,0.872,4e-06,original,20,9,,,,,108.2972149848938
logreg,ag,0.775,0.77,0.77,0.775,0.2,0.201,0.201,0.2,6.751,0.013,0.737,0.719,0.788,0.781,0.842,8e-06,original,20,9,,,,,108.2972149848938
mlp,ag,0.625,0.613,0.613,0.625,0.112,0.114,0.114,0.112,7.077,0.909,0.806,0.752,0.802,0.789,0.885,1.2e-05,original,20,9,,,,,108.2972149848938
naive_bayes,ag,0.85,0.848,0.848,0.85,0.05,0.049,0.049,0.05,6.434,0.001,0.738,0.653,0.703,0.679,0.76,1e-06,original,20,9,,,,,108.2972149848938
knn,ag,0.8,0.798,0.798,0.8,0.1,0.101,0.101,0.1,6.103,0.001,0.774,0.706,0.758,0.74,0.849,1.1e-05,original,20,9,,,,,108.2972149848938
xgb,k_center,0.725,0.71,0.71,0.725,0.229,0.243,0.243,0.229,6.549,0.036,0.734,0.665,0.72,0.698,0.803,4e-06,original,20,9,,,,,0.8685910701751709
rf,k_center,0.625,0.618,0.618,0.625,0.079,0.074,0.074,0.079,14.989,0.224,0.735,0.675,0.732,0.712,0.822,5e-06,original,20,9,,,,,0.8685910701751709
svc,k_center,0.6,0.505,0.505,0.6,0.094,0.154,0.154,0.094,6.776,0.003,0.51,0.452,0.668,0.765,0.174,5e-06,original,20,9,,,,,0.8685910701751709
logreg,k_center,0.55,0.519,0.519,0.55,0.127,0.124,0.124,0.127,6.899,0.005,0.55,0.53,0.71,0.784,0.834,6e-06,original,20,9,,,,,0.8685910701751709
mlp,k_center,0.5,0.476,0.476,0.5,0.112,0.103,0.103,0.112,7.701,0.916,0.739,0.702,0.766,0.752,0.826,1.4e-05,original,20,9,,,,,0.8685910701751709
naive_bayes,k_center,0.55,0.533,0.533,0.55,0.127,0.135,0.135,0.127,6.603,0.001,0.657,0.539,0.57,0.547,0.719,1e-06,original,20,9,,,,,0.8685910701751709
knn,k_center,0.6,0.527,0.527,0.6,0.122,0.189,0.189,0.122,6.741,0.001,0.65,0.671,0.779,0.801,0.761,2.8e-05,original,20,9,,,,,0.8685910701751709
xgb,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,3.174,0.019,0.229,0.233,0.302,0.256,0.142,4e-06,original,20,9,,,,,4.24060845375061
rf,lc,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,16.941,0.204,0.249,0.253,0.327,0.28,0.161,5e-06,original,20,9,,,,,4.24060845375061
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.734,0.003,0.249,0.168,0.157,0.168,0.123,4e-06,original,20,9,,,,,4.24060845375061
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.194,0.005,0.259,0.174,0.161,0.174,0.126,7e-06,original,20,9,,,,,4.24060845375061
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.778,1.092,0.238,0.193,0.21,0.194,0.135,1.4e-05,original,20,9,,,,,4.24060845375061
naive_bayes,lc,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,6.574,0.001,0.262,0.285,0.406,0.361,0.259,1e-06,original,20,9,,,,,4.24060845375061
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.787,0.001,0.239,0.199,0.221,0.201,0.185,2.9e-05,original,20,9,,,,,4.24060845375061
xgb,random,0.733,0.732,0.732,0.733,0.097,0.098,0.098,0.097,6.201,0.032,0.76,0.704,0.76,0.742,0.848,2e-06,original,30,5,,,,,
rf,random,0.7,0.693,0.693,0.7,0.125,0.13,0.13,0.125,14.093,0.098,0.738,0.677,0.735,0.715,0.829,3e-06,original,30,5,,,,,
svc,random,0.767,0.765,0.765,0.767,0.111,0.111,0.111,0.111,6.071,0.003,0.772,0.742,0.801,0.791,0.859,7e-06,original,30,5,,,,,
logreg,random,0.817,0.812,0.812,0.817,0.082,0.085,0.085,0.082,5.134,0.005,0.77,0.749,0.81,0.804,0.859,9e-06,original,30,5,,,,,
mlp,random,0.783,0.782,0.782,0.783,0.125,0.126,0.126,0.125,8.116,0.722,0.77,0.716,0.772,0.756,0.855,2e-05,original,30,5,,,,,
naive_bayes,random,0.633,0.621,0.621,0.633,0.187,0.193,0.193,0.187,6.39,0.002,0.65,0.522,0.547,0.527,0.743,1e-06,original,30,5,,,,,
knn,random,0.767,0.759,0.759,0.767,0.111,0.119,0.119,0.111,6.402,0.001,0.742,0.71,0.775,0.763,0.814,2.7e-05,original,30,5,,,,,
xgb,k-means,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,6.677,0.038,0.5,0.194,0.094,0.24,0.641,4e-06,original,30,5,,,,,0.8561861515045166
rf,k-means,0.967,0.966,0.966,0.967,0.067,0.069,0.069,0.067,14.394,0.183,0.5,0.193,0.092,0.239,0.865,4e-06,original,30,5,,,,,0.8561861515045166
svc,k-means,0.733,0.727,0.727,0.733,0.033,0.035,0.035,0.033,6.802,0.003,0.81,0.772,0.823,0.814,0.891,4e-06,original,30,5,,,,,0.8561861515045166
logreg,k-means,0.833,0.828,0.828,0.833,0.053,0.058,0.058,0.053,5.671,0.011,0.789,0.771,0.828,0.823,0.886,8e-06,original,30,5,,,,,0.8561861515045166
mlp,k-means,0.717,0.713,0.713,0.717,0.041,0.038,0.038,0.041,7.401,1.648,0.805,0.775,0.828,0.821,0.889,1.2e-05,original,30,5,,,,,0.8561861515045166
naive_bayes,k-means,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,6.133,0.001,0.736,0.653,0.703,0.679,0.757,1e-06,original,30,5,,,,,0.8561861515045166
knn,k-means,0.8,0.787,0.787,0.8,0.085,0.1,0.1,0.085,6.814,0.001,0.767,0.715,0.771,0.755,0.857,1.6e-05,original,30,5,,,,,0.8561861515045166
xgb,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.801,0.043,0.655,0.483,0.487,0.484,0.814,2e-06,original,30,5,,,,,108.04782438278198
rf,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,14.178,0.188,0.501,0.195,0.095,0.24,0.842,5e-06,original,30,5,,,,,108.04782438278198
svc,ag,0.833,0.832,0.832,0.833,0.075,0.075,0.075,0.075,6.727,0.002,0.794,0.734,0.785,0.77,0.871,6e-06,original,30,5,,,,,108.04782438278198
logreg,ag,0.817,0.813,0.813,0.817,0.133,0.138,0.138,0.133,6.245,0.005,0.789,0.751,0.806,0.796,0.87,5e-06,original,30,5,,,,,108.04782438278198
mlp,ag,0.8,0.796,0.796,0.8,0.085,0.087,0.087,0.085,6.997,1.505,0.798,0.756,0.809,0.798,0.884,6e-06,original,30,5,,,,,108.04782438278198
naive_bayes,ag,0.85,0.849,0.849,0.85,0.097,0.098,0.098,0.097,6.617,0.001,0.728,0.636,0.683,0.658,0.749,2e-06,original,30,5,,,,,108.04782438278198
knn,ag,0.817,0.815,0.815,0.817,0.082,0.082,0.082,0.082,6.116,0.001,0.782,0.728,0.781,0.767,0.858,2.9e-05,original,30,5,,,,,108.04782438278198
xgb,k_center,0.6,0.582,0.582,0.6,0.133,0.135,0.135,0.133,6.842,0.013,0.658,0.551,0.589,0.563,0.706,2e-06,original,30,5,,,,,1.0181224346160889
rf,k_center,0.517,0.49,0.49,0.517,0.122,0.124,0.124,0.122,15.395,0.358,0.721,0.61,0.649,0.624,0.801,1.5e-05,original,30,5,,,,,1.0181224346160889
svc,k_center,0.567,0.475,0.475,0.567,0.097,0.14,0.14,0.097,6.271,0.004,0.51,0.452,0.668,0.765,0.243,7e-06,original,30,5,,,,,1.0181224346160889
logreg,k_center,0.533,0.521,0.521,0.533,0.135,0.139,0.139,0.135,7.071,0.041,0.607,0.544,0.603,0.572,0.634,7e-06,original,30,5,,,,,1.0181224346160889
mlp,k_center,0.383,0.373,0.373,0.383,0.135,0.143,0.143,0.135,7.69,0.712,0.719,0.639,0.69,0.666,0.8,1.2e-05,original,30,5,,,,,1.0181224346160889
naive_bayes,k_center,0.6,0.597,0.597,0.6,0.143,0.144,0.144,0.143,6.463,0.001,0.591,0.583,0.684,0.673,0.683,1e-06,original,30,5,,,,,1.0181224346160889
knn,k_center,0.5,0.486,0.486,0.5,0.149,0.151,0.151,0.149,6.032,0.001,0.661,0.605,0.668,0.642,0.716,1.1e-05,original,30,5,,,,,1.0181224346160889
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.02,0.029,0.252,0.212,0.237,0.215,0.158,2e-06,original,30,5,,,,,3.952399492263794
rf,lc,0.95,0.949,0.949,0.95,0.067,0.068,0.068,0.067,17.22,0.361,0.232,0.243,0.323,0.275,0.136,1.4e-05,original,30,5,,,,,3.952399492263794
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.666,0.004,0.247,0.182,0.183,0.182,0.132,5e-06,original,30,5,,,,,3.952399492263794
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.751,0.006,0.229,0.164,0.162,0.164,0.114,6e-06,original,30,5,,,,,3.952399492263794
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.096,1.462,0.225,0.2,0.232,0.205,0.132,2.2e-05,original,30,5,,,,,3.952399492263794
naive_bayes,lc,0.883,0.877,0.877,0.883,0.113,0.121,0.121,0.113,6.654,0.001,0.309,0.314,0.408,0.361,0.277,1e-06,original,30,5,,,,,3.952399492263794
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.805,0.001,0.222,0.205,0.246,0.213,0.177,2.8e-05,original,30,5,,,,,3.952399492263794
xgb,random,0.817,0.816,0.816,0.817,0.097,0.097,0.097,0.097,6.119,0.038,0.764,0.7,0.754,0.735,0.848,3e-06,original,30,6,,,,,
rf,random,0.833,0.832,0.832,0.833,0.149,0.15,0.15,0.149,14.295,0.36,0.77,0.697,0.748,0.729,0.849,9e-06,original,30,6,,,,,
svc,random,0.85,0.846,0.846,0.85,0.111,0.114,0.114,0.111,6.748,0.005,0.76,0.68,0.729,0.708,0.826,7e-06,original,30,6,,,,,
logreg,random,0.833,0.832,0.832,0.833,0.091,0.091,0.091,0.091,6.783,0.008,0.781,0.743,0.799,0.789,0.869,6e-06,original,30,6,,,,,
mlp,random,0.817,0.815,0.815,0.817,0.082,0.081,0.081,0.082,7.488,0.758,0.787,0.727,0.779,0.763,0.87,7e-06,original,30,6,,,,,
naive_bayes,random,0.667,0.658,0.658,0.667,0.118,0.121,0.121,0.118,6.545,0.002,0.668,0.566,0.607,0.58,0.738,1e-06,original,30,6,,,,,
knn,random,0.867,0.863,0.863,0.867,0.1,0.104,0.104,0.1,6.286,0.001,0.764,0.692,0.744,0.725,0.835,2.6e-05,original,30,6,,,,,
xgb,k-means,0.95,0.949,0.949,0.95,0.067,0.068,0.068,0.067,5.222,0.011,0.5,0.193,0.092,0.239,0.647,1e-06,original,30,6,,,,,0.9090230464935303
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.223,0.455,0.5,0.193,0.092,0.239,0.846,9e-06,original,30,6,,,,,0.9090230464935303
svc,k-means,0.783,0.782,0.782,0.783,0.1,0.101,0.101,0.1,6.898,0.003,0.789,0.733,0.785,0.77,0.872,6e-06,original,30,6,,,,,0.9090230464935303
logreg,k-means,0.883,0.882,0.882,0.883,0.085,0.086,0.086,0.085,5.073,0.015,0.72,0.706,0.779,0.773,0.826,6e-06,original,30,6,,,,,0.9090230464935303
mlp,k-means,0.767,0.765,0.765,0.767,0.062,0.062,0.062,0.062,6.76,0.861,0.805,0.762,0.814,0.803,0.886,1.2e-05,original,30,6,,,,,0.9090230464935303
naive_bayes,k-means,0.883,0.881,0.881,0.883,0.067,0.068,0.068,0.067,6.644,0.001,0.73,0.641,0.688,0.664,0.755,1e-06,original,30,6,,,,,0.9090230464935303
knn,k-means,0.8,0.795,0.795,0.8,0.239,0.246,0.246,0.239,6.737,0.001,0.763,0.748,0.811,0.806,0.86,1e-05,original,30,6,,,,,0.9090230464935303
xgb,ag,0.967,0.967,0.967,0.967,0.067,0.067,0.067,0.067,4.762,0.035,0.766,0.673,0.718,0.696,0.808,3e-06,original,30,6,,,,,107.50397777557373
rf,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,13.377,0.186,0.509,0.212,0.12,0.253,0.858,5e-06,original,30,6,,,,,107.50397777557373
svc,ag,0.8,0.797,0.797,0.8,0.113,0.115,0.115,0.113,6.951,0.003,0.781,0.701,0.749,0.73,0.216,7e-06,original,30,6,,,,,107.50397777557373
logreg,ag,0.817,0.814,0.814,0.817,0.097,0.1,0.1,0.097,6.249,0.006,0.789,0.751,0.806,0.796,0.87,9e-06,original,30,6,,,,,107.50397777557373
mlp,ag,0.783,0.782,0.782,0.783,0.1,0.099,0.099,0.1,6.943,0.814,0.8,0.752,0.804,0.792,0.884,1.5e-05,original,30,6,,,,,107.50397777557373
naive_bayes,ag,0.85,0.847,0.847,0.85,0.133,0.136,0.136,0.133,6.03,0.002,0.727,0.635,0.682,0.657,0.749,1e-06,original,30,6,,,,,107.50397777557373
knn,ag,0.833,0.831,0.831,0.833,0.075,0.075,0.075,0.075,6.167,0.001,0.78,0.753,0.812,0.804,0.864,1.3e-05,original,30,6,,,,,107.50397777557373
xgb,k_center,0.6,0.592,0.592,0.6,0.122,0.126,0.126,0.122,5.412,0.011,0.714,0.62,0.666,0.64,0.807,3e-06,original,30,6,,,,,0.9766800403594971
rf,k_center,0.5,0.498,0.498,0.5,0.091,0.093,0.093,0.091,13.567,0.257,0.762,0.723,0.783,0.771,0.848,9e-06,original,30,6,,,,,0.9766800403594971
svc,k_center,0.583,0.481,0.481,0.583,0.091,0.152,0.152,0.091,6.117,0.003,0.511,0.454,0.669,0.766,0.192,9e-06,original,30,6,,,,,0.9766800403594971
logreg,k_center,0.6,0.577,0.577,0.6,0.062,0.077,0.077,0.062,6.884,0.006,0.588,0.593,0.743,0.796,0.787,8e-06,original,30,6,,,,,0.9766800403594971
mlp,k_center,0.467,0.459,0.459,0.467,0.041,0.039,0.039,0.041,6.715,0.905,0.736,0.697,0.76,0.746,0.816,1.3e-05,original,30,6,,,,,0.9766800403594971
naive_bayes,k_center,0.4,0.368,0.368,0.4,0.062,0.081,0.081,0.062,6.572,0.001,0.691,0.616,0.671,0.645,0.7,1e-06,original,30,6,,,,,0.9766800403594971
knn,k_center,0.517,0.504,0.504,0.517,0.122,0.112,0.112,0.122,4.471,0.001,0.507,0.328,0.302,0.331,0.477,2.7e-05,original,30,6,,,,,0.9766800403594971
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.098,0.023,0.236,0.198,0.22,0.2,0.145,4e-06,original,30,6,,,,,3.6136536598205566
rf,lc,0.917,0.913,0.913,0.917,0.091,0.097,0.097,0.091,17.276,0.436,0.233,0.246,0.329,0.28,0.14,1.4e-05,original,30,6,,,,,3.6136536598205566
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.64,0.002,0.23,0.162,0.157,0.162,0.114,3e-06,original,30,6,,,,,3.6136536598205566
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.271,0.007,0.228,0.163,0.161,0.163,0.114,6e-06,original,30,6,,,,,3.6136536598205566
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,7.693,1.423,0.215,0.192,0.224,0.197,0.128,1.4e-05,original,30,6,,,,,3.6136536598205566
naive_bayes,lc,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,6.438,0.002,0.308,0.314,0.408,0.361,0.277,1e-06,original,30,6,,,,,3.6136536598205566
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.837,0.001,0.229,0.204,0.238,0.209,0.164,2.6e-05,original,30,6,,,,,3.6136536598205566
xgb,random,0.8,0.797,0.797,0.8,0.085,0.088,0.088,0.085,7.276,0.018,0.744,0.684,0.741,0.721,0.838,5e-06,original,30,7,,,,,
rf,random,0.783,0.776,0.776,0.783,0.113,0.118,0.118,0.113,15.456,0.274,0.742,0.688,0.747,0.729,0.828,6e-06,original,30,7,,,,,
svc,random,0.8,0.789,0.789,0.8,0.085,0.098,0.098,0.085,6.645,0.004,0.774,0.704,0.756,0.737,0.856,7e-06,original,30,7,,,,,
logreg,random,0.817,0.815,0.815,0.817,0.062,0.063,0.063,0.062,6.15,0.007,0.784,0.733,0.787,0.773,0.858,7e-06,original,30,7,,,,,
mlp,random,0.75,0.742,0.742,0.75,0.091,0.095,0.095,0.091,7.342,0.756,0.768,0.724,0.781,0.768,0.854,1.7e-05,original,30,7,,,,,
naive_bayes,random,0.583,0.572,0.572,0.583,0.118,0.131,0.131,0.118,6.432,0.002,0.699,0.617,0.668,0.642,0.699,2e-06,original,30,7,,,,,
knn,random,0.767,0.752,0.752,0.767,0.133,0.147,0.147,0.133,4.993,0.001,0.757,0.676,0.726,0.704,0.832,1e-05,original,30,7,,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.826,0.021,0.5,0.194,0.094,0.24,0.803,3e-06,original,30,7,,,,,1.0349490642547607
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.535,0.134,0.5,0.193,0.092,0.239,0.816,3e-06,original,30,7,,,,,1.0349490642547607
svc,k-means,0.75,0.747,0.747,0.75,0.091,0.091,0.091,0.091,6.096,0.003,0.781,0.713,0.765,0.747,0.149,7e-06,original,30,7,,,,,1.0349490642547607
logreg,k-means,0.8,0.797,0.797,0.8,0.1,0.103,0.103,0.1,6.961,0.014,0.744,0.723,0.79,0.782,0.845,8e-06,original,30,7,,,,,1.0349490642547607
mlp,k-means,0.767,0.765,0.765,0.767,0.082,0.08,0.08,0.082,6.455,0.817,0.798,0.75,0.802,0.79,0.881,1.5e-05,original,30,7,,,,,1.0349490642547607
naive_bayes,k-means,0.867,0.865,0.865,0.867,0.085,0.086,0.086,0.085,6.631,0.001,0.725,0.638,0.686,0.662,0.749,1e-06,original,30,7,,,,,1.0349490642547607
knn,k-means,0.817,0.815,0.815,0.817,0.097,0.097,0.097,0.097,6.866,0.001,0.774,0.705,0.756,0.738,0.858,1.5e-05,original,30,7,,,,,1.0349490642547607
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.13,0.037,0.636,0.461,0.46,0.461,0.797,2e-06,original,30,7,,,,,106.68309664726257
rf,ag,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,16.04,0.496,0.522,0.24,0.159,0.272,0.87,1.1e-05,original,30,7,,,,,106.68309664726257
svc,ag,0.817,0.811,0.811,0.817,0.062,0.066,0.066,0.062,6.571,0.003,0.789,0.738,0.792,0.778,0.868,7e-06,original,30,7,,,,,106.68309664726257
logreg,ag,0.817,0.807,0.807,0.817,0.097,0.11,0.11,0.097,6.642,0.007,0.788,0.751,0.806,0.795,0.87,1.2e-05,original,30,7,,,,,106.68309664726257
mlp,ag,0.783,0.776,0.776,0.783,0.041,0.047,0.047,0.041,6.682,0.797,0.802,0.752,0.803,0.79,0.886,1e-05,original,30,7,,,,,106.68309664726257
naive_bayes,ag,0.883,0.882,0.882,0.883,0.041,0.042,0.042,0.041,6.623,0.001,0.727,0.635,0.682,0.657,0.749,1e-06,original,30,7,,,,,106.68309664726257
knn,ag,0.817,0.816,0.816,0.817,0.062,0.063,0.063,0.062,6.073,0.001,0.778,0.689,0.735,0.714,0.864,1.3e-05,original,30,7,,,,,106.68309664726257
xgb,k_center,0.617,0.609,0.609,0.617,0.113,0.114,0.114,0.113,6.089,0.017,0.618,0.526,0.57,0.541,0.679,4e-06,original,30,7,,,,,1.0591976642608643
rf,k_center,0.6,0.586,0.586,0.6,0.062,0.058,0.058,0.062,14.622,0.248,0.675,0.639,0.711,0.692,0.744,5e-06,original,30,7,,,,,1.0591976642608643
svc,k_center,0.6,0.528,0.528,0.6,0.097,0.145,0.145,0.097,6.141,0.003,0.511,0.455,0.67,0.766,0.261,6e-06,original,30,7,,,,,1.0591976642608643
logreg,k_center,0.6,0.597,0.597,0.6,0.097,0.098,0.098,0.097,6.786,0.009,0.711,0.684,0.755,0.742,0.79,8e-06,original,30,7,,,,,1.0591976642608643
mlp,k_center,0.433,0.429,0.429,0.433,0.122,0.122,0.122,0.122,6.808,0.707,0.673,0.595,0.649,0.621,0.726,1e-05,original,30,7,,,,,1.0591976642608643
naive_bayes,k_center,0.5,0.48,0.48,0.5,0.053,0.057,0.057,0.053,6.497,0.002,0.568,0.412,0.41,0.412,0.687,1e-06,original,30,7,,,,,1.0591976642608643
knn,k_center,0.583,0.564,0.564,0.583,0.091,0.104,0.104,0.091,4.5,0.001,0.628,0.57,0.634,0.605,0.672,1.5e-05,original,30,7,,,,,1.0591976642608643
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,3.088,0.024,0.238,0.197,0.218,0.199,0.142,6e-06,original,30,7,,,,,3.7525391578674316
rf,lc,0.933,0.933,0.933,0.933,0.062,0.062,0.062,0.062,17.462,0.464,0.229,0.242,0.322,0.273,0.136,1.8e-05,original,30,7,,,,,3.7525391578674316
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.09,0.003,0.266,0.2,0.206,0.201,0.157,6e-06,original,30,7,,,,,3.7525391578674316
