model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
naive_bayes,random,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,6.593,0.001,0.599,0.554,0.624,0.595,0.599,2e-06,original,10,9,,,,,
knn,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,6.68,0.001,0.739,0.689,0.75,0.733,0.802,2.5e-05,original,10,9,,,,,
xgb,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,6.482,0.031,0.51,0.216,0.125,0.255,0.763,4e-06,original,10,9,,,,,0.44149208068847656
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,15.661,0.195,0.5,0.193,0.092,0.239,0.832,5e-06,original,10,9,,,,,0.44149208068847656
svc,k-means,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,6.713,0.002,0.725,0.694,0.762,0.749,0.804,3e-06,original,10,9,,,,,0.44149208068847656
logreg,k-means,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,6.244,0.007,0.799,0.766,0.819,0.811,0.884,8e-06,original,10,9,,,,,0.44149208068847656
mlp,k-means,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,7.568,0.721,0.802,0.76,0.812,0.802,0.882,1.6e-05,original,10,9,,,,,0.44149208068847656
naive_bayes,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.847,0.001,0.742,0.709,0.773,0.761,0.779,1e-06,original,10,9,,,,,0.44149208068847656
knn,k-means,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,6.963,0.001,0.757,0.7,0.756,0.738,0.821,1.9e-05,original,10,9,,,,,0.44149208068847656
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.796,0.055,0.698,0.692,0.772,0.769,0.786,5e-06,original,10,9,,,,,106.8408055305481
rf,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,13.021,0.099,0.504,0.203,0.106,0.246,0.845,3e-06,original,10,9,,,,,106.8408055305481
svc,ag,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,6.066,0.001,0.768,0.722,0.779,0.765,0.856,3e-06,original,10,9,,,,,106.8408055305481
logreg,ag,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,6.271,0.005,0.707,0.728,0.812,0.823,0.872,7e-06,original,10,9,,,,,106.8408055305481
mlp,ag,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,6.526,0.729,0.789,0.744,0.799,0.787,0.875,1.7e-05,original,10,9,,,,,106.8408055305481
naive_bayes,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.615,0.001,0.725,0.647,0.699,0.676,0.737,1e-06,original,10,9,,,,,106.8408055305481
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.366,0.001,0.762,0.717,0.776,0.762,0.836,1e-05,original,10,9,,,,,106.8408055305481
xgb,k_center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,6.484,0.028,0.681,0.658,0.736,0.723,0.711,4e-06,original,10,9,,,,,0.3245389461517334
rf,k_center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,16.865,0.349,0.611,0.557,0.623,0.593,0.656,9e-06,original,10,9,,,,,0.3245389461517334
svc,k_center,0.35,0.273,0.273,0.35,0.2,0.167,0.167,0.2,5.935,0.001,0.517,0.467,0.676,0.768,0.319,2e-06,original,10,9,,,,,0.3245389461517334
logreg,k_center,0.5,0.453,0.453,0.5,0.354,0.364,0.364,0.354,6.163,0.01,0.603,0.564,0.64,0.612,0.642,7e-06,original,10,9,,,,,0.3245389461517334
mlp,k_center,0.3,0.28,0.28,0.3,0.187,0.194,0.194,0.187,6.873,1.494,0.597,0.555,0.628,0.599,0.633,9e-06,original,10,9,,,,,0.3245389461517334
naive_bayes,k_center,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,4.841,0.001,0.552,0.458,0.492,0.466,0.552,1e-06,original,10,9,,,,,0.3245389461517334
knn,k_center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,5.267,0.001,0.523,0.368,0.36,0.368,0.525,2.7e-05,original,10,9,,,,,0.3245389461517334
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.02,0.027,0.423,0.194,0.121,0.218,0.276,2e-06,original,10,9,,,,,4.436384916305542
rf,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,13.595,0.101,0.225,0.226,0.287,0.244,0.154,3e-06,original,10,9,,,,,4.436384916305542
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.932,0.002,0.318,0.181,0.144,0.187,0.151,3e-06,original,10,9,,,,,4.436384916305542
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.636,0.009,0.34,0.174,0.122,0.186,0.151,7e-06,original,10,9,,,,,4.436384916305542
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.111,1.327,0.239,0.195,0.213,0.196,0.142,1.8e-05,original,10,9,,,,,4.436384916305542
naive_bayes,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.492,0.001,0.297,0.315,0.462,0.431,0.297,1e-06,original,10,9,,,,,4.436384916305542
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.346,0.001,0.349,0.211,0.181,0.216,0.238,2.6e-05,original,10,9,,,,,4.436384916305542
xgb,random,0.775,0.767,0.767,0.775,0.146,0.158,0.158,0.146,6.796,0.033,0.771,0.711,0.765,0.748,0.842,3e-06,original,20,5,,,,,
rf,random,0.725,0.719,0.719,0.725,0.094,0.095,0.095,0.094,14.887,0.32,0.769,0.704,0.757,0.738,0.857,1e-05,original,20,5,,,,,
svc,random,0.775,0.773,0.773,0.775,0.094,0.095,0.095,0.094,6.059,0.003,0.744,0.741,0.81,0.808,0.856,4e-06,original,20,5,,,,,
logreg,random,0.775,0.773,0.773,0.775,0.094,0.095,0.095,0.094,6.237,0.006,0.759,0.748,0.813,0.809,0.854,7e-06,original,20,5,,,,,
mlp,random,0.725,0.719,0.719,0.725,0.094,0.095,0.095,0.094,7.17,1.083,0.781,0.73,0.785,0.771,0.857,1.1e-05,original,20,5,,,,,
naive_bayes,random,0.7,0.69,0.69,0.7,0.15,0.159,0.159,0.15,6.265,0.001,0.682,0.559,0.591,0.567,0.764,1e-06,original,20,5,,,,,
knn,random,0.8,0.798,0.798,0.8,0.1,0.101,0.101,0.1,4.93,0.001,0.754,0.722,0.784,0.773,0.833,2.6e-05,original,20,5,,,,,
xgb,k-means,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,4.55,0.038,0.501,0.194,0.094,0.24,0.638,1e-06,original,20,5,,,,,0.6060876846313477
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.072,0.182,0.5,0.193,0.092,0.239,0.84,3e-06,original,20,5,,,,,0.6060876846313477
svc,k-means,0.7,0.696,0.696,0.7,0.1,0.102,0.102,0.1,6.162,0.002,0.813,0.771,0.821,0.811,0.891,4e-06,original,20,5,,,,,0.6060876846313477
logreg,k-means,0.825,0.821,0.821,0.825,0.187,0.188,0.188,0.187,6.922,0.045,0.738,0.721,0.79,0.783,0.83,8e-06,original,20,5,,,,,0.6060876846313477
mlp,k-means,0.725,0.719,0.719,0.725,0.184,0.186,0.186,0.184,6.288,1.662,0.798,0.768,0.822,0.814,0.884,1.2e-05,original,20,5,,,,,0.6060876846313477
naive_bayes,k-means,0.875,0.873,0.873,0.875,0.25,0.254,0.254,0.25,4.755,0.001,0.742,0.67,0.723,0.702,0.77,1e-06,original,20,5,,,,,0.6060876846313477
knn,k-means,0.725,0.704,0.704,0.725,0.094,0.107,0.107,0.094,6.743,0.001,0.775,0.704,0.754,0.736,0.849,1.1e-05,original,20,5,,,,,0.6060876846313477
xgb,ag,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,3.929,0.029,0.562,0.327,0.28,0.339,0.739,5e-06,original,20,5,,,,,106.95867657661438
rf,ag,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,14.202,0.197,0.501,0.194,0.094,0.24,0.854,4e-06,original,20,5,,,,,106.95867657661438
svc,ag,0.75,0.743,0.743,0.75,0.137,0.149,0.149,0.137,6.764,0.003,0.718,0.583,0.611,0.59,0.773,5e-06,original,20,5,,,,,106.95867657661438
logreg,ag,0.7,0.692,0.692,0.7,0.127,0.138,0.138,0.127,6.796,0.007,0.789,0.744,0.798,0.786,0.876,7e-06,original,20,5,,,,,106.95867657661438
mlp,ag,0.65,0.645,0.645,0.65,0.166,0.169,0.169,0.166,6.917,0.733,0.796,0.741,0.793,0.779,0.881,6e-06,original,20,5,,,,,106.95867657661438
naive_bayes,ag,0.875,0.868,0.868,0.875,0.112,0.119,0.119,0.112,4.655,0.001,0.737,0.653,0.702,0.679,0.76,1e-06,original,20,5,,,,,106.95867657661438
knn,ag,0.85,0.848,0.848,0.85,0.146,0.148,0.148,0.146,7.006,0.0,0.772,0.687,0.735,0.714,0.845,2e-06,original,20,5,,,,,106.95867657661438
xgb,k_center,0.675,0.638,0.638,0.675,0.15,0.194,0.194,0.15,5.232,0.034,0.666,0.549,0.582,0.558,0.745,1e-06,original,20,5,,,,,0.6313571929931641
rf,k_center,0.6,0.577,0.577,0.6,0.166,0.195,0.195,0.166,17.078,0.426,0.683,0.566,0.6,0.576,0.754,1.2e-05,original,20,5,,,,,0.6313571929931641
svc,k_center,0.525,0.379,0.379,0.525,0.05,0.092,0.092,0.05,6.676,0.003,0.51,0.452,0.668,0.765,0.36,6e-06,original,20,5,,,,,0.6313571929931641
logreg,k_center,0.6,0.561,0.561,0.6,0.146,0.181,0.181,0.146,6.798,0.006,0.641,0.591,0.658,0.632,0.698,8e-06,original,20,5,,,,,0.6313571929931641
mlp,k_center,0.45,0.428,0.428,0.45,0.203,0.213,0.213,0.203,7.227,0.717,0.651,0.543,0.58,0.554,0.734,1.1e-05,original,20,5,,,,,0.6313571929931641
naive_bayes,k_center,0.5,0.475,0.475,0.5,0.112,0.138,0.138,0.112,6.784,0.002,0.59,0.523,0.58,0.548,0.604,1e-06,original,20,5,,,,,0.6313571929931641
knn,k_center,0.6,0.592,0.592,0.6,0.215,0.218,0.218,0.215,5.525,0.001,0.649,0.533,0.565,0.541,0.696,2e-06,original,20,5,,,,,0.6313571929931641
xgb,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,4.05,0.046,0.236,0.246,0.325,0.276,0.154,5e-06,original,20,5,,,,,4.101004123687744
rf,lc,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,15.121,0.323,0.238,0.248,0.327,0.278,0.162,7e-06,original,20,5,,,,,4.101004123687744
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.665,0.003,0.249,0.178,0.175,0.178,0.129,4e-06,original,20,5,,,,,4.101004123687744
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.051,0.007,0.247,0.169,0.16,0.169,0.122,7e-06,original,20,5,,,,,4.101004123687744
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.533,0.811,0.218,0.203,0.245,0.211,0.135,1.2e-05,original,20,5,,,,,4.101004123687744
naive_bayes,lc,0.85,0.837,0.837,0.85,0.122,0.145,0.145,0.122,3.692,0.001,0.262,0.285,0.407,0.361,0.259,2e-06,original,20,5,,,,,4.101004123687744
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.115,0.001,0.224,0.203,0.24,0.209,0.175,2.7e-05,original,20,5,,,,,4.101004123687744
xgb,random,0.825,0.82,0.82,0.825,0.127,0.131,0.131,0.127,7.442,0.036,0.737,0.691,0.752,0.736,0.828,4e-06,original,20,6,,,,,
rf,random,0.825,0.822,0.822,0.825,0.1,0.102,0.102,0.1,17.142,0.456,0.768,0.694,0.745,0.726,0.851,1.3e-05,original,20,6,,,,,
svc,random,0.8,0.797,0.797,0.8,0.15,0.152,0.152,0.15,5.986,0.002,0.749,0.709,0.771,0.757,0.169,5e-06,original,20,6,,,,,
logreg,random,0.8,0.793,0.793,0.8,0.1,0.104,0.104,0.1,6.797,0.007,0.73,0.741,0.816,0.82,0.864,7e-06,original,20,6,,,,,
mlp,random,0.725,0.716,0.716,0.725,0.184,0.193,0.193,0.184,6.629,1.385,0.779,0.728,0.782,0.768,0.854,1.1e-05,original,20,6,,,,,
naive_bayes,random,0.675,0.671,0.671,0.675,0.17,0.173,0.173,0.17,6.52,0.001,0.734,0.689,0.751,0.735,0.777,2e-06,original,20,6,,,,,
knn,random,0.825,0.822,0.822,0.825,0.1,0.102,0.102,0.1,6.098,0.001,0.767,0.696,0.748,0.729,0.84,2e-05,original,20,6,,,,,
xgb,k-means,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,6.525,0.036,0.5,0.193,0.092,0.239,0.629,1e-06,original,20,6,,,,,0.5297067165374756
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.47,0.449,0.5,0.193,0.092,0.239,0.851,1e-05,original,20,6,,,,,0.5297067165374756
svc,k-means,0.8,0.778,0.778,0.8,0.218,0.258,0.258,0.218,6.715,0.002,0.79,0.744,0.798,0.785,0.875,7e-06,original,20,6,,,,,0.5297067165374756
logreg,k-means,0.825,0.817,0.817,0.825,0.17,0.182,0.182,0.17,7.027,0.011,0.78,0.759,0.817,0.811,0.879,9e-06,original,20,6,,,,,0.5297067165374756
mlp,k-means,0.8,0.792,0.792,0.8,0.15,0.163,0.163,0.15,7.977,1.453,0.81,0.767,0.818,0.807,0.891,1.1e-05,original,20,6,,,,,0.5297067165374756
naive_bayes,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,3.617,0.001,0.742,0.671,0.725,0.703,0.768,1e-06,original,20,6,,,,,0.5297067165374756
knn,k-means,0.85,0.848,0.848,0.85,0.05,0.049,0.049,0.05,6.653,0.001,0.76,0.706,0.762,0.746,0.836,6e-06,original,20,6,,,,,0.5297067165374756
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.993,0.037,0.561,0.324,0.276,0.337,0.723,4e-06,original,20,6,,,,,106.85929727554321
rf,ag,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,14.78,0.145,0.53,0.258,0.184,0.286,0.849,4e-06,original,20,6,,,,,106.85929727554321
svc,ag,0.75,0.732,0.732,0.75,0.112,0.127,0.127,0.112,6.635,0.002,0.786,0.706,0.753,0.734,0.87,5e-06,original,20,6,,,,,106.85929727554321
logreg,ag,0.825,0.822,0.822,0.825,0.1,0.102,0.102,0.1,6.706,0.01,0.737,0.72,0.788,0.781,0.842,8e-06,original,20,6,,,,,106.85929727554321
mlp,ag,0.75,0.732,0.732,0.75,0.112,0.127,0.127,0.112,6.456,0.933,0.796,0.735,0.786,0.771,0.88,8e-06,original,20,6,,,,,106.85929727554321
naive_bayes,ag,0.875,0.875,0.875,0.875,0.112,0.112,0.112,0.112,6.468,0.001,0.738,0.654,0.703,0.68,0.761,1e-06,original,20,6,,,,,106.85929727554321
knn,ag,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,6.93,0.001,0.772,0.687,0.735,0.714,0.845,1.5e-05,original,20,6,,,,,106.85929727554321
xgb,k_center,0.6,0.573,0.573,0.6,0.05,0.044,0.044,0.05,5.486,0.129,0.7,0.671,0.744,0.73,0.774,5e-06,original,20,6,,,,,0.7134177684783936
rf,k_center,0.525,0.517,0.517,0.525,0.122,0.124,0.124,0.122,17.912,0.463,0.715,0.638,0.691,0.667,0.793,1.4e-05,original,20,6,,,,,0.7134177684783936
svc,k_center,0.575,0.498,0.498,0.575,0.061,0.091,0.091,0.061,6.569,0.002,0.51,0.452,0.668,0.765,0.49,7e-06,original,20,6,,,,,0.7134177684783936
logreg,k_center,0.55,0.516,0.516,0.55,0.1,0.09,0.09,0.1,6.795,0.008,0.57,0.564,0.728,0.792,0.742,1.3e-05,original,20,6,,,,,0.7134177684783936
mlp,k_center,0.425,0.397,0.397,0.425,0.15,0.169,0.169,0.15,7.053,0.638,0.733,0.685,0.746,0.729,0.803,1.7e-05,original,20,6,,,,,0.7134177684783936
naive_bayes,k_center,0.425,0.409,0.409,0.425,0.15,0.15,0.15,0.15,6.346,0.002,0.581,0.468,0.495,0.473,0.605,1e-06,original,20,6,,,,,0.7134177684783936
knn,k_center,0.65,0.647,0.647,0.65,0.215,0.218,0.218,0.215,6.792,0.001,0.628,0.563,0.621,0.592,0.664,2.1e-05,original,20,6,,,,,0.7134177684783936
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.969,0.034,0.237,0.246,0.325,0.276,0.162,4e-06,original,20,6,,,,,3.816692590713501
rf,lc,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,13.284,0.432,0.239,0.247,0.325,0.277,0.144,1.5e-05,original,20,6,,,,,3.816692590713501
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.828,0.002,0.244,0.169,0.162,0.169,0.117,3e-06,original,20,6,,,,,3.816692590713501
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.779,0.006,0.247,0.169,0.16,0.169,0.121,6e-06,original,20,6,,,,,3.816692590713501
mlp,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,4.014,1.448,0.219,0.207,0.252,0.216,0.131,9e-06,original,20,6,,,,,3.816692590713501
naive_bayes,lc,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,6.511,0.001,0.262,0.285,0.407,0.361,0.257,1e-06,original,20,6,,,,,3.816692590713501
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.986,0.001,0.247,0.202,0.22,0.203,0.166,2.8e-05,original,20,6,,,,,3.816692590713501
xgb,random,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,6.693,0.019,0.755,0.693,0.749,0.73,0.835,2e-06,original,20,7,,,,,
rf,random,0.9,0.898,0.898,0.9,0.05,0.051,0.051,0.05,16.133,0.393,0.742,0.689,0.748,0.73,0.839,1.4e-05,original,20,7,,,,,
svc,random,0.875,0.868,0.868,0.875,0.112,0.119,0.119,0.112,6.75,0.002,0.769,0.68,0.726,0.705,0.858,5e-06,original,20,7,,,,,
logreg,random,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,6.272,0.007,0.758,0.71,0.768,0.753,0.835,6e-06,original,20,7,,,,,
mlp,random,0.75,0.746,0.746,0.75,0.137,0.136,0.136,0.137,7.108,0.428,0.773,0.713,0.767,0.75,0.855,9e-06,original,20,7,,,,,
naive_bayes,random,0.65,0.634,0.634,0.65,0.094,0.098,0.098,0.094,5.9,0.001,0.696,0.612,0.662,0.635,0.696,1e-06,original,20,7,,,,,
knn,random,0.8,0.783,0.783,0.8,0.1,0.122,0.122,0.1,7.387,0.001,0.751,0.658,0.704,0.681,0.805,1.1e-05,original,20,7,,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.292,0.034,0.5,0.193,0.092,0.239,0.561,2e-06,original,20,7,,,,,0.5263204574584961
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.423,0.127,0.5,0.193,0.092,0.239,0.806,3e-06,original,20,7,,,,,0.5263204574584961
svc,k-means,0.775,0.769,0.769,0.775,0.146,0.149,0.149,0.146,6.744,0.002,0.732,0.734,0.807,0.808,0.851,7e-06,original,20,7,,,,,0.5263204574584961
logreg,k-means,0.85,0.843,0.843,0.85,0.094,0.101,0.101,0.094,6.86,0.039,0.739,0.724,0.792,0.786,0.842,8e-06,original,20,7,,,,,0.5263204574584961
mlp,k-means,0.75,0.745,0.745,0.75,0.079,0.081,0.081,0.079,6.082,0.665,0.789,0.759,0.815,0.807,0.879,8e-06,original,20,7,,,,,0.5263204574584961
naive_bayes,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,6.593,0.001,0.757,0.697,0.752,0.734,0.789,2e-06,original,20,7,,,,,0.5263204574584961
knn,k-means,0.875,0.873,0.873,0.875,0.0,0.0,0.0,0.0,5.916,0.001,0.757,0.737,0.801,0.794,0.849,2e-06,original,20,7,,,,,0.5263204574584961
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.081,0.039,0.562,0.327,0.279,0.339,0.809,3e-06,original,20,7,,,,,109.64002132415771
rf,ag,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,12.676,0.124,0.51,0.215,0.124,0.255,0.838,3e-06,original,20,7,,,,,109.64002132415771
svc,ag,0.775,0.77,0.77,0.775,0.094,0.096,0.096,0.094,6.73,0.003,0.783,0.725,0.777,0.762,0.197,5e-06,original,20,7,,,,,109.64002132415771
logreg,ag,0.8,0.792,0.792,0.8,0.127,0.132,0.132,0.127,6.231,0.012,0.737,0.719,0.788,0.781,0.843,1e-05,original,20,7,,,,,109.64002132415771
mlp,ag,0.7,0.688,0.688,0.7,0.127,0.137,0.137,0.127,6.623,0.762,0.801,0.738,0.788,0.773,0.882,1.1e-05,original,20,7,,,,,109.64002132415771
naive_bayes,ag,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,6.58,0.001,0.737,0.653,0.703,0.679,0.76,1e-06,original,20,7,,,,,109.64002132415771
knn,ag,0.825,0.821,0.821,0.825,0.1,0.102,0.102,0.1,6.212,0.001,0.767,0.683,0.731,0.71,0.834,1.9e-05,original,20,7,,,,,109.64002132415771
xgb,k_center,0.575,0.57,0.57,0.575,0.15,0.149,0.149,0.15,6.223,0.036,0.726,0.646,0.698,0.674,0.806,3e-06,original,20,7,,,,,0.6620590686798096
rf,k_center,0.55,0.534,0.534,0.55,0.17,0.183,0.183,0.17,15.906,0.467,0.703,0.629,0.683,0.658,0.774,1.7e-05,original,20,7,,,,,0.6620590686798096
svc,k_center,0.625,0.543,0.543,0.625,0.112,0.183,0.183,0.112,6.619,0.002,0.51,0.453,0.669,0.766,0.803,5e-06,original,20,7,,,,,0.6620590686798096
logreg,k_center,0.575,0.513,0.513,0.575,0.1,0.132,0.132,0.1,6.874,0.007,0.553,0.534,0.713,0.786,0.767,8e-06,original,20,7,,,,,0.6620590686798096
mlp,k_center,0.4,0.385,0.385,0.4,0.184,0.174,0.174,0.184,6.673,0.779,0.713,0.643,0.698,0.675,0.781,7e-06,original,20,7,,,,,0.6620590686798096
naive_bayes,k_center,0.425,0.414,0.414,0.425,0.15,0.161,0.161,0.15,4.789,0.001,0.647,0.598,0.667,0.641,0.664,1e-06,original,20,7,,,,,0.6620590686798096
knn,k_center,0.55,0.514,0.514,0.55,0.15,0.173,0.173,0.15,7.185,0.001,0.53,0.528,0.648,0.64,0.551,2.6e-05,original,20,7,,,,,0.6620590686798096
xgb,lc,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,2.98,0.044,0.236,0.25,0.336,0.287,0.169,4e-06,original,20,7,,,,,4.125096321105957
rf,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,17.708,0.453,0.247,0.251,0.325,0.278,0.154,1.6e-05,original,20,7,,,,,4.125096321105957
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.533,0.002,0.264,0.195,0.197,0.195,0.153,4e-06,original,20,7,,,,,4.125096321105957
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.813,0.007,0.249,0.17,0.161,0.171,0.123,6e-06,original,20,7,,,,,4.125096321105957
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.627,1.008,0.241,0.184,0.192,0.184,0.134,1.3e-05,original,20,7,,,,,4.125096321105957
naive_bayes,lc,0.85,0.834,0.834,0.85,0.146,0.167,0.167,0.146,6.44,0.001,0.262,0.285,0.407,0.361,0.259,1e-06,original,20,7,,,,,4.125096321105957
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.992,0.001,0.239,0.199,0.221,0.201,0.185,2.7e-05,original,20,7,,,,,4.125096321105957
xgb,random,0.7,0.679,0.679,0.7,0.15,0.166,0.166,0.15,6.605,0.012,0.715,0.657,0.716,0.695,0.788,4e-06,original,20,8,,,,,
rf,random,0.725,0.713,0.713,0.725,0.146,0.156,0.156,0.146,15.1,0.248,0.753,0.693,0.749,0.73,0.839,7e-06,original,20,8,,,,,
svc,random,0.775,0.77,0.77,0.775,0.094,0.096,0.096,0.094,6.128,0.002,0.771,0.693,0.742,0.722,0.149,5e-06,original,20,8,,,,,
logreg,random,0.775,0.769,0.769,0.775,0.146,0.149,0.149,0.146,6.775,0.007,0.774,0.722,0.778,0.763,0.851,7e-06,original,20,8,,,,,
mlp,random,0.725,0.717,0.717,0.725,0.05,0.05,0.05,0.05,6.612,0.824,0.764,0.698,0.752,0.733,0.839,1.3e-05,original,20,8,,,,,
naive_bayes,random,0.625,0.613,0.613,0.625,0.224,0.228,0.228,0.224,6.021,0.001,0.692,0.611,0.662,0.636,0.692,2e-06,original,20,8,,,,,
knn,random,0.725,0.708,0.708,0.725,0.122,0.132,0.132,0.122,4.297,0.001,0.752,0.657,0.702,0.679,0.817,2.2e-05,original,20,8,,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.836,0.032,0.5,0.193,0.092,0.239,0.798,3e-06,original,20,8,,,,,0.514620304107666
rf,k-means,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,15.214,0.432,0.5,0.193,0.092,0.239,0.844,9e-06,original,20,8,,,,,0.514620304107666
svc,k-means,0.725,0.704,0.704,0.725,0.094,0.107,0.107,0.094,6.7,0.002,0.809,0.751,0.8,0.786,0.883,3e-06,original,20,8,,,,,0.514620304107666
logreg,k-means,0.825,0.817,0.817,0.825,0.15,0.155,0.155,0.15,6.249,0.011,0.757,0.743,0.807,0.802,0.862,6e-06,original,20,8,,,,,0.514620304107666
mlp,k-means,0.725,0.704,0.704,0.725,0.094,0.107,0.107,0.094,7.258,0.824,0.804,0.768,0.821,0.812,0.888,1.2e-05,original,20,8,,,,,0.514620304107666
naive_bayes,k-means,0.9,0.9,0.9,0.9,0.122,0.122,0.122,0.122,6.604,0.002,0.753,0.688,0.743,0.723,0.776,1e-06,original,20,8,,,,,0.514620304107666
knn,k-means,0.8,0.789,0.789,0.8,0.061,0.068,0.068,0.061,7.227,0.001,0.773,0.706,0.759,0.74,0.856,1.2e-05,original,20,8,,,,,0.514620304107666
xgb,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.096,0.026,0.573,0.349,0.31,0.357,0.756,4e-06,original,20,8,,,,,104.55651473999023
rf,ag,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,15.276,0.298,0.502,0.198,0.099,0.242,0.859,7e-06,original,20,8,,,,,104.55651473999023
svc,ag,0.8,0.792,0.792,0.8,0.127,0.132,0.132,0.127,6.207,0.002,0.739,0.621,0.657,0.633,0.239,5e-06,original,20,8,,,,,104.55651473999023
logreg,ag,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,6.758,0.026,0.737,0.719,0.787,0.78,0.841,7e-06,original,20,8,,,,,104.55651473999023
