model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
xgb,ag,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,1.119,0.058,0.517,0.434,0.865,0.764,,0.0,original,20,9,1983.196189403534,0,7.808841967339478e-07,0.0011570453643798828,1204.2938539981842
rf,ag,0.875,0.862,0.862,0.875,0.137,0.16,0.16,0.137,8.389,0.173,0.53,0.419,0.833,0.716,,3e-06,original,20,9,1983.196189403534,0,7.808841967339478e-07,0.0011570453643798828,1204.2938539981842
mlp,ag,0.725,0.718,0.718,0.725,0.215,0.218,0.218,0.215,1.691,0.035,0.757,0.445,0.88,0.788,,1e-06,original,20,9,1983.196189403534,0,7.808841967339478e-07,0.0011570453643798828,1204.2938539981842
naive_bayes,ag,0.575,0.561,0.561,0.575,0.257,0.261,0.261,0.257,35.106,0.001,0.715,0.496,0.969,0.943,,0.0,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0011570453643798828,1204.2938539981842
logreg,ag,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,1.249,0.01,0.894,0.495,0.96,0.926,,0.0,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0011570453643798828,1204.2938539981842
knn,ag,0.85,0.843,0.843,0.85,0.094,0.101,0.101,0.094,1.244,0.001,0.836,0.593,0.995,0.993,,2e-06,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0011570453643798828,1204.2938539981842
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.449,0.031,0.799,0.43,0.85,0.74,,0.0,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0011570453643798828,1204.2938539981842
rf,ag,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,9.155,0.123,0.862,0.487,0.95,0.908,,2e-06,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0011570453643798828,1204.2938539981842
mlp,ag,0.725,0.722,0.722,0.725,0.094,0.095,0.095,0.094,1.932,1.549,0.886,0.514,0.978,0.959,,1e-06,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0011570453643798828,1204.2938539981842
naive_bayes,lc,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,0.537,0.001,0.525,0.072,0.142,0.078,,0.0,original,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
logreg,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,0.708,0.005,0.499,0.498,0.993,0.989,,0.0,original,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
knn,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,0.761,0.001,0.496,0.496,0.99,0.982,,1e-06,original,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
xgb,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,1.138,0.019,0.505,0.503,0.997,0.996,,0.0,original,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
rf,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,8.58,0.094,0.507,0.501,0.995,0.992,,1e-06,original,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
mlp,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,1.662,0.033,0.624,0.399,0.792,0.658,,1e-06,original,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
naive_bayes,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,0.441,0.001,0.521,0.482,0.959,0.923,,0.0,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
logreg,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,0.771,0.005,0.507,0.509,0.998,0.998,,0.0,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
knn,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,0.678,0.001,0.509,0.51,0.998,0.998,,0.0,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
xgb,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,1.095,0.019,0.327,0.382,0.763,0.618,,0.0,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
rf,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,8.577,0.104,0.497,0.496,0.99,0.982,,2e-06,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
mlp,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,1.727,0.04,0.462,0.381,0.759,0.612,,0.0,latent,20,9,1983.196189403534,0,7.808841967339478e-07,0.0013933181762695312,12.12657380104065
