model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
logreg,ag,0.592,0.591,0.591,0.592,0.082,0.082,0.081,0.082,3.213,0.115,0.579,0.504,0.57,0.532,0.631,0.0,original,0.01,5,0,0,0,0.0020864009857177734
mlp,ag,0.517,0.507,0.506,0.516,0.105,0.108,0.108,0.105,6.321,2.527,0.67,0.614,0.692,0.665,0.745,4e-05,original,0.01,5,0,0,0,0.0020864009857177734
naive_bayes,ag,0.515,0.453,0.453,0.516,0.075,0.098,0.099,0.078,3.646,0.002,0.55,0.323,0.289,0.329,0.717,2e-06,original,0.01,5,0,0,0,0.0020864009857177734
knn,ag,0.543,0.514,0.514,0.543,0.075,0.071,0.072,0.077,3.568,0.001,0.647,0.654,0.766,0.772,0.71,2.8e-05,original,0.01,5,0,0,0,0.0020864009857177734
xgb,ag,0.702,0.699,0.699,0.703,0.05,0.05,0.049,0.049,3.536,0.045,0.655,0.596,0.674,0.644,0.715,7e-06,latent,0.01,5,0,0,0,0.0020864009857177734
rf,ag,0.695,0.689,0.688,0.693,0.081,0.083,0.084,0.083,8.442,0.298,0.693,0.628,0.701,0.674,0.758,1.3e-05,latent,0.01,5,0,0,0,0.0020864009857177734
svc,ag,0.583,0.507,0.502,0.575,0.102,0.169,0.176,0.109,4.187,0.011,0.666,0.624,0.71,0.688,0.291,3.6e-05,latent,0.01,5,0,0,0,0.0020864009857177734
logreg,ag,0.635,0.632,0.632,0.634,0.096,0.098,0.098,0.097,6.611,2.205,0.661,0.607,0.687,0.659,0.726,1.3e-05,latent,0.01,5,0,0,0,0.0020864009857177734
mlp,ag,0.515,0.511,0.511,0.515,0.096,0.093,0.092,0.096,7.325,2.957,0.687,0.648,0.733,0.713,0.759,1.9e-05,latent,0.01,5,0,0,0,0.0020864009857177734
naive_bayes,ag,0.542,0.467,0.467,0.542,0.05,0.057,0.063,0.059,8.369,0.001,0.584,0.454,0.486,0.46,0.638,3e-06,latent,0.01,5,0,0,0,0.0020864009857177734
knn,ag,0.584,0.566,0.566,0.584,0.067,0.075,0.075,0.069,5.169,0.001,0.657,0.669,0.781,0.791,0.736,4.6e-05,latent,0.01,5,0,0,0,0.0020864009857177734
xgb,lc,0.974,0.974,0.974,0.974,0.021,0.021,0.021,0.021,6.293,9.307,0.356,0.214,0.192,0.216,0.264,7e-06,original,0.01,5,0,0,0,0.0020782947540283203
rf,lc,0.992,0.991,0.991,0.991,0.017,0.017,0.017,0.017,15.802,0.372,0.359,0.187,0.144,0.194,0.235,1.8e-05,original,0.01,5,0,0,0,0.0020782947540283203
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.322,0.005,0.359,0.193,0.153,0.199,0.25,8e-06,original,0.01,5,0,0,0,0.0020782947540283203
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.649,0.192,0.348,0.199,0.168,0.202,0.259,0.0,original,0.01,5,0,0,0,0.0020782947540283203
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.718,2.464,0.357,0.201,0.168,0.205,0.262,2.4e-05,original,0.01,5,0,0,0,0.0020782947540283203
