model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
logreg,k-center,0.742,0.742,0.742,0.742,0.023,0.023,0.023,0.023,4.567,0.214,0.791,0.729,0.781,0.765,0.868,2.1e-05,original,0.05,7,0,0,0,0.0017175674438476562
mlp,k-center,0.725,0.725,0.725,0.725,0.01,0.01,0.01,0.01,12.226,48.967,0.78,0.693,0.739,0.719,0.87,3.4e-05,original,0.05,7,0,0,0,0.0017175674438476562
naive_bayes,k-center,0.666,0.658,0.658,0.666,0.048,0.052,0.052,0.048,6.732,0.002,0.622,0.64,0.763,0.796,0.814,1e-06,original,0.05,7,0,0,0,0.0017175674438476562
knn,k-center,0.642,0.642,0.642,0.642,0.005,0.005,0.005,0.005,4.732,0.001,0.747,0.676,0.729,0.707,0.809,3.6e-05,original,0.05,7,0,0,0,0.0017175674438476562
xgb,k-center,0.724,0.724,0.724,0.724,0.018,0.018,0.018,0.018,10.345,18.197,0.775,0.695,0.743,0.723,0.866,1.1e-05,latent,0.05,7,0,0,0,0.0017175674438476562
rf,k-center,0.727,0.726,0.726,0.727,0.013,0.013,0.013,0.013,18.065,0.9,0.81,0.742,0.79,0.775,0.896,1e-05,latent,0.05,7,0,0,0,0.0017175674438476562
svc,k-center,0.72,0.72,0.72,0.72,0.018,0.018,0.018,0.018,5.077,0.228,0.809,0.744,0.792,0.777,0.89,5.8e-05,latent,0.05,7,0,0,0,0.0017175674438476562
logreg,k-center,0.748,0.747,0.747,0.748,0.019,0.019,0.019,0.019,3.076,0.142,0.798,0.715,0.76,0.742,0.889,0.0,latent,0.05,7,0,0,0,0.0017175674438476562
mlp,k-center,0.687,0.686,0.686,0.687,0.025,0.025,0.025,0.025,8.028,3.294,0.784,0.694,0.739,0.718,0.879,1.2e-05,latent,0.05,7,0,0,0,0.0017175674438476562
naive_bayes,k-center,0.702,0.692,0.692,0.702,0.02,0.024,0.024,0.02,3.514,0.002,0.735,0.749,0.822,0.828,0.876,1e-06,latent,0.05,7,0,0,0,0.0017175674438476562
knn,k-center,0.618,0.617,0.617,0.618,0.017,0.017,0.017,0.017,7.611,0.001,0.73,0.64,0.687,0.663,0.814,2.8e-05,latent,0.05,7,0,0,0,0.0017175674438476562
xgb,ag,0.812,0.812,0.812,0.812,0.014,0.014,0.014,0.014,3.489,12.235,0.751,0.734,0.8,0.793,0.857,1.2e-05,original,0.05,7,0,0,0,0.0014181137084960938
rf,ag,0.806,0.805,0.805,0.806,0.022,0.023,0.023,0.022,16.957,0.73,0.804,0.755,0.806,0.795,0.889,3e-05,original,0.05,7,0,0,0,0.0014181137084960938
svc,ag,0.79,0.789,0.789,0.79,0.023,0.024,0.024,0.023,14.236,0.668,0.801,0.73,0.778,0.762,0.88,0.000147,original,0.05,7,0,0,0,0.0014181137084960938
logreg,ag,0.81,0.81,0.81,0.81,0.025,0.025,0.025,0.025,5.174,0.168,0.803,0.747,0.797,0.784,0.883,7e-06,original,0.05,7,0,0,0,0.0014181137084960938
mlp,ag,0.791,0.791,0.791,0.791,0.024,0.024,0.024,0.024,6.416,14.796,0.807,0.757,0.807,0.795,0.887,2.3e-05,original,0.05,7,0,0,0,0.0014181137084960938
naive_bayes,ag,0.645,0.613,0.613,0.645,0.035,0.048,0.048,0.035,5.038,0.003,0.714,0.598,0.634,0.61,0.819,1e-06,original,0.05,7,0,0,0,0.0014181137084960938
knn,ag,0.75,0.749,0.749,0.75,0.018,0.018,0.018,0.018,5.462,0.001,0.804,0.732,0.779,0.763,0.877,2.9e-05,original,0.05,7,0,0,0,0.0014181137084960938
xgb,ag,0.826,0.825,0.825,0.826,0.027,0.027,0.027,0.027,8.106,119.328,0.771,0.677,0.721,0.699,0.873,1.3e-05,latent,0.05,7,0,0,0,0.0014181137084960938
rf,ag,0.82,0.82,0.82,0.82,0.014,0.014,0.014,0.014,19.723,1.116,0.792,0.731,0.782,0.767,0.874,1.3e-05,latent,0.05,7,0,0,0,0.0014181137084960938
svc,ag,0.81,0.81,0.81,0.81,0.022,0.022,0.022,0.022,5.53,0.197,0.807,0.738,0.786,0.771,0.891,0.0001,latent,0.05,7,0,0,0,0.0014181137084960938
logreg,ag,0.827,0.827,0.827,0.827,0.017,0.017,0.017,0.017,4.51,4.013,0.786,0.724,0.776,0.76,0.871,0.0,latent,0.05,7,0,0,0,0.0014181137084960938
mlp,ag,0.797,0.797,0.797,0.797,0.018,0.018,0.018,0.018,11.44,1.352,0.805,0.747,0.797,0.783,0.891,1.8e-05,latent,0.05,7,0,0,0,0.0014181137084960938
naive_bayes,ag,0.727,0.717,0.717,0.727,0.011,0.014,0.014,0.011,6.265,0.002,0.717,0.728,0.807,0.812,0.86,1e-06,latent,0.05,7,0,0,0,0.0014181137084960938
knn,ag,0.769,0.768,0.768,0.769,0.036,0.037,0.037,0.036,7.302,0.001,0.814,0.757,0.805,0.792,0.893,0.000106,latent,0.05,7,0,0,0,0.0014181137084960938
xgb,lc,0.993,0.993,0.993,0.993,0.004,0.004,0.004,0.004,5.047,0.163,0.19,0.178,0.215,0.184,0.107,2e-06,original,0.05,7,0,0,0,0.0014548301696777344
rf,lc,0.973,0.973,0.973,0.973,0.019,0.019,0.019,0.019,9.144,0.392,0.199,0.19,0.232,0.198,0.123,1.3e-05,original,0.05,7,0,0,0,0.0014548301696777344
svc,lc,0.996,0.996,0.996,0.996,0.006,0.006,0.006,0.006,5.331,0.067,0.188,0.173,0.206,0.178,0.103,1e-05,original,0.05,7,0,0,0,0.0014548301696777344
logreg,lc,0.996,0.996,0.996,0.996,0.004,0.004,0.004,0.004,5.317,0.081,0.202,0.183,0.216,0.188,0.11,6e-06,original,0.05,7,0,0,0,0.0014548301696777344
mlp,lc,0.996,0.996,0.996,0.996,0.004,0.004,0.004,0.004,7.553,80.539,0.196,0.179,0.214,0.184,0.108,4e-05,original,0.05,7,0,0,0,0.0014548301696777344
naive_bayes,lc,0.78,0.768,0.768,0.78,0.089,0.1,0.1,0.089,6.564,0.003,0.272,0.293,0.414,0.369,0.153,1e-06,original,0.05,7,0,0,0,0.0014548301696777344
knn,lc,0.96,0.96,0.96,0.96,0.006,0.006,0.006,0.006,8.363,0.001,0.205,0.196,0.241,0.205,0.157,7.2e-05,original,0.05,7,0,0,0,0.0014548301696777344
xgb,lc,0.989,0.989,0.989,0.989,0.008,0.008,0.008,0.008,5.974,12.727,0.189,0.179,0.218,0.186,0.116,4e-06,latent,0.05,7,0,0,0,0.0014548301696777344
rf,lc,0.98,0.98,0.98,0.98,0.02,0.02,0.02,0.02,21.789,2.458,0.193,0.181,0.219,0.187,0.135,2.5e-05,latent,0.05,7,0,0,0,0.0014548301696777344
svc,lc,0.997,0.997,0.997,0.997,0.004,0.004,0.004,0.004,12.265,0.186,0.182,0.168,0.203,0.174,0.102,2.5e-05,latent,0.05,7,0,0,0,0.0014548301696777344
logreg,lc,0.997,0.997,0.997,0.997,0.004,0.004,0.004,0.004,8.756,1.05,0.183,0.173,0.211,0.18,0.101,0.0,latent,0.05,7,0,0,0,0.0014548301696777344
mlp,lc,0.996,0.996,0.996,0.996,0.005,0.005,0.005,0.005,15.382,24.1,0.185,0.17,0.203,0.175,0.102,2.3e-05,latent,0.05,7,0,0,0,0.0014548301696777344
naive_bayes,lc,0.93,0.929,0.929,0.93,0.009,0.009,0.009,0.009,8.069,0.002,0.206,0.189,0.227,0.196,0.138,1e-06,latent,0.05,7,0,0,0,0.0014548301696777344
knn,lc,0.965,0.965,0.965,0.965,0.008,0.008,0.008,0.008,7.349,0.001,0.205,0.194,0.237,0.203,0.15,4.9e-05,latent,0.05,7,0,0,0,0.0014548301696777344
xgb,craig,0.598,0.597,0.6,0.6,0.033,0.034,0.033,0.033,10.281,107.311,0.617,0.586,0.666,0.643,0.67,2e-05,original,0.05,7,0,0,0,0.0013964176177978516
rf,craig,0.596,0.594,0.595,0.594,0.026,0.026,0.026,0.026,32.115,0.729,0.548,0.455,0.489,0.463,0.624,2.7e-05,original,0.05,7,0,0,0,0.0013964176177978516
svc,craig,0.559,0.557,0.561,0.562,0.049,0.05,0.048,0.047,8.469,0.228,0.697,0.604,0.65,0.623,0.786,4.3e-05,original,0.05,7,0,0,0,0.0013964176177978516
logreg,craig,0.613,0.613,0.618,0.621,0.032,0.033,0.032,0.032,2.838,0.009,0.649,0.549,0.59,0.563,0.739,1.2e-05,original,0.05,7,0,0,0,0.0013964176177978516
mlp,craig,0.589,0.587,0.592,0.594,0.019,0.018,0.016,0.014,6.08,25.55,0.633,0.531,0.569,0.542,0.717,3.1e-05,original,0.05,7,0,0,0,0.0013964176177978516
naive_bayes,craig,0.541,0.501,0.497,0.53,0.029,0.041,0.047,0.029,4.948,0.002,0.537,0.489,0.555,0.521,0.581,1e-06,original,0.05,7,0,0,0,0.0013964176177978516
knn,craig,0.576,0.574,0.58,0.585,0.037,0.039,0.037,0.033,8.906,0.001,0.526,0.409,0.426,0.411,0.534,3.5e-05,original,0.05,7,0,0,0,0.0013964176177978516
xgb,craig,0.607,0.607,0.61,0.611,0.028,0.028,0.028,0.028,9.208,14.308,0.563,0.476,0.516,0.487,0.62,9e-06,latent,0.05,7,0,0,0,0.0013964176177978516
