model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.278,0.425,0.231,0.244,0.326,0.276,0.142,1.1e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.875,0.001,0.212,0.217,0.28,0.236,0.13,2e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.07,0.007,0.215,0.206,0.253,0.216,0.131,7e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.202,1.89,0.222,0.236,0.318,0.269,0.146,1.3e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
naive_bayes,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.623,0.001,0.285,0.305,0.451,0.418,0.234,2e-06,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.479,0.0,0.227,0.218,0.268,0.23,0.154,1.6e-05,original,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
xgb,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.164,0.025,0.334,0.347,0.49,0.462,0.261,3e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
rf,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,13.735,0.146,0.241,0.259,0.356,0.306,0.161,4e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.043,0.004,0.259,0.217,0.241,0.22,0.157,3e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.825,0.009,0.259,0.209,0.226,0.21,0.151,7e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.753,0.045,0.268,0.276,0.362,0.313,0.187,1.5e-05,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
naive_bayes,lc,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,6.117,0.001,0.289,0.223,0.232,0.223,0.207,1e-06,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
knn,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.779,0.001,0.233,0.224,0.276,0.237,0.161,1.3e-05,latent,10,6,2222.7451827526093,0,5.396785181110055e-07,0.0016341209411621094,8.497318506240845
